Tahiti Completion Time (ms);Devastator Completion Time (ms);AMD A10-5800K APU with Radeon(tm) HD Graphics   Completion Time (ms);Matrix Width (elements);Matrix Height (elements);Branch count (per thread);Read accesses to global memory (per thread);Write accesses to global memory (per thread);Read accesses to local memory (per thread);Write accesses to local memory (per thread);Read accesses to constant memory (per thread);Arithmetic operations (per thread);Logic operations (per thread);Bitwise operations (per thread);Comparison operations (per thread);Pown operations (per thread);Sqrt operations (per thread);Hypot operations (per thread);Data size transf from host to device (bytes);Data size transf from device to host (bytes);Data size allocated locally (bytes);Global work size dim 1 (number of threads);Global work size dim 2 (number of threads);Global work size dim 3 (number of threads);Local work size dim 1 (number of threads);Local work size dim 2 (number of threads);Local work size dim 3 (number of threads);Kernel calls;Computation density;Memory access density
3,18;2,94;1,80;64;64;1;9;1;0;0;0;27;0;0;2;0;0;1;17424;16384;0;64;64;1;16;16;1;1;3,271;1,090
2,76;4,12;2,16;66;66;1;9;1;0;0;0;27;0;0;2;0;0;1;18496;17424;0;80;80;1;16;16;1;1;4,811;1,604
3,67;3,07;2,13;68;68;1;9;1;0;0;0;27;0;0;2;0;0;1;19600;18496;0;80;80;1;16;16;1;1;4,536;1,512
3,60;2,90;2,04;70;70;1;9;1;0;0;0;27;0;0;2;0;0;1;20736;19600;0;80;80;1;16;16;1;1;4,284;1,428
3,68;3,14;1,70;72;72;1;9;1;0;0;0;27;0;0;2;0;0;1;21904;20736;0;80;80;1;16;16;1;1;4,053;1,351
3,14;3,10;2,33;74;74;1;9;1;0;0;0;27;0;0;2;0;0;1;23104;21904;0;80;80;1;16;16;1;1;3,839;1,280
3,66;3,19;2,06;76;76;1;9;1;0;0;0;27;0;0;2;0;0;1;24336;23104;0;80;80;1;16;16;1;1;3,642;1,214
3,51;2,86;2,35;78;78;1;9;1;0;0;0;27;0;0;2;0;0;1;25600;24336;0;80;80;1;16;16;1;1;3,460;1,153
3,41;3,24;2,02;80;80;1;9;1;0;0;0;27;0;0;2;0;0;1;26896;25600;0;80;80;1;16;16;1;1;3,292;1,097
3,97;2,89;2,05;82;82;1;9;1;0;0;0;27;0;0;2;0;0;1;28224;26896;0;96;96;1;16;16;1;1;4,514;1,505
3,63;3,00;1,66;84;84;1;9;1;0;0;0;27;0;0;2;0;0;1;29584;28224;0;96;96;1;16;16;1;1;4,304;1,435
3,36;3,13;2,16;86;86;1;9;1;0;0;0;27;0;0;2;0;0;1;30976;29584;0;96;96;1;16;16;1;1;4,109;1,370
3,16;2,82;1,61;88;88;1;9;1;0;0;0;27;0;0;2;0;0;1;32400;30976;0;96;96;1;16;16;1;1;3,926;1,309
2,88;3,39;1,92;90;90;1;9;1;0;0;0;27;0;0;2;0;0;1;33856;32400;0;96;96;1;16;16;1;1;3,756;1,252
3,69;3,38;2,66;92;92;1;9;1;0;0;0;27;0;0;2;0;0;1;35344;33856;0;96;96;1;16;16;1;1;3,596;1,199
3,04;2,73;1,84;94;94;1;9;1;0;0;0;27;0;0;2;0;0;1;36864;35344;0;96;96;1;16;16;1;1;3,446;1,149
3,76;3,01;1,89;96;96;1;9;1;0;0;0;27;0;0;2;0;0;1;38416;36864;0;96;96;1;16;16;1;1;3,305;1,102
3,60;3,12;2,21;98;98;1;9;1;0;0;0;27;0;0;2;0;0;1;40000;38416;0;112;112;1;16;16;1;1;4,319;1,440
2,75;3,11;1,61;100;100;1;9;1;0;0;0;27;0;0;2;0;0;1;41616;40000;0;112;112;1;16;16;1;1;4,150;1,383
3,66;3,68;2,17;102;102;1;9;1;0;0;0;27;0;0;2;0;0;1;43264;41616;0;112;112;1;16;16;1;1;3,990;1,330
3,48;3,37;1,57;104;104;1;9;1;0;0;0;27;0;0;2;0;0;1;44944;43264;0;112;112;1;16;16;1;1;3,840;1,280
2,92;3,28;2,11;106;106;1;9;1;0;0;0;27;0;0;2;0;0;1;46656;44944;0;112;112;1;16;16;1;1;3,697;1,232
3,36;3,17;1,93;108;108;1;9;1;0;0;0;27;0;0;2;0;0;1;48400;46656;0;112;112;1;16;16;1;1;3,563;1,188
3,05;3,27;1,78;110;110;1;9;1;0;0;0;27;0;0;2;0;0;1;50176;48400;0;112;112;1;16;16;1;1;3,436;1,145
3,09;2,76;2,63;112;112;1;9;1;0;0;0;27;0;0;2;0;0;1;51984;50176;0;112;112;1;16;16;1;1;3,315;1,105
4,05;3,49;1,63;114;114;1;9;1;0;0;0;27;0;0;2;0;0;1;53824;51984;0;128;128;1;16;16;1;1;4,181;1,394
2,87;2,81;1,68;116;116;1;9;1;0;0;0;27;0;0;2;0;0;1;55696;53824;0;128;128;1;16;16;1;1;4,039;1,346
3,34;3,35;1,69;118;118;1;9;1;0;0;0;27;0;0;2;0;0;1;57600;55696;0;128;128;1;16;16;1;1;3,905;1,302
4,10;3,50;1,82;120;120;1;9;1;0;0;0;27;0;0;2;0;0;1;59536;57600;0;128;128;1;16;16;1;1;3,777;1,259
3,03;3,24;1,89;122;122;1;9;1;0;0;0;27;0;0;2;0;0;1;61504;59536;0;128;128;1;16;16;1;1;3,655;1,218
3,15;3,32;1,70;124;124;1;9;1;0;0;0;27;0;0;2;0;0;1;63504;61504;0;128;128;1;16;16;1;1;3,539;1,180
3,72;3,29;1,93;126;126;1;9;1;0;0;0;27;0;0;2;0;0;1;65536;63504;0;128;128;1;16;16;1;1;3,428;1,143
3,54;3,35;1,63;128;128;1;9;1;0;0;0;27;0;0;2;0;0;1;67600;65536;0;128;128;1;16;16;1;1;3,323;1,108
3,49;3,31;2,18;130;130;1;9;1;0;0;0;27;0;0;2;0;0;1;69696;67600;0;144;144;1;16;16;1;1;4,078;1,359
3,26;3,03;1,80;132;132;1;9;1;0;0;0;27;0;0;2;0;0;1;71824;69696;0;144;144;1;16;16;1;1;3,956;1,319
3,53;2,71;2,04;134;134;1;9;1;0;0;0;27;0;0;2;0;0;1;73984;71824;0;144;144;1;16;16;1;1;3,840;1,280
3,97;3,25;2,16;136;136;1;9;1;0;0;0;27;0;0;2;0;0;1;76176;73984;0;144;144;1;16;16;1;1;3,729;1,243
3,89;3,74;2,17;138;138;1;9;1;0;0;0;27;0;0;2;0;0;1;78400;76176;0;144;144;1;16;16;1;1;3,622;1,207
3,20;3,33;1,70;140;140;1;9;1;0;0;0;27;0;0;2;0;0;1;80656;78400;0;144;144;1;16;16;1;1;3,520;1,173
3,42;3,22;2,41;142;142;1;9;1;0;0;0;27;0;0;2;0;0;1;82944;80656;0;144;144;1;16;16;1;1;3,422;1,141
3,63;3,66;2,17;144;144;1;9;1;0;0;0;27;0;0;2;0;0;1;85264;82944;0;144;144;1;16;16;1;1;3,328;1,109
3,98;3,01;1,73;146;146;1;9;1;0;0;0;27;0;0;2;0;0;1;87616;85264;0;160;160;1;16;16;1;1;3,998;1,333
3,34;3,09;1,88;148;148;1;9;1;0;0;0;27;0;0;2;0;0;1;90000;87616;0;160;160;1;16;16;1;1;3,892;1,297
3,48;3,17;1,80;150;150;1;9;1;0;0;0;27;0;0;2;0;0;1;92416;90000;0;160;160;1;16;16;1;1;3,789;1,263
3,37;2,78;2,07;152;152;1;9;1;0;0;0;27;0;0;2;0;0;1;94864;92416;0;160;160;1;16;16;1;1;3,691;1,230
3,53;3,23;2,15;154;154;1;9;1;0;0;0;27;0;0;2;0;0;1;97344;94864;0;160;160;1;16;16;1;1;3,596;1,199
3,52;3,30;2,19;156;156;1;9;1;0;0;0;27;0;0;2;0;0;1;99856;97344;0;160;160;1;16;16;1;1;3,505;1,168
3,38;3,19;2,41;158;158;1;9;1;0;0;0;27;0;0;2;0;0;1;102400;99856;0;160;160;1;16;16;1;1;3,417;1,139
3,75;3,41;2,40;160;160;1;9;1;0;0;0;27;0;0;2;0;0;1;104976;102400;0;160;160;1;16;16;1;1;3,333;1,111
3,33;3,06;2,65;162;162;1;9;1;0;0;0;27;0;0;2;0;0;1;107584;104976;0;176;176;1;16;16;1;1;3,935;1,312
3,68;3,28;2,02;164;164;1;9;1;0;0;0;27;0;0;2;0;0;1;110224;107584;0;176;176;1;16;16;1;1;3,840;1,280
3,56;3,32;2,52;166;166;1;9;1;0;0;0;27;0;0;2;0;0;1;112896;110224;0;176;176;1;16;16;1;1;3,748;1,249
3,70;3,57;2,33;168;168;1;9;1;0;0;0;27;0;0;2;0;0;1;115600;112896;0;176;176;1;16;16;1;1;3,660;1,220
3,55;3,97;2,97;170;170;1;9;1;0;0;0;27;0;0;2;0;0;1;118336;115600;0;176;176;1;16;16;1;1;3,575;1,192
3,81;3,08;1,97;172;172;1;9;1;0;0;0;27;0;0;2;0;0;1;121104;118336;0;176;176;1;16;16;1;1;3,493;1,164
3,64;3,30;2,36;174;174;1;9;1;0;0;0;27;0;0;2;0;0;1;123904;121104;0;176;176;1;16;16;1;1;3,414;1,138
4,03;3,05;2,10;176;176;1;9;1;0;0;0;27;0;0;2;0;0;1;126736;123904;0;176;176;1;16;16;1;1;3,337;1,112
4,03;3,35;2,25;178;178;1;9;1;0;0;0;27;0;0;2;0;0;1;129600;126736;0;192;192;1;16;16;1;1;3,883;1,294
3,78;3,10;2,00;180;180;1;9;1;0;0;0;27;0;0;2;0;0;1;132496;129600;0;192;192;1;16;16;1;1;3,798;1,266
3,59;3,28;2,09;182;182;1;9;1;0;0;0;27;0;0;2;0;0;1;135424;132496;0;192;192;1;16;16;1;1;3,715;1,238
3,78;3,73;1,94;184;184;1;9;1;0;0;0;27;0;0;2;0;0;1;138384;135424;0;192;192;1;16;16;1;1;3,635;1,212
4,12;3,34;2,14;186;186;1;9;1;0;0;0;27;0;0;2;0;0;1;141376;138384;0;192;192;1;16;16;1;1;3,558;1,186
3,71;3,49;2,25;188;188;1;9;1;0;0;0;27;0;0;2;0;0;1;144400;141376;0;192;192;1;16;16;1;1;3,483;1,161
4,31;2,69;2,18;190;190;1;9;1;0;0;0;27;0;0;2;0;0;1;147456;144400;0;192;192;1;16;16;1;1;3,410;1,137
3,24;3,33;2,04;192;192;1;9;1;0;0;0;27;0;0;2;0;0;1;150544;147456;0;192;192;1;16;16;1;1;3,340;1,113
3,89;3,05;2,16;194;194;1;9;1;0;0;0;27;0;0;2;0;0;1;153664;150544;0;208;208;1;16;16;1;1;3,840;1,280
3,84;2,99;2,44;196;196;1;9;1;0;0;0;27;0;0;2;0;0;1;156816;153664;0;208;208;1;16;16;1;1;3,762;1,254
3,83;3,13;1,91;198;198;1;9;1;0;0;0;27;0;0;2;0;0;1;160000;156816;0;208;208;1;16;16;1;1;3,687;1,229
3,72;2,99;2,21;200;200;1;9;1;0;0;0;27;0;0;2;0;0;1;163216;160000;0;208;208;1;16;16;1;1;3,614;1,205
3,91;3,43;2,56;202;202;1;9;1;0;0;0;27;0;0;2;0;0;1;166464;163216;0;208;208;1;16;16;1;1;3,543;1,181
3,96;3,49;2,50;204;204;1;9;1;0;0;0;27;0;0;2;0;0;1;169744;166464;0;208;208;1;16;16;1;1;3,474;1,158
3,26;3,08;1,95;206;206;1;9;1;0;0;0;27;0;0;2;0;0;1;173056;169744;0;208;208;1;16;16;1;1;3,408;1,136
4,01;2,88;2,36;208;208;1;9;1;0;0;0;27;0;0;2;0;0;1;176400;173056;0;208;208;1;16;16;1;1;3,343;1,114
3,73;3,58;2,61;210;210;1;9;1;0;0;0;27;0;0;2;0;0;1;179776;176400;0;224;224;1;16;16;1;1;3,804;1,268
3,89;3,28;2,35;212;212;1;9;1;0;0;0;27;0;0;2;0;0;1;183184;179776;0;224;224;1;16;16;1;1;3,733;1,244
3,25;3,06;2,69;214;214;1;9;1;0;0;0;27;0;0;2;0;0;1;186624;183184;0;224;224;1;16;16;1;1;3,663;1,221
3,90;3,30;2,47;216;216;1;9;1;0;0;0;27;0;0;2;0;0;1;190096;186624;0;224;224;1;16;16;1;1;3,596;1,199
4,09;3,19;2,26;218;218;1;9;1;0;0;0;27;0;0;2;0;0;1;193600;190096;0;224;224;1;16;16;1;1;3,531;1,177
3,95;3,74;2,18;220;220;1;9;1;0;0;0;27;0;0;2;0;0;1;197136;193600;0;224;224;1;16;16;1;1;3,467;1,156
4,33;3,90;2,17;222;222;1;9;1;0;0;0;27;0;0;2;0;0;1;200704;197136;0;224;224;1;16;16;1;1;3,405;1,135
4,14;3,54;2,40;224;224;1;9;1;0;0;0;27;0;0;2;0;0;1;204304;200704;0;224;224;1;16;16;1;1;3,345;1,115
3,79;3,44;2,14;226;226;1;9;1;0;0;0;27;0;0;2;0;0;1;207936;204304;0;240;240;1;16;16;1;1;3,773;1,258
4,25;3,01;1,81;228;228;1;9;1;0;0;0;27;0;0;2;0;0;1;211600;207936;0;240;240;1;16;16;1;1;3,707;1,236
3,86;3,20;2,08;230;230;1;9;1;0;0;0;27;0;0;2;0;0;1;215296;211600;0;240;240;1;16;16;1;1;3,643;1,214
3,42;3,87;1,97;232;232;1;9;1;0;0;0;27;0;0;2;0;0;1;219024;215296;0;240;240;1;16;16;1;1;3,581;1,194
4,42;3,50;2,12;234;234;1;9;1;0;0;0;27;0;0;2;0;0;1;222784;219024;0;240;240;1;16;16;1;1;3,520;1,173
4,03;3,39;2,23;236;236;1;9;1;0;0;0;27;0;0;2;0;0;1;226576;222784;0;240;240;1;16;16;1;1;3,461;1,154
4,14;3,21;2,15;238;238;1;9;1;0;0;0;27;0;0;2;0;0;1;230400;226576;0;240;240;1;16;16;1;1;3,403;1,134
4,41;3,60;2,18;240;240;1;9;1;0;0;0;27;0;0;2;0;0;1;234256;230400;0;240;240;1;16;16;1;1;3,347;1,116
4,01;3,68;2,67;242;242;1;9;1;0;0;0;27;0;0;2;0;0;1;238144;234256;0;256;256;1;16;16;1;1;3,746;1,249
4,10;3,27;2,44;244;244;1;9;1;0;0;0;27;0;0;2;0;0;1;242064;238144;0;256;256;1;16;16;1;1;3,685;1,228
3,91;3,70;2,48;246;246;1;9;1;0;0;0;27;0;0;2;0;0;1;246016;242064;0;256;256;1;16;16;1;1;3,625;1,208
4,06;3,24;2,38;248;248;1;9;1;0;0;0;27;0;0;2;0;0;1;250000;246016;0;256;256;1;16;16;1;1;3,567;1,189
3,78;3,49;1,81;250;250;1;9;1;0;0;0;27;0;0;2;0;0;1;254016;250000;0;256;256;1;16;16;1;1;3,511;1,170
3,88;3,52;1,68;252;252;1;9;1;0;0;0;27;0;0;2;0;0;1;258064;254016;0;256;256;1;16;16;1;1;3,455;1,152
3,85;3,52;2,52;254;254;1;9;1;0;0;0;27;0;0;2;0;0;1;262144;258064;0;256;256;1;16;16;1;1;3,401;1,134
4,24;3,82;2,55;256;256;1;9;1;0;0;0;27;0;0;2;0;0;1;266256;262144;0;256;256;1;16;16;1;1;3,349;1,116
3,68;3,56;1,99;258;258;1;9;1;0;0;0;27;0;0;2;0;0;1;270400;266256;0;272;272;1;16;16;1;1;3,722;1,241
3,66;3,42;1,78;260;260;1;9;1;0;0;0;27;0;0;2;0;0;1;274576;270400;0;272;272;1;16;16;1;1;3,665;1,222
4,05;3,60;2,07;262;262;1;9;1;0;0;0;27;0;0;2;0;0;1;278784;274576;0;272;272;1;16;16;1;1;3,610;1,203
4,00;3,69;1,94;264;264;1;9;1;0;0;0;27;0;0;2;0;0;1;283024;278784;0;272;272;1;16;16;1;1;3,556;1,185
4,26;3,27;2,20;266;266;1;9;1;0;0;0;27;0;0;2;0;0;1;287296;283024;0;272;272;1;16;16;1;1;3,503;1,168
3,80;3,57;1,95;268;268;1;9;1;0;0;0;27;0;0;2;0;0;1;291600;287296;0;272;272;1;16;16;1;1;3,451;1,150
3,82;3,14;2,60;270;270;1;9;1;0;0;0;27;0;0;2;0;0;1;295936;291600;0;272;272;1;16;16;1;1;3,400;1,133
4,07;3,68;2,07;272;272;1;9;1;0;0;0;27;0;0;2;0;0;1;300304;295936;0;272;272;1;16;16;1;1;3,350;1,117
4,25;3,83;2,36;274;274;1;9;1;0;0;0;27;0;0;2;0;0;1;304704;300304;0;288;288;1;16;16;1;1;3,702;1,234
4,00;3,16;1,78;276;276;1;9;1;0;0;0;27;0;0;2;0;0;1;309136;304704;0;288;288;1;16;16;1;1;3,648;1,216
4,01;3,54;2,60;278;278;1;9;1;0;0;0;27;0;0;2;0;0;1;313600;309136;0;288;288;1;16;16;1;1;3,596;1,199
4,48;4,11;2,06;280;280;1;9;1;0;0;0;27;0;0;2;0;0;1;318096;313600;0;288;288;1;16;16;1;1;3,545;1,182
4,22;3,62;2,31;282;282;1;9;1;0;0;0;27;0;0;2;0;0;1;322624;318096;0;288;288;1;16;16;1;1;3,495;1,165
4,13;4,14;1,90;284;284;1;9;1;0;0;0;27;0;0;2;0;0;1;327184;322624;0;288;288;1;16;16;1;1;3,446;1,149
4,12;3,41;1,73;286;286;1;9;1;0;0;0;27;0;0;2;0;0;1;331776;327184;0;288;288;1;16;16;1;1;3,399;1,133
4,21;3,92;2,15;288;288;1;9;1;0;0;0;27;0;0;2;0;0;1;336400;331776;0;288;288;1;16;16;1;1;3,352;1,117
4,07;3,09;2,19;290;290;1;9;1;0;0;0;27;0;0;2;0;0;1;341056;336400;0;304;304;1;16;16;1;1;3,683;1,228
4,55;4,05;2,28;292;292;1;9;1;0;0;0;27;0;0;2;0;0;1;345744;341056;0;304;304;1;16;16;1;1;3,633;1,211
4,59;3,65;2,19;294;294;1;9;1;0;0;0;27;0;0;2;0;0;1;350464;345744;0;304;304;1;16;16;1;1;3,584;1,195
4,29;3,89;2,60;296;296;1;9;1;0;0;0;27;0;0;2;0;0;1;355216;350464;0;304;304;1;16;16;1;1;3,536;1,179
4,35;4,31;2,47;298;298;1;9;1;0;0;0;27;0;0;2;0;0;1;360000;355216;0;304;304;1;16;16;1;1;3,489;1,163
4,15;2,96;2,16;300;300;1;9;1;0;0;0;27;0;0;2;0;0;1;364816;360000;0;304;304;1;16;16;1;1;3,443;1,148
4,32;3,82;2,47;302;302;1;9;1;0;0;0;27;0;0;2;0;0;1;369664;364816;0;304;304;1;16;16;1;1;3,397;1,132
4,05;3,90;2,27;304;304;1;9;1;0;0;0;27;0;0;2;0;0;1;374544;369664;0;304;304;1;16;16;1;1;3,353;1,118
4,23;3,73;1,96;306;306;1;9;1;0;0;0;27;0;0;2;0;0;1;379456;374544;0;320;320;1;16;16;1;1;3,667;1,222
3,77;3,67;1,83;308;308;1;9;1;0;0;0;27;0;0;2;0;0;1;384400;379456;0;320;320;1;16;16;1;1;3,620;1,207
4,12;3,14;2,12;310;310;1;9;1;0;0;0;27;0;0;2;0;0;1;389376;384400;0;320;320;1;16;16;1;1;3,573;1,191
4,29;3,79;2,13;312;312;1;9;1;0;0;0;27;0;0;2;0;0;1;394384;389376;0;320;320;1;16;16;1;1;3,528;1,176
4,23;3,29;2,00;314;314;1;9;1;0;0;0;27;0;0;2;0;0;1;399424;394384;0;320;320;1;16;16;1;1;3,483;1,161
4,23;3,47;1,87;316;316;1;9;1;0;0;0;27;0;0;2;0;0;1;404496;399424;0;320;320;1;16;16;1;1;3,439;1,146
4,29;3,85;1,91;318;318;1;9;1;0;0;0;27;0;0;2;0;0;1;409600;404496;0;320;320;1;16;16;1;1;3,396;1,132
3,74;3,36;2,07;320;320;1;9;1;0;0;0;27;0;0;2;0;0;1;414736;409600;0;320;320;1;16;16;1;1;3,354;1,118
4,56;3,92;2,58;322;322;1;9;1;0;0;0;27;0;0;2;0;0;1;419904;414736;0;336;336;1;16;16;1;1;3,652;1,217
4,27;4,22;1,93;324;324;1;9;1;0;0;0;27;0;0;2;0;0;1;425104;419904;0;336;336;1;16;16;1;1;3,607;1,202
3,77;3,56;1,88;326;326;1;9;1;0;0;0;27;0;0;2;0;0;1;430336;425104;0;336;336;1;16;16;1;1;3,563;1,188
4,64;4,18;2,17;328;328;1;9;1;0;0;0;27;0;0;2;0;0;1;435600;430336;0;336;336;1;16;16;1;1;3,520;1,173
4,37;3,23;1,89;330;330;1;9;1;0;0;0;27;0;0;2;0;0;1;440896;435600;0;336;336;1;16;16;1;1;3,478;1,159
4,73;2,70;2,09;332;332;1;9;1;0;0;0;27;0;0;2;0;0;1;446224;440896;0;336;336;1;16;16;1;1;3,436;1,145
4,39;3,81;2,38;334;334;1;9;1;0;0;0;27;0;0;2;0;0;1;451584;446224;0;336;336;1;16;16;1;1;3,395;1,132
4,78;3,90;2,79;336;336;1;9;1;0;0;0;27;0;0;2;0;0;1;456976;451584;0;336;336;1;16;16;1;1;3,355;1,118
4,11;4,11;2,28;338;338;1;9;1;0;0;0;27;0;0;2;0;0;1;462400;456976;0;352;352;1;16;16;1;1;3,639;1,213
4,40;3,22;2,64;340;340;1;9;1;0;0;0;27;0;0;2;0;0;1;467856;462400;0;352;352;1;16;16;1;1;3,596;1,199
4,15;3,70;2,28;342;342;1;9;1;0;0;0;27;0;0;2;0;0;1;473344;467856;0;352;352;1;16;16;1;1;3,554;1,185
4,29;3,45;2,11;344;344;1;9;1;0;0;0;27;0;0;2;0;0;1;478864;473344;0;352;352;1;16;16;1;1;3,513;1,171
4,61;3,71;2,63;346;346;1;9;1;0;0;0;27;0;0;2;0;0;1;484416;478864;0;352;352;1;16;16;1;1;3,473;1,158
4,19;4,07;2,57;348;348;1;9;1;0;0;0;27;0;0;2;0;0;1;490000;484416;0;352;352;1;16;16;1;1;3,433;1,144
4,13;4,41;2,56;350;350;1;9;1;0;0;0;27;0;0;2;0;0;1;495616;490000;0;352;352;1;16;16;1;1;3,394;1,131
4,60;3,40;2,09;352;352;1;9;1;0;0;0;27;0;0;2;0;0;1;501264;495616;0;352;352;1;16;16;1;1;3,356;1,119
4,56;3,14;2,13;354;354;1;9;1;0;0;0;27;0;0;2;0;0;1;506944;501264;0;368;368;1;16;16;1;1;3,627;1,209
4,28;3,58;2,63;356;356;1;9;1;0;0;0;27;0;0;2;0;0;1;512656;506944;0;368;368;1;16;16;1;1;3,586;1,195
4,14;3,85;2,25;358;358;1;9;1;0;0;0;27;0;0;2;0;0;1;518400;512656;0;368;368;1;16;16;1;1;3,546;1,182
4,87;3,67;2,50;360;360;1;9;1;0;0;0;27;0;0;2;0;0;1;524176;518400;0;368;368;1;16;16;1;1;3,507;1,169
4,97;3,72;2,42;362;362;1;9;1;0;0;0;27;0;0;2;0;0;1;529984;524176;0;368;368;1;16;16;1;1;3,469;1,156
4,35;3,99;2,67;364;364;1;9;1;0;0;0;27;0;0;2;0;0;1;535824;529984;0;368;368;1;16;16;1;1;3,431;1,144
4,94;4,30;2,38;366;366;1;9;1;0;0;0;27;0;0;2;0;0;1;541696;535824;0;368;368;1;16;16;1;1;3,393;1,131
5,83;3,67;2,49;368;368;1;9;1;0;0;0;27;0;0;2;0;0;1;547600;541696;0;368;368;1;16;16;1;1;3,357;1,119
4,27;3,30;2,09;370;370;1;9;1;0;0;0;27;0;0;2;0;0;1;553536;547600;0;384;384;1;16;16;1;1;3,616;1,205
4,32;3,55;1,97;372;372;1;9;1;0;0;0;27;0;0;2;0;0;1;559504;553536;0;384;384;1;16;16;1;1;3,577;1,192
5,11;3,68;2,24;374;374;1;9;1;0;0;0;27;0;0;2;0;0;1;565504;559504;0;384;384;1;16;16;1;1;3,539;1,180
4,15;3,41;2,21;376;376;1;9;1;0;0;0;27;0;0;2;0;0;1;571536;565504;0;384;384;1;16;16;1;1;3,501;1,167
4,67;3,72;2,30;378;378;1;9;1;0;0;0;27;0;0;2;0;0;1;577600;571536;0;384;384;1;16;16;1;1;3,465;1,155
4,58;3,98;2,34;380;380;1;9;1;0;0;0;27;0;0;2;0;0;1;583696;577600;0;384;384;1;16;16;1;1;3,428;1,143
4,32;3,48;2,37;382;382;1;9;1;0;0;0;27;0;0;2;0;0;1;589824;583696;0;384;384;1;16;16;1;1;3,393;1,131
4,02;3,85;2,46;384;384;1;9;1;0;0;0;27;0;0;2;0;0;1;595984;589824;0;384;384;1;16;16;1;1;3,357;1,119
4,82;4,79;2,87;386;386;1;9;1;0;0;0;27;0;0;2;0;0;1;602176;595984;0;400;400;1;16;16;1;1;3,606;1,202
4,34;3,46;2,37;388;388;1;9;1;0;0;0;27;0;0;2;0;0;1;608400;602176;0;400;400;1;16;16;1;1;3,569;1,190
4,24;3,85;2,60;390;390;1;9;1;0;0;0;27;0;0;2;0;0;1;614656;608400;0;400;400;1;16;16;1;1;3,532;1,177
4,50;3,85;2,47;392;392;1;9;1;0;0;0;27;0;0;2;0;0;1;620944;614656;0;400;400;1;16;16;1;1;3,496;1,165
4,76;3,90;2,62;394;394;1;9;1;0;0;0;27;0;0;2;0;0;1;627264;620944;0;400;400;1;16;16;1;1;3,461;1,154
4,79;3,57;2,20;396;396;1;9;1;0;0;0;27;0;0;2;0;0;1;633616;627264;0;400;400;1;16;16;1;1;3,426;1,142
4,64;3,68;2,03;398;398;1;9;1;0;0;0;27;0;0;2;0;0;1;640000;633616;0;400;400;1;16;16;1;1;3,392;1,131
4,63;4,44;2,70;400;400;1;9;1;0;0;0;27;0;0;2;0;0;1;646416;640000;0;400;400;1;16;16;1;1;3,358;1,119
4,44;4,02;2,82;402;402;1;9;1;0;0;0;27;0;0;2;0;0;1;652864;646416;0;416;416;1;16;16;1;1;3,596;1,199
4,81;4,02;2,01;404;404;1;9;1;0;0;0;27;0;0;2;0;0;1;659344;652864;0;416;416;1;16;16;1;1;3,561;1,187
4,42;3,47;2,71;406;406;1;9;1;0;0;0;27;0;0;2;0;0;1;665856;659344;0;416;416;1;16;16;1;1;3,526;1,175
4,72;3,78;2,49;408;408;1;9;1;0;0;0;27;0;0;2;0;0;1;672400;665856;0;416;416;1;16;16;1;1;3,491;1,164
4,24;4,21;2,38;410;410;1;9;1;0;0;0;27;0;0;2;0;0;1;678976;672400;0;416;416;1;16;16;1;1;3,458;1,153
4,75;4,42;2,04;412;412;1;9;1;0;0;0;27;0;0;2;0;0;1;685584;678976;0;416;416;1;16;16;1;1;3,424;1,141
4,90;3,92;2,23;414;414;1;9;1;0;0;0;27;0;0;2;0;0;1;692224;685584;0;416;416;1;16;16;1;1;3,391;1,130
5,22;3,67;2,48;416;416;1;9;1;0;0;0;27;0;0;2;0;0;1;698896;692224;0;416;416;1;16;16;1;1;3,359;1,120
5,22;4,40;2,20;418;418;1;9;1;0;0;0;27;0;0;2;0;0;1;705600;698896;0;432;432;1;16;16;1;1;3,588;1,196
4,85;3,55;2,16;420;420;1;9;1;0;0;0;27;0;0;2;0;0;1;712336;705600;0;432;432;1;16;16;1;1;3,554;1,185
4,32;3,38;2,36;422;422;1;9;1;0;0;0;27;0;0;2;0;0;1;719104;712336;0;432;432;1;16;16;1;1;3,520;1,173
4,63;3,94;2,46;424;424;1;9;1;0;0;0;27;0;0;2;0;0;1;725904;719104;0;432;432;1;16;16;1;1;3,487;1,162
4,55;3,85;2,21;426;426;1;9;1;0;0;0;27;0;0;2;0;0;1;732736;725904;0;432;432;1;16;16;1;1;3,454;1,151
4,70;3,56;2,55;428;428;1;9;1;0;0;0;27;0;0;2;0;0;1;739600;732736;0;432;432;1;16;16;1;1;3,422;1,141
4,78;4,34;3,03;430;430;1;9;1;0;0;0;27;0;0;2;0;0;1;746496;739600;0;432;432;1;16;16;1;1;3,391;1,130
4,94;4,30;2,28;432;432;1;9;1;0;0;0;27;0;0;2;0;0;1;753424;746496;0;432;432;1;16;16;1;1;3,359;1,120
5,01;4,10;2,41;434;434;1;9;1;0;0;0;27;0;0;2;0;0;1;760384;753424;0;448;448;1;16;16;1;1;3,580;1,193
4,74;3,51;2,16;436;436;1;9;1;0;0;0;27;0;0;2;0;0;1;767376;760384;0;448;448;1;16;16;1;1;3,547;1,182
4,89;4,10;2,29;438;438;1;9;1;0;0;0;27;0;0;2;0;0;1;774400;767376;0;448;448;1;16;16;1;1;3,515;1,172
4,54;4,05;2,32;440;440;1;9;1;0;0;0;27;0;0;2;0;0;1;781456;774400;0;448;448;1;16;16;1;1;3,483;1,161
