Tahiti Completion Time (ms);Devastator Completion Time (ms);AMD A10-5800K APU with Radeon(tm) HD Graphics   Completion Time (ms);Matrix Width (elements);Matrix Height (elements);Branch count (per thread);Read accesses to global memory (per thread);Write accesses to global memory (per thread);Read accesses to local memory (per thread);Write accesses to local memory (per thread);Read accesses to constant memory (per thread);Arithmetic operations (per thread);Logic operations (per thread);Bitwise operations (per thread);Comparison operations (per thread);Pown operations (per thread);Sqrt operations (per thread);Hypot operations (per thread);Data size transf from host to device (bytes);Data size transf from device to host (bytes);Data size allocated locally (bytes);Global work size dim 1 (number of threads);Global work size dim 2 (number of threads);Global work size dim 3 (number of threads);Local work size dim 1 (number of threads);Local work size dim 2 (number of threads);Local work size dim 3 (number of threads);Kernel calls;Computation density;Memory access density
9,97;8,15;13,18;1708;1708;1;9;1;0;0;0;27;0;0;2;0;0;1;11696400;11669056;0;1712;1712;1;16;16;1;1;3,387;1,129
10,12;8,49;13,32;1710;1710;1;9;1;0;0;0;27;0;0;2;0;0;1;11723776;11696400;0;1712;1712;1;16;16;1;1;3,379;1,126
10,32;8,29;12,53;1712;1712;1;9;1;0;0;0;27;0;0;2;0;0;1;11751184;11723776;0;1712;1712;1;16;16;1;1;3,371;1,124
10,86;8,96;13,28;1714;1714;1;9;1;0;0;0;27;0;0;2;0;0;1;11778624;11751184;0;1728;1728;1;16;16;1;1;3,426;1,142
10,19;7,80;12,82;1716;1716;1;9;1;0;0;0;27;0;0;2;0;0;1;11806096;11778624;0;1728;1728;1;16;16;1;1;3,418;1,139
11,07;8,21;14,50;1718;1718;1;9;1;0;0;0;27;0;0;2;0;0;1;11833600;11806096;0;1728;1728;1;16;16;1;1;3,410;1,137
10,41;8,55;13,80;1720;1720;1;9;1;0;0;0;27;0;0;2;0;0;1;11861136;11833600;0;1728;1728;1;16;16;1;1;3,403;1,134
10,37;8,39;13,25;1722;1722;1;9;1;0;0;0;27;0;0;2;0;0;1;11888704;11861136;0;1728;1728;1;16;16;1;1;3,395;1,132
9,80;8,65;13,55;1724;1724;1;9;1;0;0;0;27;0;0;2;0;0;1;11916304;11888704;0;1728;1728;1;16;16;1;1;3,387;1,129
10,79;8,59;13,00;1726;1726;1;9;1;0;0;0;27;0;0;2;0;0;1;11943936;11916304;0;1728;1728;1;16;16;1;1;3,379;1,126
10,41;8,14;12,59;1728;1728;1;9;1;0;0;0;27;0;0;2;0;0;1;11971600;11943936;0;1728;1728;1;16;16;1;1;3,371;1,124
10,06;8,50;13,65;1730;1730;1;9;1;0;0;0;27;0;0;2;0;0;1;11999296;11971600;0;1744;1744;1;16;16;1;1;3,426;1,142
10,26;8,57;13,29;1732;1732;1;9;1;0;0;0;27;0;0;2;0;0;1;12027024;11999296;0;1744;1744;1;16;16;1;1;3,418;1,139
10,22;8,26;13,89;1734;1734;1;9;1;0;0;0;27;0;0;2;0;0;1;12054784;12027024;0;1744;1744;1;16;16;1;1;3,410;1,137
10,48;8,57;13,32;1736;1736;1;9;1;0;0;0;27;0;0;2;0;0;1;12082576;12054784;0;1744;1744;1;16;16;1;1;3,402;1,134
10,59;8,32;14,22;1738;1738;1;9;1;0;0;0;27;0;0;2;0;0;1;12110400;12082576;0;1744;1744;1;16;16;1;1;3,394;1,131
10,39;8,38;13,32;1740;1740;1;9;1;0;0;0;27;0;0;2;0;0;1;12138256;12110400;0;1744;1744;1;16;16;1;1;3,387;1,129
10,12;8,12;12,97;1742;1742;1;9;1;0;0;0;27;0;0;2;0;0;1;12166144;12138256;0;1744;1744;1;16;16;1;1;3,379;1,126
10,15;8,22;13,93;1744;1744;1;9;1;0;0;0;27;0;0;2;0;0;1;12194064;12166144;0;1744;1744;1;16;16;1;1;3,371;1,124
10,00;8,90;13,85;1746;1746;1;9;1;0;0;0;27;0;0;2;0;0;1;12222016;12194064;0;1760;1760;1;16;16;1;1;3,425;1,142
10,11;9,07;13,53;1748;1748;1;9;1;0;0;0;27;0;0;2;0;0;1;12250000;12222016;0;1760;1760;1;16;16;1;1;3,418;1,139
10,10;8,57;14,01;1750;1750;1;9;1;0;0;0;27;0;0;2;0;0;1;12278016;12250000;0;1760;1760;1;16;16;1;1;3,410;1,137
10,48;8,32;13,65;1752;1752;1;9;1;0;0;0;27;0;0;2;0;0;1;12306064;12278016;0;1760;1760;1;16;16;1;1;3,402;1,134
10,06;8,22;13,42;1754;1754;1;9;1;0;0;0;27;0;0;2;0;0;1;12334144;12306064;0;1760;1760;1;16;16;1;1;3,394;1,131
10,12;8,43;13,67;1756;1756;1;9;1;0;0;0;27;0;0;2;0;0;1;12362256;12334144;0;1760;1760;1;16;16;1;1;3,387;1,129
10,38;8,98;14,00;1758;1758;1;9;1;0;0;0;27;0;0;2;0;0;1;12390400;12362256;0;1760;1760;1;16;16;1;1;3,379;1,126
9,99;8,87;13,66;1760;1760;1;9;1;0;0;0;27;0;0;2;0;0;1;12418576;12390400;0;1760;1760;1;16;16;1;1;3,371;1,124
10,37;8,73;13,76;1762;1762;1;9;1;0;0;0;27;0;0;2;0;0;1;12446784;12418576;0;1776;1776;1;16;16;1;1;3,425;1,142
10,43;8,55;14,04;1764;1764;1;9;1;0;0;0;27;0;0;2;0;0;1;12475024;12446784;0;1776;1776;1;16;16;1;1;3,417;1,139
10,42;8,79;15,21;1766;1766;1;9;1;0;0;0;27;0;0;2;0;0;1;12503296;12475024;0;1776;1776;1;16;16;1;1;3,409;1,136
10,30;9,11;14,34;1768;1768;1;9;1;0;0;0;27;0;0;2;0;0;1;12531600;12503296;0;1776;1776;1;16;16;1;1;3,402;1,134
10,24;9,16;15,04;1770;1770;1;9;1;0;0;0;27;0;0;2;0;0;1;12559936;12531600;0;1776;1776;1;16;16;1;1;3,394;1,131
10,74;8,73;14,91;1772;1772;1;9;1;0;0;0;27;0;0;2;0;0;1;12588304;12559936;0;1776;1776;1;16;16;1;1;3,386;1,129
10,40;8,63;13,98;1774;1774;1;9;1;0;0;0;27;0;0;2;0;0;1;12616704;12588304;0;1776;1776;1;16;16;1;1;3,379;1,126
10,82;8,74;14,04;1776;1776;1;9;1;0;0;0;27;0;0;2;0;0;1;12645136;12616704;0;1776;1776;1;16;16;1;1;3,371;1,124
10,56;9,08;15,30;1778;1778;1;9;1;0;0;0;27;0;0;2;0;0;1;12673600;12645136;0;1792;1792;1;16;16;1;1;3,425;1,142
10,46;9,20;14,75;1780;1780;1;9;1;0;0;0;27;0;0;2;0;0;1;12702096;12673600;0;1792;1792;1;16;16;1;1;3,417;1,139
10,39;8,83;14,69;1782;1782;1;9;1;0;0;0;27;0;0;2;0;0;1;12730624;12702096;0;1792;1792;1;16;16;1;1;3,409;1,136
10,57;8,63;14,07;1784;1784;1;9;1;0;0;0;27;0;0;2;0;0;1;12759184;12730624;0;1792;1792;1;16;16;1;1;3,402;1,134
10,60;8,65;13,89;1786;1786;1;9;1;0;0;0;27;0;0;2;0;0;1;12787776;12759184;0;1792;1792;1;16;16;1;1;3,394;1,131
11,12;9,28;14,48;1788;1788;1;9;1;0;0;0;27;0;0;2;0;0;1;12816400;12787776;0;1792;1792;1;16;16;1;1;3,386;1,129
10,94;8,78;14,66;1790;1790;1;9;1;0;0;0;27;0;0;2;0;0;1;12845056;12816400;0;1792;1792;1;16;16;1;1;3,379;1,126
10,07;8,65;15,63;1792;1792;1;9;1;0;0;0;27;0;0;2;0;0;1;12873744;12845056;0;1792;1792;1;16;16;1;1;3,371;1,124
10,49;9,24;13,90;1794;1794;1;9;1;0;0;0;27;0;0;2;0;0;1;12902464;12873744;0;1808;1808;1;16;16;1;1;3,424;1,141
10,73;8,75;14,31;1796;1796;1;9;1;0;0;0;27;0;0;2;0;0;1;12931216;12902464;0;1808;1808;1;16;16;1;1;3,416;1,139
11,07;8,98;15,03;1798;1798;1;9;1;0;0;0;27;0;0;2;0;0;1;12960000;12931216;0;1808;1808;1;16;16;1;1;3,409;1,136
10,82;8,80;14,82;1800;1800;1;9;1;0;0;0;27;0;0;2;0;0;1;12988816;12960000;0;1808;1808;1;16;16;1;1;3,401;1,134
10,91;8,98;15,54;1802;1802;1;9;1;0;0;0;27;0;0;2;0;0;1;13017664;12988816;0;1808;1808;1;16;16;1;1;3,394;1,131
10,65;9,28;14,84;1804;1804;1;9;1;0;0;0;27;0;0;2;0;0;1;13046544;13017664;0;1808;1808;1;16;16;1;1;3,386;1,129
10,36;8,53;15,18;1806;1806;1;9;1;0;0;0;27;0;0;2;0;0;1;13075456;13046544;0;1808;1808;1;16;16;1;1;3,379;1,126
10,39;8,85;14,30;1808;1808;1;9;1;0;0;0;27;0;0;2;0;0;1;13104400;13075456;0;1808;1808;1;16;16;1;1;3,371;1,124
10,85;9,14;15,04;1810;1810;1;9;1;0;0;0;27;0;0;2;0;0;1;13133376;13104400;0;1824;1824;1;16;16;1;1;3,424;1,141
11,16;9,64;15,06;1812;1812;1;9;1;0;0;0;27;0;0;2;0;0;1;13162384;13133376;0;1824;1824;1;16;16;1;1;3,416;1,139
10,65;9,62;14,34;1814;1814;1;9;1;0;0;0;27;0;0;2;0;0;1;13191424;13162384;0;1824;1824;1;16;16;1;1;3,409;1,136
10,61;9,03;13,94;1816;1816;1;9;1;0;0;0;27;0;0;2;0;0;1;13220496;13191424;0;1824;1824;1;16;16;1;1;3,401;1,134
11,39;8,74;14,70;1818;1818;1;9;1;0;0;0;27;0;0;2;0;0;1;13249600;13220496;0;1824;1824;1;16;16;1;1;3,394;1,131
11,14;9,20;13,83;1820;1820;1;9;1;0;0;0;27;0;0;2;0;0;1;13278736;13249600;0;1824;1824;1;16;16;1;1;3,386;1,129
10,68;8,89;14,71;1822;1822;1;9;1;0;0;0;27;0;0;2;0;0;1;13307904;13278736;0;1824;1824;1;16;16;1;1;3,379;1,126
11,19;9,60;15,21;1824;1824;1;9;1;0;0;0;27;0;0;2;0;0;1;13337104;13307904;0;1824;1824;1;16;16;1;1;3,371;1,124
10,65;9,35;14,86;1826;1826;1;9;1;0;0;0;27;0;0;2;0;0;1;13366336;13337104;0;1840;1840;1;16;16;1;1;3,423;1,141
11,28;9,09;14,54;1828;1828;1;9;1;0;0;0;27;0;0;2;0;0;1;13395600;13366336;0;1840;1840;1;16;16;1;1;3,416;1,139
10,87;9,00;15,67;1830;1830;1;9;1;0;0;0;27;0;0;2;0;0;1;13424896;13395600;0;1840;1840;1;16;16;1;1;3,408;1,136
10,94;8,81;14,25;1832;1832;1;9;1;0;0;0;27;0;0;2;0;0;1;13454224;13424896;0;1840;1840;1;16;16;1;1;3,401;1,134
11,06;9,01;14,80;1834;1834;1;9;1;0;0;0;27;0;0;2;0;0;1;13483584;13454224;0;1840;1840;1;16;16;1;1;3,393;1,131
11,08;9,26;16,03;1836;1836;1;9;1;0;0;0;27;0;0;2;0;0;1;13512976;13483584;0;1840;1840;1;16;16;1;1;3,386;1,129
11,11;9,22;14,89;1838;1838;1;9;1;0;0;0;27;0;0;2;0;0;1;13542400;13512976;0;1840;1840;1;16;16;1;1;3,379;1,126
10,57;9,19;14,41;1840;1840;1;9;1;0;0;0;27;0;0;2;0;0;1;13571856;13542400;0;1840;1840;1;16;16;1;1;3,371;1,124
11,08;9,49;15,01;1842;1842;1;9;1;0;0;0;27;0;0;2;0;0;1;13601344;13571856;0;1856;1856;1;16;16;1;1;3,423;1,141
11,06;9,57;14,74;1844;1844;1;9;1;0;0;0;27;0;0;2;0;0;1;13630864;13601344;0;1856;1856;1;16;16;1;1;3,415;1,138
11,35;8,81;14,67;1846;1846;1;9;1;0;0;0;27;0;0;2;0;0;1;13660416;13630864;0;1856;1856;1;16;16;1;1;3,408;1,136
11,42;8,98;14,69;1848;1848;1;9;1;0;0;0;27;0;0;2;0;0;1;13690000;13660416;0;1856;1856;1;16;16;1;1;3,401;1,134
11,46;9,83;15,20;1850;1850;1;9;1;0;0;0;27;0;0;2;0;0;1;13719616;13690000;0;1856;1856;1;16;16;1;1;3,393;1,131
10,58;9,72;14,08;1852;1852;1;9;1;0;0;0;27;0;0;2;0;0;1;13749264;13719616;0;1856;1856;1;16;16;1;1;3,386;1,129
11,03;9,35;15,41;1854;1854;1;9;1;0;0;0;27;0;0;2;0;0;1;13778944;13749264;0;1856;1856;1;16;16;1;1;3,379;1,126
11,11;9,14;15,38;1856;1856;1;9;1;0;0;0;27;0;0;2;0;0;1;13808656;13778944;0;1856;1856;1;16;16;1;1;3,371;1,124
11,58;9,37;15,49;1858;1858;1;9;1;0;0;0;27;0;0;2;0;0;1;13838400;13808656;0;1872;1872;1;16;16;1;1;3,422;1,141
10,92;9,80;14,87;1860;1860;1;9;1;0;0;0;27;0;0;2;0;0;1;13868176;13838400;0;1872;1872;1;16;16;1;1;3,415;1,138
11,07;9,51;15,16;1862;1862;1;9;1;0;0;0;27;0;0;2;0;0;1;13897984;13868176;0;1872;1872;1;16;16;1;1;3,408;1,136
11,08;8,99;14,78;1864;1864;1;9;1;0;0;0;27;0;0;2;0;0;1;13927824;13897984;0;1872;1872;1;16;16;1;1;3,400;1,133
11,34;9,39;15,55;1866;1866;1;9;1;0;0;0;27;0;0;2;0;0;1;13957696;13927824;0;1872;1872;1;16;16;1;1;3,393;1,131
11,23;9,48;16,51;1868;1868;1;9;1;0;0;0;27;0;0;2;0;0;1;13987600;13957696;0;1872;1872;1;16;16;1;1;3,386;1,129
10,93;9,37;15,92;1870;1870;1;9;1;0;0;0;27;0;0;2;0;0;1;14017536;13987600;0;1872;1872;1;16;16;1;1;3,379;1,126
11,17;8,93;14,81;1872;1872;1;9;1;0;0;0;27;0;0;2;0;0;1;14047504;14017536;0;1872;1872;1;16;16;1;1;3,371;1,124
11,35;9,65;15,87;1874;1874;1;9;1;0;0;0;27;0;0;2;0;0;1;14077504;14047504;0;1888;1888;1;16;16;1;1;3,422;1,141
11,43;9,43;16,65;1876;1876;1;9;1;0;0;0;27;0;0;2;0;0;1;14107536;14077504;0;1888;1888;1;16;16;1;1;3,415;1,138
11,04;9,49;16,00;1878;1878;1;9;1;0;0;0;27;0;0;2;0;0;1;14137600;14107536;0;1888;1888;1;16;16;1;1;3,407;1,136
10,98;10,24;15,66;1880;1880;1;9;1;0;0;0;27;0;0;2;0;0;1;14167696;14137600;0;1888;1888;1;16;16;1;1;3,400;1,133
11,13;9,89;14,95;1882;1882;1;9;1;0;0;0;27;0;0;2;0;0;1;14197824;14167696;0;1888;1888;1;16;16;1;1;3,393;1,131
11,09;9,50;15,60;1884;1884;1;9;1;0;0;0;27;0;0;2;0;0;1;14227984;14197824;0;1888;1888;1;16;16;1;1;3,386;1,129
11,13;9,56;16,43;1886;1886;1;9;1;0;0;0;27;0;0;2;0;0;1;14258176;14227984;0;1888;1888;1;16;16;1;1;3,379;1,126
11,15;9,97;15,17;1888;1888;1;9;1;0;0;0;27;0;0;2;0;0;1;14288400;14258176;0;1888;1888;1;16;16;1;1;3,371;1,124
12,11;9,54;15,49;1890;1890;1;9;1;0;0;0;27;0;0;2;0;0;1;14318656;14288400;0;1904;1904;1;16;16;1;1;3,422;1,141
11,29;9,62;15,47;1892;1892;1;9;1;0;0;0;27;0;0;2;0;0;1;14348944;14318656;0;1904;1904;1;16;16;1;1;3,414;1,138
11,66;9,83;17,25;1894;1894;1;9;1;0;0;0;27;0;0;2;0;0;1;14379264;14348944;0;1904;1904;1;16;16;1;1;3,407;1,136
11,13;9,40;16,60;1896;1896;1;9;1;0;0;0;27;0;0;2;0;0;1;14409616;14379264;0;1904;1904;1;16;16;1;1;3,400;1,133
11,21;9,97;16,61;1898;1898;1;9;1;0;0;0;27;0;0;2;0;0;1;14440000;14409616;0;1904;1904;1;16;16;1;1;3,393;1,131
11,84;9,43;16,02;1900;1900;1;9;1;0;0;0;27;0;0;2;0;0;1;14470416;14440000;0;1904;1904;1;16;16;1;1;3,386;1,129
11,74;9,70;14,87;1902;1902;1;9;1;0;0;0;27;0;0;2;0;0;1;14500864;14470416;0;1904;1904;1;16;16;1;1;3,379;1,126
12,06;9,89;15,29;1904;1904;1;9;1;0;0;0;27;0;0;2;0;0;1;14531344;14500864;0;1904;1904;1;16;16;1;1;3,371;1,124
11,23;10,13;15,54;1906;1906;1;9;1;0;0;0;27;0;0;2;0;0;1;14561856;14531344;0;1920;1920;1;16;16;1;1;3,421;1,140
11,73;9,18;15,82;1908;1908;1;9;1;0;0;0;27;0;0;2;0;0;1;14592400;14561856;0;1920;1920;1;16;16;1;1;3,414;1,138
11,09;9,25;15,18;1910;1910;1;9;1;0;0;0;27;0;0;2;0;0;1;14622976;14592400;0;1920;1920;1;16;16;1;1;3,407;1,136
11,26;10,12;15,17;1912;1912;1;9;1;0;0;0;27;0;0;2;0;0;1;14653584;14622976;0;1920;1920;1;16;16;1;1;3,400;1,133
11,20;10,06;16,76;1914;1914;1;9;1;0;0;0;27;0;0;2;0;0;1;14684224;14653584;0;1920;1920;1;16;16;1;1;3,393;1,131
11,04;9,92;14,97;1916;1916;1;9;1;0;0;0;27;0;0;2;0;0;1;14714896;14684224;0;1920;1920;1;16;16;1;1;3,386;1,129
11,58;9,65;15,79;1918;1918;1;9;1;0;0;0;27;0;0;2;0;0;1;14745600;14714896;0;1920;1920;1;16;16;1;1;3,379;1,126
11,30;9,69;15,86;1920;1920;1;9;1;0;0;0;27;0;0;2;0;0;1;14776336;14745600;0;1920;1920;1;16;16;1;1;3,371;1,124
11,76;9,17;15,27;1922;1922;1;9;1;0;0;0;27;0;0;2;0;0;1;14807104;14776336;0;1936;1936;1;16;16;1;1;3,421;1,140
11,65;9,88;16,04;1924;1924;1;9;1;0;0;0;27;0;0;2;0;0;1;14837904;14807104;0;1936;1936;1;16;16;1;1;3,414;1,138
11,21;10,11;16,42;1926;1926;1;9;1;0;0;0;27;0;0;2;0;0;1;14868736;14837904;0;1936;1936;1;16;16;1;1;3,407;1,136
11,64;10,20;14,99;1928;1928;1;9;1;0;0;0;27;0;0;2;0;0;1;14899600;14868736;0;1936;1936;1;16;16;1;1;3,400;1,133
12,11;9,85;16,00;1930;1930;1;9;1;0;0;0;27;0;0;2;0;0;1;14930496;14899600;0;1936;1936;1;16;16;1;1;3,392;1,131
11,61;9,89;15,66;1932;1932;1;9;1;0;0;0;27;0;0;2;0;0;1;14961424;14930496;0;1936;1936;1;16;16;1;1;3,385;1,128
11,61;10,17;16,85;1934;1934;1;9;1;0;0;0;27;0;0;2;0;0;1;14992384;14961424;0;1936;1936;1;16;16;1;1;3,378;1,126
11,90;10,02;15,84;1936;1936;1;9;1;0;0;0;27;0;0;2;0;0;1;15023376;14992384;0;1936;1936;1;16;16;1;1;3,372;1,124
12,13;9,77;15,93;1938;1938;1;9;1;0;0;0;27;0;0;2;0;0;1;15054400;15023376;0;1952;1952;1;16;16;1;1;3,420;1,140
11,69;9,81;15,85;1940;1940;1;9;1;0;0;0;27;0;0;2;0;0;1;15085456;15054400;0;1952;1952;1;16;16;1;1;3,413;1,138
12,15;10,10;16,26;1942;1942;1;9;1;0;0;0;27;0;0;2;0;0;1;15116544;15085456;0;1952;1952;1;16;16;1;1;3,406;1,135
11,75;10,23;16,09;1944;1944;1;9;1;0;0;0;27;0;0;2;0;0;1;15147664;15116544;0;1952;1952;1;16;16;1;1;3,399;1,133
11,74;10,27;15,80;1946;1946;1;9;1;0;0;0;27;0;0;2;0;0;1;15178816;15147664;0;1952;1952;1;16;16;1;1;3,392;1,131
11,72;9,85;15,55;1948;1948;1;9;1;0;0;0;27;0;0;2;0;0;1;15210000;15178816;0;1952;1952;1;16;16;1;1;3,385;1,128
11,71;10,07;16,98;1950;1950;1;9;1;0;0;0;27;0;0;2;0;0;1;15241216;15210000;0;1952;1952;1;16;16;1;1;3,378;1,126
12,05;10,21;15,67;1952;1952;1;9;1;0;0;0;27;0;0;2;0;0;1;15272464;15241216;0;1952;1952;1;16;16;1;1;3,372;1,124
11,68;9,81;16,16;1954;1954;1;9;1;0;0;0;27;0;0;2;0;0;1;15303744;15272464;0;1968;1968;1;16;16;1;1;3,420;1,140
12,42;10,74;17,20;1956;1956;1;9;1;0;0;0;27;0;0;2;0;0;1;15335056;15303744;0;1968;1968;1;16;16;1;1;3,413;1,138
12,26;10,53;16,07;1958;1958;1;9;1;0;0;0;27;0;0;2;0;0;1;15366400;15335056;0;1968;1968;1;16;16;1;1;3,406;1,135
12,04;9,85;16,10;1960;1960;1;9;1;0;0;0;27;0;0;2;0;0;1;15397776;15366400;0;1968;1968;1;16;16;1;1;3,399;1,133
12,32;9,75;16,17;1962;1962;1;9;1;0;0;0;27;0;0;2;0;0;1;15429184;15397776;0;1968;1968;1;16;16;1;1;3,392;1,131
12,06;9,85;16,32;1964;1964;1;9;1;0;0;0;27;0;0;2;0;0;1;15460624;15429184;0;1968;1968;1;16;16;1;1;3,385;1,128
11,80;10,38;15,97;1966;1966;1;9;1;0;0;0;27;0;0;2;0;0;1;15492096;15460624;0;1968;1968;1;16;16;1;1;3,378;1,126
11,93;9,95;15,47;1968;1968;1;9;1;0;0;0;27;0;0;2;0;0;1;15523600;15492096;0;1968;1968;1;16;16;1;1;3,372;1,124
11,99;10,32;15,49;1970;1970;1;9;1;0;0;0;27;0;0;2;0;0;1;15555136;15523600;0;1984;1984;1;16;16;1;1;3,420;1,140
12,45;10,14;15,89;1972;1972;1;9;1;0;0;0;27;0;0;2;0;0;1;15586704;15555136;0;1984;1984;1;16;16;1;1;3,413;1,138
11,86;9,88;16,55;1974;1974;1;9;1;0;0;0;27;0;0;2;0;0;1;15618304;15586704;0;1984;1984;1;16;16;1;1;3,406;1,135
11,97;10,34;15,92;1976;1976;1;9;1;0;0;0;27;0;0;2;0;0;1;15649936;15618304;0;1984;1984;1;16;16;1;1;3,399;1,133
12,50;9,94;17,27;1978;1978;1;9;1;0;0;0;27;0;0;2;0;0;1;15681600;15649936;0;1984;1984;1;16;16;1;1;3,392;1,131
12,05;9,99;15,71;1980;1980;1;9;1;0;0;0;27;0;0;2;0;0;1;15713296;15681600;0;1984;1984;1;16;16;1;1;3,385;1,128
12,18;10,11;16,36;1982;1982;1;9;1;0;0;0;27;0;0;2;0;0;1;15745024;15713296;0;1984;1984;1;16;16;1;1;3,378;1,126
12,51;10,47;16,34;1984;1984;1;9;1;0;0;0;27;0;0;2;0;0;1;15776784;15745024;0;1984;1984;1;16;16;1;1;3,372;1,124
12,28;10,14;16,90;1986;1986;1;9;1;0;0;0;27;0;0;2;0;0;1;15808576;15776784;0;2000;2000;1;16;16;1;1;3,419;1,140
11,85;10,60;16,31;1988;1988;1;9;1;0;0;0;27;0;0;2;0;0;1;15840400;15808576;0;2000;2000;1;16;16;1;1;3,412;1,137
11,67;10,79;16,70;1990;1990;1;9;1;0;0;0;27;0;0;2;0;0;1;15872256;15840400;0;2000;2000;1;16;16;1;1;3,406;1,135
12,52;10,08;16,45;1992;1992;1;9;1;0;0;0;27;0;0;2;0;0;1;15904144;15872256;0;2000;2000;1;16;16;1;1;3,399;1,133
11,89;10,68;16,78;1994;1994;1;9;1;0;0;0;27;0;0;2;0;0;1;15936064;15904144;0;2000;2000;1;16;16;1;1;3,392;1,131
12,31;10,49;16,64;1996;1996;1;9;1;0;0;0;27;0;0;2;0;0;1;15968016;15936064;0;2000;2000;1;16;16;1;1;3,385;1,128
12,29;11,09;16,70;1998;1998;1;9;1;0;0;0;27;0;0;2;0;0;1;16000000;15968016;0;2000;2000;1;16;16;1;1;3,378;1,126
12,39;10,55;16,76;2000;2000;1;9;1;0;0;0;27;0;0;2;0;0;1;16032016;16000000;0;2000;2000;1;16;16;1;1;3,372;1,124
11,58;10,49;17,10;2002;2002;1;9;1;0;0;0;27;0;0;2;0;0;1;16064064;16032016;0;2016;2016;1;16;16;1;1;3,419;1,140
12,14;10,52;17,32;2004;2004;1;9;1;0;0;0;27;0;0;2;0;0;1;16096144;16064064;0;2016;2016;1;16;16;1;1;3,412;1,137
12,44;10,60;16,22;2006;2006;1;9;1;0;0;0;27;0;0;2;0;0;1;16128256;16096144;0;2016;2016;1;16;16;1;1;3,405;1,135
12,56;10,18;18,07;2008;2008;1;9;1;0;0;0;27;0;0;2;0;0;1;16160400;16128256;0;2016;2016;1;16;16;1;1;3,399;1,133
11,91;10,24;16,62;2010;2010;1;9;1;0;0;0;27;0;0;2;0;0;1;16192576;16160400;0;2016;2016;1;16;16;1;1;3,392;1,131
12,25;10,85;17,72;2012;2012;1;9;1;0;0;0;27;0;0;2;0;0;1;16224784;16192576;0;2016;2016;1;16;16;1;1;3,385;1,128
12,01;10,51;17,02;2014;2014;1;9;1;0;0;0;27;0;0;2;0;0;1;16257024;16224784;0;2016;2016;1;16;16;1;1;3,378;1,126
11,56;10,54;17,00;2016;2016;1;9;1;0;0;0;27;0;0;2;0;0;1;16289296;16257024;0;2016;2016;1;16;16;1;1;3,372;1,124
12,38;10,28;17,30;2018;2018;1;9;1;0;0;0;27;0;0;2;0;0;1;16321600;16289296;0;2032;2032;1;16;16;1;1;3,419;1,140
12,10;10,25;17,94;2020;2020;1;9;1;0;0;0;27;0;0;2;0;0;1;16353936;16321600;0;2032;2032;1;16;16;1;1;3,412;1,137
12,13;10,31;18,49;2022;2022;1;9;1;0;0;0;27;0;0;2;0;0;1;16386304;16353936;0;2032;2032;1;16;16;1;1;3,405;1,135
12,47;10,69;17,81;2024;2024;1;9;1;0;0;0;27;0;0;2;0;0;1;16418704;16386304;0;2032;2032;1;16;16;1;1;3,398;1,133
12,26;10,16;17,49;2026;2026;1;9;1;0;0;0;27;0;0;2;0;0;1;16451136;16418704;0;2032;2032;1;16;16;1;1;3,392;1,131
12,06;10,70;17,90;2028;2028;1;9;1;0;0;0;27;0;0;2;0;0;1;16483600;16451136;0;2032;2032;1;16;16;1;1;3,385;1,128
12,79;10,25;16,97;2030;2030;1;9;1;0;0;0;27;0;0;2;0;0;1;16516096;16483600;0;2032;2032;1;16;16;1;1;3,378;1,126
12,20;10,95;18,91;2032;2032;1;9;1;0;0;0;27;0;0;2;0;0;1;16548624;16516096;0;2032;2032;1;16;16;1;1;3,372;1,124
12,23;10,38;19,61;2034;2034;1;9;1;0;0;0;27;0;0;2;0;0;1;16581184;16548624;0;2048;2048;1;16;16;1;1;3,418;1,139
13,07;10,76;17,23;2036;2036;1;9;1;0;0;0;27;0;0;2;0;0;1;16613776;16581184;0;2048;2048;1;16;16;1;1;3,412;1,137
13,17;10,60;17,98;2038;2038;1;9;1;0;0;0;27;0;0;2;0;0;1;16646400;16613776;0;2048;2048;1;16;16;1;1;3,405;1,135
12,85;10,55;17,56;2040;2040;1;9;1;0;0;0;27;0;0;2;0;0;1;16679056;16646400;0;2048;2048;1;16;16;1;1;3,398;1,133
12,08;10,87;18,54;2042;2042;1;9;1;0;0;0;27;0;0;2;0;0;1;16711744;16679056;0;2048;2048;1;16;16;1;1;3,392;1,131
12,83;10,44;17,52;2044;2044;1;9;1;0;0;0;27;0;0;2;0;0;1;16744464;16711744;0;2048;2048;1;16;16;1;1;3,385;1,128
12,67;10,51;18,48;2046;2046;1;9;1;0;0;0;27;0;0;2;0;0;1;16777216;16744464;0;2048;2048;1;16;16;1;1;3,378;1,126
12,39;10,57;75,11;2048;2048;1;9;1;0;0;0;27;0;0;2;0;0;1;16810000;16777216;0;2048;2048;1;16;16;1;1;3,372;1,124
