Tahiti Completion Time (ms);Devastator Completion Time (ms);AMD A10-5800K APU with Radeon(tm) HD Graphics   Completion Time (ms);Vector Size (elements);Branch count (per thread);Read accesses to global memory (per thread);Write accesses to global memory (per thread);Read accesses to local memory (per thread);Write accesses to local memory (per thread);Read accesses to constant memory (per thread);Arithmetic operations (per thread);Logic operations (per thread);Bitwise operations (per thread);Comparison operations (per thread);Pown operations (per thread);Sqrt operations (per thread);Hypot operations (per thread);Data size transf from host to device (bytes);Data size transf from device to host (bytes);Data size allocated locally (bytes);Global work size dim 1 (number of threads);Global work size dim 2 (number of threads);Global work size dim 3 (number of threads);Local work size dim 1 (number of threads);Local work size dim 2 (number of threads);Local work size dim 3 (number of threads);Kernel calls;Computation density;Memory access density
31,11;29,76;29,30;7583744;0;2;1;0;0;0;1;0;0;0;0;0;0;60669952;30334976;0;7583744;1;1;128;1;1;;0,083;0,167
29,63;29,15;28,49;7585792;0;2;1;0;0;0;1;0;0;0;0;0;0;60686336;30343168;0;7585792;1;1;128;1;1;;0,083;0,167
29,75;29,15;30,34;7587840;0;2;1;0;0;0;1;0;0;0;0;0;0;60702720;30351360;0;7587840;1;1;128;1;1;;0,083;0,167
29,39;28,76;28,15;7589888;0;2;1;0;0;0;1;0;0;0;0;0;0;60719104;30359552;0;7589888;1;1;128;1;1;;0,083;0,167
29,86;28,53;28,51;7591936;0;2;1;0;0;0;1;0;0;0;0;0;0;60735488;30367744;0;7591936;1;1;128;1;1;;0,083;0,167
31,09;29,08;29,30;7593984;0;2;1;0;0;0;1;0;0;0;0;0;0;60751872;30375936;0;7593984;1;1;128;1;1;;0,083;0,167
31,24;28,11;28,07;7596032;0;2;1;0;0;0;1;0;0;0;0;0;0;60768256;30384128;0;7596032;1;1;128;1;1;;0,083;0,167
29,89;30,04;29,75;7598080;0;2;1;0;0;0;1;0;0;0;0;0;0;60784640;30392320;0;7598080;1;1;128;1;1;;0,083;0,167
29,58;28,69;28,93;7600128;0;2;1;0;0;0;1;0;0;0;0;0;0;60801024;30400512;0;7600128;1;1;128;1;1;;0,083;0,167
29,49;28,03;33,86;7602176;0;2;1;0;0;0;1;0;0;0;0;0;0;60817408;30408704;0;7602176;1;1;128;1;1;;0,083;0,167
30,62;29,40;29,33;7604224;0;2;1;0;0;0;1;0;0;0;0;0;0;60833792;30416896;0;7604224;1;1;128;1;1;;0,083;0,167
31,47;29,49;29,89;7606272;0;2;1;0;0;0;1;0;0;0;0;0;0;60850176;30425088;0;7606272;1;1;128;1;1;;0,083;0,167
29,00;28,76;29,69;7608320;0;2;1;0;0;0;1;0;0;0;0;0;0;60866560;30433280;0;7608320;1;1;128;1;1;;0,083;0,167
29,89;28,92;29,83;7610368;0;2;1;0;0;0;1;0;0;0;0;0;0;60882944;30441472;0;7610368;1;1;128;1;1;;0,083;0,167
30,51;30,31;29,20;7612416;0;2;1;0;0;0;1;0;0;0;0;0;0;60899328;30449664;0;7612416;1;1;128;1;1;;0,083;0,167
29,69;27,92;29,19;7614464;0;2;1;0;0;0;1;0;0;0;0;0;0;60915712;30457856;0;7614464;1;1;128;1;1;;0,083;0,167
30,02;28,72;29,23;7616512;0;2;1;0;0;0;1;0;0;0;0;0;0;60932096;30466048;0;7616512;1;1;128;1;1;;0,083;0,167
29,18;29,74;28,45;7618560;0;2;1;0;0;0;1;0;0;0;0;0;0;60948480;30474240;0;7618560;1;1;128;1;1;;0,083;0,167
29,48;30,11;29,77;7620608;0;2;1;0;0;0;1;0;0;0;0;0;0;60964864;30482432;0;7620608;1;1;128;1;1;;0,083;0,167
29,63;29,53;29,55;7622656;0;2;1;0;0;0;1;0;0;0;0;0;0;60981248;30490624;0;7622656;1;1;128;1;1;;0,083;0,167
30,06;29,61;28,82;7624704;0;2;1;0;0;0;1;0;0;0;0;0;0;60997632;30498816;0;7624704;1;1;128;1;1;;0,083;0,167
31,44;28,61;30,48;7626752;0;2;1;0;0;0;1;0;0;0;0;0;0;61014016;30507008;0;7626752;1;1;128;1;1;;0,083;0,167
29,29;28,90;29,00;7628800;0;2;1;0;0;0;1;0;0;0;0;0;0;61030400;30515200;0;7628800;1;1;128;1;1;;0,083;0,167
30,51;28,50;28,98;7630848;0;2;1;0;0;0;1;0;0;0;0;0;0;61046784;30523392;0;7630848;1;1;128;1;1;;0,083;0,167
31,43;29,76;28,64;7632896;0;2;1;0;0;0;1;0;0;0;0;0;0;61063168;30531584;0;7632896;1;1;128;1;1;;0,083;0,167
30,77;29,19;33,07;7634944;0;2;1;0;0;0;1;0;0;0;0;0;0;61079552;30539776;0;7634944;1;1;128;1;1;;0,083;0,167
31,44;29,78;29,87;7636992;0;2;1;0;0;0;1;0;0;0;0;0;0;61095936;30547968;0;7636992;1;1;128;1;1;;0,083;0,167
29,28;28,82;29,80;7639040;0;2;1;0;0;0;1;0;0;0;0;0;0;61112320;30556160;0;7639040;1;1;128;1;1;;0,083;0,167
30,03;28,71;29,76;7641088;0;2;1;0;0;0;1;0;0;0;0;0;0;61128704;30564352;0;7641088;1;1;128;1;1;;0,083;0,167
30,05;29,52;29,25;7643136;0;2;1;0;0;0;1;0;0;0;0;0;0;61145088;30572544;0;7643136;1;1;128;1;1;;0,083;0,167
30,67;29,54;29,08;7645184;0;2;1;0;0;0;1;0;0;0;0;0;0;61161472;30580736;0;7645184;1;1;128;1;1;;0,083;0,167
30,96;29,46;29,43;7647232;0;2;1;0;0;0;1;0;0;0;0;0;0;61177856;30588928;0;7647232;1;1;128;1;1;;0,083;0,167
28,74;29,64;28,94;7649280;0;2;1;0;0;0;1;0;0;0;0;0;0;61194240;30597120;0;7649280;1;1;128;1;1;;0,083;0,167
31,05;29,76;29,78;7651328;0;2;1;0;0;0;1;0;0;0;0;0;0;61210624;30605312;0;7651328;1;1;128;1;1;;0,083;0,167
30,47;29,45;30,28;7653376;0;2;1;0;0;0;1;0;0;0;0;0;0;61227008;30613504;0;7653376;1;1;128;1;1;;0,083;0,167
31,75;29,07;29,51;7655424;0;2;1;0;0;0;1;0;0;0;0;0;0;61243392;30621696;0;7655424;1;1;128;1;1;;0,083;0,167
30,13;29,59;29,00;7657472;0;2;1;0;0;0;1;0;0;0;0;0;0;61259776;30629888;0;7657472;1;1;128;1;1;;0,083;0,167
30,00;28,41;29,86;7659520;0;2;1;0;0;0;1;0;0;0;0;0;0;61276160;30638080;0;7659520;1;1;128;1;1;;0,083;0,167
30,97;28,17;29,37;7661568;0;2;1;0;0;0;1;0;0;0;0;0;0;61292544;30646272;0;7661568;1;1;128;1;1;;0,083;0,167
32,50;28,56;28,95;7663616;0;2;1;0;0;0;1;0;0;0;0;0;0;61308928;30654464;0;7663616;1;1;128;1;1;;0,083;0,167
30,92;29,83;29,06;7665664;0;2;1;0;0;0;1;0;0;0;0;0;0;61325312;30662656;0;7665664;1;1;128;1;1;;0,083;0,167
29,57;29,29;33,51;7667712;0;2;1;0;0;0;1;0;0;0;0;0;0;61341696;30670848;0;7667712;1;1;128;1;1;;0,083;0,167
29,93;31,41;29,97;7669760;0;2;1;0;0;0;1;0;0;0;0;0;0;61358080;30679040;0;7669760;1;1;128;1;1;;0,083;0,167
29,45;29,20;30,11;7671808;0;2;1;0;0;0;1;0;0;0;0;0;0;61374464;30687232;0;7671808;1;1;128;1;1;;0,083;0,167
30,03;29,99;29,95;7673856;0;2;1;0;0;0;1;0;0;0;0;0;0;61390848;30695424;0;7673856;1;1;128;1;1;;0,083;0,167
31,24;30,56;31,77;7675904;0;2;1;0;0;0;1;0;0;0;0;0;0;61407232;30703616;0;7675904;1;1;128;1;1;;0,083;0,167
29,48;29,93;28,63;7677952;0;2;1;0;0;0;1;0;0;0;0;0;0;61423616;30711808;0;7677952;1;1;128;1;1;;0,083;0,167
29,52;29,79;29,66;7680000;0;2;1;0;0;0;1;0;0;0;0;0;0;61440000;30720000;0;7680000;1;1;128;1;1;;0,083;0,167
29,72;29,65;30,06;7682048;0;2;1;0;0;0;1;0;0;0;0;0;0;61456384;30728192;0;7682048;1;1;128;1;1;;0,083;0,167
29,97;29,37;28,80;7684096;0;2;1;0;0;0;1;0;0;0;0;0;0;61472768;30736384;0;7684096;1;1;128;1;1;;0,083;0,167
29,79;29,21;29,29;7686144;0;2;1;0;0;0;1;0;0;0;0;0;0;61489152;30744576;0;7686144;1;1;128;1;1;;0,083;0,167
30,28;29,15;29,67;7688192;0;2;1;0;0;0;1;0;0;0;0;0;0;61505536;30752768;0;7688192;1;1;128;1;1;;0,083;0,167
30,88;28,67;28,90;7690240;0;2;1;0;0;0;1;0;0;0;0;0;0;61521920;30760960;0;7690240;1;1;128;1;1;;0,083;0,167
30,76;29,48;29,05;7692288;0;2;1;0;0;0;1;0;0;0;0;0;0;61538304;30769152;0;7692288;1;1;128;1;1;;0,083;0,167
30,60;29,16;29,10;7694336;0;2;1;0;0;0;1;0;0;0;0;0;0;61554688;30777344;0;7694336;1;1;128;1;1;;0,083;0,167
31,41;29,62;29,36;7696384;0;2;1;0;0;0;1;0;0;0;0;0;0;61571072;30785536;0;7696384;1;1;128;1;1;;0,083;0,167
30,18;29,35;29,75;7698432;0;2;1;0;0;0;1;0;0;0;0;0;0;61587456;30793728;0;7698432;1;1;128;1;1;;0,083;0,167
30,68;28,88;33,80;7700480;0;2;1;0;0;0;1;0;0;0;0;0;0;61603840;30801920;0;7700480;1;1;128;1;1;;0,083;0,167
30,59;28,55;30,38;7702528;0;2;1;0;0;0;1;0;0;0;0;0;0;61620224;30810112;0;7702528;1;1;128;1;1;;0,083;0,167
29,56;29,22;30,49;7704576;0;2;1;0;0;0;1;0;0;0;0;0;0;61636608;30818304;0;7704576;1;1;128;1;1;;0,083;0,167
30,59;29,73;29,05;7706624;0;2;1;0;0;0;1;0;0;0;0;0;0;61652992;30826496;0;7706624;1;1;128;1;1;;0,083;0,167
30,77;30,22;29,44;7708672;0;2;1;0;0;0;1;0;0;0;0;0;0;61669376;30834688;0;7708672;1;1;128;1;1;;0,083;0,167
29,48;29,52;29,86;7710720;0;2;1;0;0;0;1;0;0;0;0;0;0;61685760;30842880;0;7710720;1;1;128;1;1;;0,083;0,167
31,23;28,95;29,63;7712768;0;2;1;0;0;0;1;0;0;0;0;0;0;61702144;30851072;0;7712768;1;1;128;1;1;;0,083;0,167
30,01;29,03;30,28;7714816;0;2;1;0;0;0;1;0;0;0;0;0;0;61718528;30859264;0;7714816;1;1;128;1;1;;0,083;0,167
30,85;28,94;30,22;7716864;0;2;1;0;0;0;1;0;0;0;0;0;0;61734912;30867456;0;7716864;1;1;128;1;1;;0,083;0,167
29,83;29,30;30,62;7718912;0;2;1;0;0;0;1;0;0;0;0;0;0;61751296;30875648;0;7718912;1;1;128;1;1;;0,083;0,167
32,14;29,87;29,98;7720960;0;2;1;0;0;0;1;0;0;0;0;0;0;61767680;30883840;0;7720960;1;1;128;1;1;;0,083;0,167
31,79;29,13;29,11;7723008;0;2;1;0;0;0;1;0;0;0;0;0;0;61784064;30892032;0;7723008;1;1;128;1;1;;0,083;0,167
29,88;30,72;30,60;7725056;0;2;1;0;0;0;1;0;0;0;0;0;0;61800448;30900224;0;7725056;1;1;128;1;1;;0,083;0,167
29,96;28,49;30,55;7727104;0;2;1;0;0;0;1;0;0;0;0;0;0;61816832;30908416;0;7727104;1;1;128;1;1;;0,083;0,167
30,00;29,03;29,34;7729152;0;2;1;0;0;0;1;0;0;0;0;0;0;61833216;30916608;0;7729152;1;1;128;1;1;;0,083;0,167
31,51;29,26;29,31;7731200;0;2;1;0;0;0;1;0;0;0;0;0;0;61849600;30924800;0;7731200;1;1;128;1;1;;0,083;0,167
31,37;29,08;33,95;7733248;0;2;1;0;0;0;1;0;0;0;0;0;0;61865984;30932992;0;7733248;1;1;128;1;1;;0,083;0,167
29,94;28,63;29,34;7735296;0;2;1;0;0;0;1;0;0;0;0;0;0;61882368;30941184;0;7735296;1;1;128;1;1;;0,083;0,167
31,23;29,53;28,47;7737344;0;2;1;0;0;0;1;0;0;0;0;0;0;61898752;30949376;0;7737344;1;1;128;1;1;;0,083;0,167
29,60;28,91;30,46;7739392;0;2;1;0;0;0;1;0;0;0;0;0;0;61915136;30957568;0;7739392;1;1;128;1;1;;0,083;0,167
30,10;29,23;30,12;7741440;0;2;1;0;0;0;1;0;0;0;0;0;0;61931520;30965760;0;7741440;1;1;128;1;1;;0,083;0,167
31,19;28,51;29,49;7743488;0;2;1;0;0;0;1;0;0;0;0;0;0;61947904;30973952;0;7743488;1;1;128;1;1;;0,083;0,167
31,61;29,11;28,74;7745536;0;2;1;0;0;0;1;0;0;0;0;0;0;61964288;30982144;0;7745536;1;1;128;1;1;;0,083;0,167
31,66;29,92;28,75;7747584;0;2;1;0;0;0;1;0;0;0;0;0;0;61980672;30990336;0;7747584;1;1;128;1;1;;0,083;0,167
30,13;31,08;30,03;7749632;0;2;1;0;0;0;1;0;0;0;0;0;0;61997056;30998528;0;7749632;1;1;128;1;1;;0,083;0,167
30,24;29,91;30,34;7751680;0;2;1;0;0;0;1;0;0;0;0;0;0;62013440;31006720;0;7751680;1;1;128;1;1;;0,083;0,167
31,68;31,04;29,57;7753728;0;2;1;0;0;0;1;0;0;0;0;0;0;62029824;31014912;0;7753728;1;1;128;1;1;;0,083;0,167
30,79;30,23;29,75;7755776;0;2;1;0;0;0;1;0;0;0;0;0;0;62046208;31023104;0;7755776;1;1;128;1;1;;0,083;0,167
30,68;29,03;29,24;7757824;0;2;1;0;0;0;1;0;0;0;0;0;0;62062592;31031296;0;7757824;1;1;128;1;1;;0,083;0,167
31,63;28,92;29,98;7759872;0;2;1;0;0;0;1;0;0;0;0;0;0;62078976;31039488;0;7759872;1;1;128;1;1;;0,083;0,167
30,54;29,72;29,86;7761920;0;2;1;0;0;0;1;0;0;0;0;0;0;62095360;31047680;0;7761920;1;1;128;1;1;;0,083;0,167
30,27;29,58;29,97;7763968;0;2;1;0;0;0;1;0;0;0;0;0;0;62111744;31055872;0;7763968;1;1;128;1;1;;0,083;0,167
31,17;29,06;34,85;7766016;0;2;1;0;0;0;1;0;0;0;0;0;0;62128128;31064064;0;7766016;1;1;128;1;1;;0,083;0,167
31,27;29,55;29,78;7768064;0;2;1;0;0;0;1;0;0;0;0;0;0;62144512;31072256;0;7768064;1;1;128;1;1;;0,083;0,167
30,20;30,01;29,06;7770112;0;2;1;0;0;0;1;0;0;0;0;0;0;62160896;31080448;0;7770112;1;1;128;1;1;;0,083;0,167
30,56;30,00;29,74;7772160;0;2;1;0;0;0;1;0;0;0;0;0;0;62177280;31088640;0;7772160;1;1;128;1;1;;0,083;0,167
32,16;29,91;29,51;7774208;0;2;1;0;0;0;1;0;0;0;0;0;0;62193664;31096832;0;7774208;1;1;128;1;1;;0,083;0,167
31,46;29,02;30,40;7776256;0;2;1;0;0;0;1;0;0;0;0;0;0;62210048;31105024;0;7776256;1;1;128;1;1;;0,083;0,167
30,91;29,09;30,38;7778304;0;2;1;0;0;0;1;0;0;0;0;0;0;62226432;31113216;0;7778304;1;1;128;1;1;;0,083;0,167
29,59;29,33;30,37;7780352;0;2;1;0;0;0;1;0;0;0;0;0;0;62242816;31121408;0;7780352;1;1;128;1;1;;0,083;0,167
30,34;29,72;30,47;7782400;0;2;1;0;0;0;1;0;0;0;0;0;0;62259200;31129600;0;7782400;1;1;128;1;1;;0,083;0,167
31,70;29,83;29,75;7784448;0;2;1;0;0;0;1;0;0;0;0;0;0;62275584;31137792;0;7784448;1;1;128;1;1;;0,083;0,167
31,33;30,08;29,83;7786496;0;2;1;0;0;0;1;0;0;0;0;0;0;62291968;31145984;0;7786496;1;1;128;1;1;;0,083;0,167
30,40;29,32;29,59;7788544;0;2;1;0;0;0;1;0;0;0;0;0;0;62308352;31154176;0;7788544;1;1;128;1;1;;0,083;0,167
29,98;30,17;30,60;7790592;0;2;1;0;0;0;1;0;0;0;0;0;0;62324736;31162368;0;7790592;1;1;128;1;1;;0,083;0,167
30,43;28,84;29,80;7792640;0;2;1;0;0;0;1;0;0;0;0;0;0;62341120;31170560;0;7792640;1;1;128;1;1;;0,083;0,167
30,65;29,78;30,14;7794688;0;2;1;0;0;0;1;0;0;0;0;0;0;62357504;31178752;0;7794688;1;1;128;1;1;;0,083;0,167
30,52;29,19;31,36;7796736;0;2;1;0;0;0;1;0;0;0;0;0;0;62373888;31186944;0;7796736;1;1;128;1;1;;0,083;0,167
30,81;29,10;35,12;7798784;0;2;1;0;0;0;1;0;0;0;0;0;0;62390272;31195136;0;7798784;1;1;128;1;1;;0,083;0,167
30,82;31,71;28,64;7800832;0;2;1;0;0;0;1;0;0;0;0;0;0;62406656;31203328;0;7800832;1;1;128;1;1;;0,083;0,167
30,40;29,60;30,30;7802880;0;2;1;0;0;0;1;0;0;0;0;0;0;62423040;31211520;0;7802880;1;1;128;1;1;;0,083;0,167
30,49;28,74;29,78;7804928;0;2;1;0;0;0;1;0;0;0;0;0;0;62439424;31219712;0;7804928;1;1;128;1;1;;0,083;0,167
31,38;29,01;28,94;7806976;0;2;1;0;0;0;1;0;0;0;0;0;0;62455808;31227904;0;7806976;1;1;128;1;1;;0,083;0,167
31,58;30,66;30,36;7809024;0;2;1;0;0;0;1;0;0;0;0;0;0;62472192;31236096;0;7809024;1;1;128;1;1;;0,083;0,167
31,87;29,06;30,32;7811072;0;2;1;0;0;0;1;0;0;0;0;0;0;62488576;31244288;0;7811072;1;1;128;1;1;;0,083;0,167
30,87;29,78;28,75;7813120;0;2;1;0;0;0;1;0;0;0;0;0;0;62504960;31252480;0;7813120;1;1;128;1;1;;0,083;0,167
30,65;30,16;30,66;7815168;0;2;1;0;0;0;1;0;0;0;0;0;0;62521344;31260672;0;7815168;1;1;128;1;1;;0,083;0,167
30,11;29,55;30,09;7817216;0;2;1;0;0;0;1;0;0;0;0;0;0;62537728;31268864;0;7817216;1;1;128;1;1;;0,083;0,167
32,61;29,47;30,66;7819264;0;2;1;0;0;0;1;0;0;0;0;0;0;62554112;31277056;0;7819264;1;1;128;1;1;;0,083;0,167
30,06;29,25;29,79;7821312;0;2;1;0;0;0;1;0;0;0;0;0;0;62570496;31285248;0;7821312;1;1;128;1;1;;0,083;0,167
32,33;29,53;29,87;7823360;0;2;1;0;0;0;1;0;0;0;0;0;0;62586880;31293440;0;7823360;1;1;128;1;1;;0,083;0,167
30,24;29,34;30,07;7825408;0;2;1;0;0;0;1;0;0;0;0;0;0;62603264;31301632;0;7825408;1;1;128;1;1;;0,083;0,167
30,02;29,72;29,98;7827456;0;2;1;0;0;0;1;0;0;0;0;0;0;62619648;31309824;0;7827456;1;1;128;1;1;;0,083;0,167
31,52;28,77;29,31;7829504;0;2;1;0;0;0;1;0;0;0;0;0;0;62636032;31318016;0;7829504;1;1;128;1;1;;0,083;0,167
31,12;29,41;34,96;7831552;0;2;1;0;0;0;1;0;0;0;0;0;0;62652416;31326208;0;7831552;1;1;128;1;1;;0,083;0,167
30,38;30,17;29,63;7833600;0;2;1;0;0;0;1;0;0;0;0;0;0;62668800;31334400;0;7833600;1;1;128;1;1;;0,083;0,167
31,60;30,10;29,95;7835648;0;2;1;0;0;0;1;0;0;0;0;0;0;62685184;31342592;0;7835648;1;1;128;1;1;;0,083;0,167
29,56;29,69;30,01;7837696;0;2;1;0;0;0;1;0;0;0;0;0;0;62701568;31350784;0;7837696;1;1;128;1;1;;0,083;0,167
30,11;29,87;29,82;7839744;0;2;1;0;0;0;1;0;0;0;0;0;0;62717952;31358976;0;7839744;1;1;128;1;1;;0,083;0,167
30,95;29,21;29,84;7841792;0;2;1;0;0;0;1;0;0;0;0;0;0;62734336;31367168;0;7841792;1;1;128;1;1;;0,083;0,167
30,13;29,38;29,52;7843840;0;2;1;0;0;0;1;0;0;0;0;0;0;62750720;31375360;0;7843840;1;1;128;1;1;;0,083;0,167
30,63;28,83;29,84;7845888;0;2;1;0;0;0;1;0;0;0;0;0;0;62767104;31383552;0;7845888;1;1;128;1;1;;0,083;0,167
31,98;29,29;30,42;7847936;0;2;1;0;0;0;1;0;0;0;0;0;0;62783488;31391744;0;7847936;1;1;128;1;1;;0,083;0,167
30,52;31,00;30,14;7849984;0;2;1;0;0;0;1;0;0;0;0;0;0;62799872;31399936;0;7849984;1;1;128;1;1;;0,083;0,167
32,83;30,64;30,46;7852032;0;2;1;0;0;0;1;0;0;0;0;0;0;62816256;31408128;0;7852032;1;1;128;1;1;;0,083;0,167
32,84;31,03;31,08;7854080;0;2;1;0;0;0;1;0;0;0;0;0;0;62832640;31416320;0;7854080;1;1;128;1;1;;0,083;0,167
31,62;29,11;31,02;7856128;0;2;1;0;0;0;1;0;0;0;0;0;0;62849024;31424512;0;7856128;1;1;128;1;1;;0,083;0,167
30,34;28,98;30,59;7858176;0;2;1;0;0;0;1;0;0;0;0;0;0;62865408;31432704;0;7858176;1;1;128;1;1;;0,083;0,167
29,53;30,36;30,02;7860224;0;2;1;0;0;0;1;0;0;0;0;0;0;62881792;31440896;0;7860224;1;1;128;1;1;;0,083;0,167
30,56;29,86;29,71;7862272;0;2;1;0;0;0;1;0;0;0;0;0;0;62898176;31449088;0;7862272;1;1;128;1;1;;0,083;0,167
31,23;28,97;35,22;7864320;0;2;1;0;0;0;1;0;0;0;0;0;0;62914560;31457280;0;7864320;1;1;128;1;1;;0,083;0,167
30,65;31,54;30,10;7866368;0;2;1;0;0;0;1;0;0;0;0;0;0;62930944;31465472;0;7866368;1;1;128;1;1;;0,083;0,167
30,62;29,61;29,84;7868416;0;2;1;0;0;0;1;0;0;0;0;0;0;62947328;31473664;0;7868416;1;1;128;1;1;;0,083;0,167
30,24;30,66;28,44;7870464;0;2;1;0;0;0;1;0;0;0;0;0;0;62963712;31481856;0;7870464;1;1;128;1;1;;0,083;0,167
33,15;30,10;31,34;7872512;0;2;1;0;0;0;1;0;0;0;0;0;0;62980096;31490048;0;7872512;1;1;128;1;1;;0,083;0,167
31,11;29,59;29,78;7874560;0;2;1;0;0;0;1;0;0;0;0;0;0;62996480;31498240;0;7874560;1;1;128;1;1;;0,083;0,167
31,05;30,18;29,14;7876608;0;2;1;0;0;0;1;0;0;0;0;0;0;63012864;31506432;0;7876608;1;1;128;1;1;;0,083;0,167
31,87;30,75;29,73;7878656;0;2;1;0;0;0;1;0;0;0;0;0;0;63029248;31514624;0;7878656;1;1;128;1;1;;0,083;0,167
30,91;30,41;30,22;7880704;0;2;1;0;0;0;1;0;0;0;0;0;0;63045632;31522816;0;7880704;1;1;128;1;1;;0,083;0,167
30,75;29,84;30,82;7882752;0;2;1;0;0;0;1;0;0;0;0;0;0;63062016;31531008;0;7882752;1;1;128;1;1;;0,083;0,167
33,36;30,04;29,95;7884800;0;2;1;0;0;0;1;0;0;0;0;0;0;63078400;31539200;0;7884800;1;1;128;1;1;;0,083;0,167
29,94;29,86;31,13;7886848;0;2;1;0;0;0;1;0;0;0;0;0;0;63094784;31547392;0;7886848;1;1;128;1;1;;0,083;0,167
30,20;29,67;30,24;7888896;0;2;1;0;0;0;1;0;0;0;0;0;0;63111168;31555584;0;7888896;1;1;128;1;1;;0,083;0,167
30,80;29,42;30,28;7890944;0;2;1;0;0;0;1;0;0;0;0;0;0;63127552;31563776;0;7890944;1;1;128;1;1;;0,083;0,167
32,07;30,48;30,67;7892992;0;2;1;0;0;0;1;0;0;0;0;0;0;63143936;31571968;0;7892992;1;1;128;1;1;;0,083;0,167
31,37;30,17;30,70;7895040;0;2;1;0;0;0;1;0;0;0;0;0;0;63160320;31580160;0;7895040;1;1;128;1;1;;0,083;0,167
32,02;30,02;34,25;7897088;0;2;1;0;0;0;1;0;0;0;0;0;0;63176704;31588352;0;7897088;1;1;128;1;1;;0,083;0,167
31,23;30,03;30,01;7899136;0;2;1;0;0;0;1;0;0;0;0;0;0;63193088;31596544;0;7899136;1;1;128;1;1;;0,083;0,167
31,62;30,62;30,15;7901184;0;2;1;0;0;0;1;0;0;0;0;0;0;63209472;31604736;0;7901184;1;1;128;1;1;;0,083;0,167
30,62;29,10;32,35;7903232;0;2;1;0;0;0;1;0;0;0;0;0;0;63225856;31612928;0;7903232;1;1;128;1;1;;0,083;0,167
31,99;30,89;30,69;7905280;0;2;1;0;0;0;1;0;0;0;0;0;0;63242240;31621120;0;7905280;1;1;128;1;1;;0,083;0,167
32,78;30,31;30,51;7907328;0;2;1;0;0;0;1;0;0;0;0;0;0;63258624;31629312;0;7907328;1;1;128;1;1;;0,083;0,167
30,93;30,09;30,52;7909376;0;2;1;0;0;0;1;0;0;0;0;0;0;63275008;31637504;0;7909376;1;1;128;1;1;;0,083;0,167
29,59;31,59;31,25;7911424;0;2;1;0;0;0;1;0;0;0;0;0;0;63291392;31645696;0;7911424;1;1;128;1;1;;0,083;0,167
31,81;29,76;30,02;7913472;0;2;1;0;0;0;1;0;0;0;0;0;0;63307776;31653888;0;7913472;1;1;128;1;1;;0,083;0,167
30,08;30,86;30,13;7915520;0;2;1;0;0;0;1;0;0;0;0;0;0;63324160;31662080;0;7915520;1;1;128;1;1;;0,083;0,167
31,29;29,95;30,35;7917568;0;2;1;0;0;0;1;0;0;0;0;0;0;63340544;31670272;0;7917568;1;1;128;1;1;;0,083;0,167
32,28;30,84;30,37;7919616;0;2;1;0;0;0;1;0;0;0;0;0;0;63356928;31678464;0;7919616;1;1;128;1;1;;0,083;0,167
29,68;29,76;31,66;7921664;0;2;1;0;0;0;1;0;0;0;0;0;0;63373312;31686656;0;7921664;1;1;128;1;1;;0,083;0,167
30,07;30,32;30,85;7923712;0;2;1;0;0;0;1;0;0;0;0;0;0;63389696;31694848;0;7923712;1;1;128;1;1;;0,083;0,167
31,12;30,32;31,04;7925760;0;2;1;0;0;0;1;0;0;0;0;0;0;63406080;31703040;0;7925760;1;1;128;1;1;;0,083;0,167
31,07;30,98;30,43;7927808;0;2;1;0;0;0;1;0;0;0;0;0;0;63422464;31711232;0;7927808;1;1;128;1;1;;0,083;0,167
31,55;30,61;34,77;7929856;0;2;1;0;0;0;1;0;0;0;0;0;0;63438848;31719424;0;7929856;1;1;128;1;1;;0,083;0,167
31,56;30,88;30,89;7931904;0;2;1;0;0;0;1;0;0;0;0;0;0;63455232;31727616;0;7931904;1;1;128;1;1;;0,083;0,167
30,49;29,53;30,76;7933952;0;2;1;0;0;0;1;0;0;0;0;0;0;63471616;31735808;0;7933952;1;1;128;1;1;;0,083;0,167
31,37;30,88;30,55;7936000;0;2;1;0;0;0;1;0;0;0;0;0;0;63488000;31744000;0;7936000;1;1;128;1;1;;0,083;0,167
31,72;29,50;30,97;7938048;0;2;1;0;0;0;1;0;0;0;0;0;0;63504384;31752192;0;7938048;1;1;128;1;1;;0,083;0,167
32,13;30,31;29,91;7940096;0;2;1;0;0;0;1;0;0;0;0;0;0;63520768;31760384;0;7940096;1;1;128;1;1;;0,083;0,167
30,83;30,14;30,36;7942144;0;2;1;0;0;0;1;0;0;0;0;0;0;63537152;31768576;0;7942144;1;1;128;1;1;;0,083;0,167
30,22;30,05;29,89;7944192;0;2;1;0;0;0;1;0;0;0;0;0;0;63553536;31776768;0;7944192;1;1;128;1;1;;0,083;0,167
30,17;31,13;30,33;7946240;0;2;1;0;0;0;1;0;0;0;0;0;0;63569920;31784960;0;7946240;1;1;128;1;1;;0,083;0,167
31,52;30,44;31,36;7948288;0;2;1;0;0;0;1;0;0;0;0;0;0;63586304;31793152;0;7948288;1;1;128;1;1;;0,083;0,167
31,37;30,97;31,05;7950336;0;2;1;0;0;0;1;0;0;0;0;0;0;63602688;31801344;0;7950336;1;1;128;1;1;;0,083;0,167
31,62;31,21;29,77;7952384;0;2;1;0;0;0;1;0;0;0;0;0;0;63619072;31809536;0;7952384;1;1;128;1;1;;0,083;0,167
