Training sample index;Branch count;Read accesses to global memory (per thread);Write accesses to global memory (per thread);Read accesses to local memory (per thread);Write accesses to local memory (per thread);Read accesses to constant memory (per thread);Arithmetic operations (per thread);Logic operations (per thread);Bitwise operations (per thread);Comparison operations (per thread);Pown operations (per thread);Sqrt operations (per thread);Hypot operations (per thread);Data size transf from host to device (bytes);Data size transf from device to host (bytes);Data size allocated locally (bytes);Global work size dim 1 (number of threads);Global work size dim 2 (number of threads);Global work size dim 3 (number of threads);Local work size dim 1 (number of threads);Local work size dim 2 (number of threads);Local work size dim 3 (number of threads);Loop iterations;Intra cache usage global;Inter cache usage global;Intra collision global;Intra cohaleshing global;Intra cache usage local;Intra collision local;Intra cohaleshing local;Cache Misses;Tahiti Completion Time (ms);Devastator Completion Time (ms);AMD A10-5800K APU with Radeon(tm) HD Graphics   Completion Time (ms)
2;0;1;1;0;0;0;30000;0;0;0;0;0;0;3584;3584;0;896;1;1;64;1;1;10000;0.0625;1;0;1;0;0;1;0;2.63;3.57;8.17
2;0;1;1;0;0;0;3000;0;0;0;0;0;0;3840;3840;0;960;1;1;64;1;1;1000;0.0625;1;0;1;0;0;1;0;1.81;2.32;3.07
2;0;1;1;0;0;0;6000;0;0;0;0;0;0;3840;3840;0;960;1;1;64;1;1;2000;0.0625;1;0;1;0;0;1;0;1.96;2.22;3.42
2;0;1;1;0;0;0;9000;0;0;0;0;0;0;3840;3840;0;960;1;1;64;1;1;3000;0.0625;1;0;1;0;0;1;0;1.93;2.7;4.01
2;0;1;1;0;0;0;12000;0;0;0;0;0;0;3840;3840;0;960;1;1;64;1;1;4000;0.0625;1;0;1;0;0;1;0;2;2.74;4.72
2;0;1;1;0;0;0;15000;0;0;0;0;0;0;3840;3840;0;960;1;1;64;1;1;5000;0.0625;1;0;1;0;0;1;0;2.17;2.87;5.46
2;0;1;1;0;0;0;18000;0;0;0;0;0;0;3840;3840;0;960;1;1;64;1;1;6000;0.0625;1;0;1;0;0;1;0;2.43;3.19;6.08
2;0;1;1;0;0;0;21000;0;0;0;0;0;0;3840;3840;0;960;1;1;64;1;1;7000;0.0625;1;0;1;0;0;1;0;2.27;3.08;6.37
2;0;1;1;0;0;0;24000;0;0;0;0;0;0;3840;3840;0;960;1;1;64;1;1;8000;0.0625;1;0;1;0;0;1;0;2.54;3.46;7.02
2;0;1;1;0;0;0;27000;0;0;0;0;0;0;3840;3840;0;960;1;1;64;1;1;9000;0.0625;1;0;1;0;0;1;0;2.48;3.56;7.67
2;0;1;1;0;0;0;30000;0;0;0;0;0;0;3840;3840;0;960;1;1;64;1;1;10000;0.0625;1;0;1;0;0;1;0;2.65;3.6;8.2
2;0;1;1;0;0;0;3000;0;0;0;0;0;0;4096;4096;0;1024;1;1;64;1;1;1000;0.0625;1;0;1;0;0;1;0;1.83;2.1;3.19
2;0;1;1;0;0;0;6000;0;0;0;0;0;0;4096;4096;0;1024;1;1;64;1;1;2000;0.0625;1;0;1;0;0;1;0;1.81;2.3;4.05
2;0;1;1;0;0;0;9000;0;0;0;0;0;0;4096;4096;0;1024;1;1;64;1;1;3000;0.0625;1;0;1;0;0;1;0;1.85;2.49;4.99
2;0;1;1;0;0;0;12000;0;0;0;0;0;0;4096;4096;0;1024;1;1;64;1;1;4000;0.0625;1;0;1;0;0;1;0;2.05;2.71;5.22
2;0;1;1;0;0;0;15000;0;0;0;0;0;0;4096;4096;0;1024;1;1;64;1;1;5000;0.0625;1;0;1;0;0;1;0;2.3;3.03;6.01
2;0;1;1;0;0;0;18000;0;0;0;0;0;0;4096;4096;0;1024;1;1;64;1;1;6000;0.0625;1;0;1;0;0;1;0;2.58;3.11;6.04
2;0;1;1;0;0;0;21000;0;0;0;0;0;0;4096;4096;0;1024;1;1;64;1;1;7000;0.0625;1;0;1;0;0;1;0;2.31;3.28;6.75
2;0;1;1;0;0;0;24000;0;0;0;0;0;0;4096;4096;0;1024;1;1;64;1;1;8000;0.0625;1;0;1;0;0;1;0;2.41;3.17;7.39
2;0;1;1;0;0;0;27000;0;0;0;0;0;0;4096;4096;0;1024;1;1;64;1;1;9000;0.0625;1;0;1;0;0;1;0;2.49;3.43;7.99
2;0;1;1;0;0;0;30000;0;0;0;0;0;0;4096;4096;0;1024;1;1;64;1;1;10000;0.0625;1;0;1;0;0;1;0;2.63;3.63;8.59
2;0;1;1;0;0;0;3000;0;0;0;0;0;0;4352;4352;0;1088;1;1;64;1;1;1000;0.0625;1;0;1;0;0;1;0;1.69;2.15;3.12
2;0;1;1;0;0;0;6000;0;0;0;0;0;0;4352;4352;0;1088;1;1;64;1;1;2000;0.0625;1;0;1;0;0;1;0;1.76;2.37;3.97
2;0;1;1;0;0;0;9000;0;0;0;0;0;0;4352;4352;0;1088;1;1;64;1;1;3000;0.0625;1;0;1;0;0;1;0;1.93;2.61;4.58
2;0;1;1;0;0;0;12000;0;0;0;0;0;0;4352;4352;0;1088;1;1;64;1;1;4000;0.0625;1;0;1;0;0;1;0;1.72;2.56;5.21
2;0;1;1;0;0;0;15000;0;0;0;0;0;0;4352;4352;0;1088;1;1;64;1;1;5000;0.0625;1;0;1;0;0;1;0;2.06;2.89;6
2;0;1;1;0;0;0;18000;0;0;0;0;0;0;4352;4352;0;1088;1;1;64;1;1;6000;0.0625;1;0;1;0;0;1;0;2.24;2.96;6.85
2;0;1;1;0;0;0;21000;0;0;0;0;0;0;4352;4352;0;1088;1;1;64;1;1;7000;0.0625;1;0;1;0;0;1;0;2.44;3.34;7.31
2;0;1;1;0;0;0;24000;0;0;0;0;0;0;4352;4352;0;1088;1;1;64;1;1;8000;0.0625;1;0;1;0;0;1;0;2.32;3.71;8.5
2;0;1;1;0;0;0;27000;0;0;0;0;0;0;4352;4352;0;1088;1;1;64;1;1;9000;0.0625;1;0;1;0;0;1;0;2.64;3.68;9.06
2;0;1;1;0;0;0;30000;0;0;0;0;0;0;4352;4352;0;1088;1;1;64;1;1;10000;0.0625;1;0;1;0;0;1;0;2.85;3.8;10.17
2;0;1;1;0;0;0;3000;0;0;0;0;0;0;4608;4608;0;1152;1;1;64;1;1;1000;0.0625;1;0;1;0;0;1;0;1.79;2.14;3.28
2;0;1;1;0;0;0;6000;0;0;0;0;0;0;4608;4608;0;1152;1;1;64;1;1;2000;0.0625;1;0;1;0;0;1;0;1.97;2.53;4.08
2;0;1;1;0;0;0;9000;0;0;0;0;0;0;4608;4608;0;1152;1;1;64;1;1;3000;0.0625;1;0;1;0;0;1;0;1.8;2.35;4.56
2;0;1;1;0;0;0;12000;0;0;0;0;0;0;4608;4608;0;1152;1;1;64;1;1;4000;0.0625;1;0;1;0;0;1;0;1.92;2.63;5.37
2;0;1;1;0;0;0;15000;0;0;0;0;0;0;4608;4608;0;1152;1;1;64;1;1;5000;0.0625;1;0;1;0;0;1;0;2.11;2.81;6.08
2;0;1;1;0;0;0;18000;0;0;0;0;0;0;4608;4608;0;1152;1;1;64;1;1;6000;0.0625;1;0;1;0;0;1;0;2.31;3.39;7.05
2;0;1;1;0;0;0;21000;0;0;0;0;0;0;4608;4608;0;1152;1;1;64;1;1;7000;0.0625;1;0;1;0;0;1;0;2.37;3.24;7.62
2;0;1;1;0;0;0;24000;0;0;0;0;0;0;4608;4608;0;1152;1;1;64;1;1;8000;0.0625;1;0;1;0;0;1;0;2.52;3.52;8.56
2;0;1;1;0;0;0;27000;0;0;0;0;0;0;4608;4608;0;1152;1;1;64;1;1;9000;0.0625;1;0;1;0;0;1;0;2.57;3.62;9.11
2;0;1;1;0;0;0;30000;0;0;0;0;0;0;4608;4608;0;1152;1;1;64;1;1;10000;0.0625;1;0;1;0;0;1;0;2.73;3.94;10.2
2;0;1;1;0;0;0;3000;0;0;0;0;0;0;4864;4864;0;1216;1;1;64;1;1;1000;0.0625;1;0;1;0;0;1;0;1.71;2.01;3.27
2;0;1;1;0;0;0;6000;0;0;0;0;0;0;4864;4864;0;1216;1;1;64;1;1;2000;0.0625;1;0;1;0;0;1;0;1.77;2.25;4.22
2;0;1;1;0;0;0;9000;0;0;0;0;0;0;4864;4864;0;1216;1;1;64;1;1;3000;0.0625;1;0;1;0;0;1;0;1.82;2.47;4.68
2;0;1;1;0;0;0;12000;0;0;0;0;0;0;4864;4864;0;1216;1;1;64;1;1;4000;0.0625;1;0;1;0;0;1;0;1.98;2.66;5.65
2;0;1;1;0;0;0;15000;0;0;0;0;0;0;4864;4864;0;1216;1;1;64;1;1;5000;0.0625;1;0;1;0;0;1;0;2.24;3.06;6.5
2;0;1;1;0;0;0;18000;0;0;0;0;0;0;4864;4864;0;1216;1;1;64;1;1;6000;0.0625;1;0;1;0;0;1;0;2.3;3.24;6.87
2;0;1;1;0;0;0;21000;0;0;0;0;0;0;4864;4864;0;1216;1;1;64;1;1;7000;0.0625;1;0;1;0;0;1;0;2.46;3.43;7.77
2;0;1;1;0;0;0;24000;0;0;0;0;0;0;4864;4864;0;1216;1;1;64;1;1;8000;0.0625;1;0;1;0;0;1;0;2.61;3.56;8.74
2;0;1;1;0;0;0;27000;0;0;0;0;0;0;4864;4864;0;1216;1;1;64;1;1;9000;0.0625;1;0;1;0;0;1;0;2.75;3.89;9.84
2;0;1;1;0;0;0;30000;0;0;0;0;0;0;4864;4864;0;1216;1;1;64;1;1;10000;0.0625;1;0;1;0;0;1;0;2.55;3.65;9.95
2;0;1;1;0;0;0;3000;0;0;0;0;0;0;5120;5120;0;1280;1;1;64;1;1;1000;0.0625;1;0;1;0;0;1;0;1.74;1.81;3.16
2;0;1;1;0;0;0;6000;0;0;0;0;0;0;5120;5120;0;1280;1;1;64;1;1;2000;0.0625;1;0;1;0;0;1;0;1.79;2.29;4.08
2;0;1;1;0;0;0;9000;0;0;0;0;0;0;5120;5120;0;1280;1;1;64;1;1;3000;0.0625;1;0;1;0;0;1;0;1.97;2.58;4.86
2;0;1;1;0;0;0;12000;0;0;0;0;0;0;5120;5120;0;1280;1;1;64;1;1;4000;0.0625;1;0;1;0;0;1;0;2.04;2.67;5.49
2;0;1;1;0;0;0;15000;0;0;0;0;0;0;5120;5120;0;1280;1;1;64;1;1;5000;0.0625;1;0;1;0;0;1;0;2.16;3.14;6.15
2;0;1;1;0;0;0;18000;0;0;0;0;0;0;5120;5120;0;1280;1;1;64;1;1;6000;0.0625;1;0;1;0;0;1;0;2.36;3.23;6.93
2;0;1;1;0;0;0;21000;0;0;0;0;0;0;5120;5120;0;1280;1;1;64;1;1;7000;0.0625;1;0;1;0;0;1;0;2.32;3.48;8.05
2;0;1;1;0;0;0;24000;0;0;0;0;0;0;5120;5120;0;1280;1;1;64;1;1;8000;0.0625;1;0;1;0;0;1;0;2.23;3.51;8.61
2;0;1;1;0;0;0;27000;0;0;0;0;0;0;5120;5120;0;1280;1;1;64;1;1;9000;0.0625;1;0;1;0;0;1;0;2.39;3.55;9.51
2;0;1;1;0;0;0;30000;0;0;0;0;0;0;5120;5120;0;1280;1;1;64;1;1;10000;0.0625;1;0;1;0;0;1;0;2.45;3.33;10.39
2;0;1;1;0;0;0;3000;0;0;0;0;0;0;5376;5376;0;1344;1;1;64;1;1;1000;0.0625;1;0;1;0;0;1;0;1.76;2.12;3.56
2;0;1;1;0;0;0;6000;0;0;0;0;0;0;5376;5376;0;1344;1;1;64;1;1;2000;0.0625;1;0;1;0;0;1;0;1.83;2.12;4.12
2;0;1;1;0;0;0;9000;0;0;0;0;0;0;5376;5376;0;1344;1;1;64;1;1;3000;0.0625;1;0;1;0;0;1;0;1.73;2.25;5.37
2;0;1;1;0;0;0;12000;0;0;0;0;0;0;5376;5376;0;1344;1;1;64;1;1;4000;0.0625;1;0;1;0;0;1;0;2.04;2.76;5.95
2;0;1;1;0;0;0;15000;0;0;0;0;0;0;5376;5376;0;1344;1;1;64;1;1;5000;0.0625;1;0;1;0;0;1;0;2.22;3.18;7.16
2;0;1;1;0;0;0;18000;0;0;0;0;0;0;5376;5376;0;1344;1;1;64;1;1;6000;0.0625;1;0;1;0;0;1;0;2.37;3.31;7.98
2;0;1;1;0;0;0;21000;0;0;0;0;0;0;5376;5376;0;1344;1;1;64;1;1;7000;0.0625;1;0;1;0;0;1;0;2.57;3.42;8.95
2;0;1;1;0;0;0;24000;0;0;0;0;0;0;5376;5376;0;1344;1;1;64;1;1;8000;0.0625;1;0;1;0;0;1;0;2.74;3.51;9.98
2;0;1;1;0;0;0;27000;0;0;0;0;0;0;5376;5376;0;1344;1;1;64;1;1;9000;0.0625;1;0;1;0;0;1;0;2.53;3.59;10.45
2;0;1;1;0;0;0;30000;0;0;0;0;0;0;5376;5376;0;1344;1;1;64;1;1;10000;0.0625;1;0;1;0;0;1;0;2.6;3.63;11.35
2;0;1;1;0;0;0;3000;0;0;0;0;0;0;5632;5632;0;1408;1;1;64;1;1;1000;0.0625;1;0;1;0;0;1;0;1.74;2.05;3.64
2;0;1;1;0;0;0;6000;0;0;0;0;0;0;5632;5632;0;1408;1;1;64;1;1;2000;0.0625;1;0;1;0;0;1;0;1.77;2.07;4.3
2;0;1;1;0;0;0;9000;0;0;0;0;0;0;5632;5632;0;1408;1;1;64;1;1;3000;0.0625;1;0;1;0;0;1;0;2.06;2.53;5.36
2;0;1;1;0;0;0;12000;0;0;0;0;0;0;5632;5632;0;1408;1;1;64;1;1;4000;0.0625;1;0;1;0;0;1;0;2.09;2.72;6.17
2;0;1;1;0;0;0;15000;0;0;0;0;0;0;5632;5632;0;1408;1;1;64;1;1;5000;0.0625;1;0;1;0;0;1;0;2.25;3.07;7.21
2;0;1;1;0;0;0;18000;0;0;0;0;0;0;5632;5632;0;1408;1;1;64;1;1;6000;0.0625;1;0;1;0;0;1;0;2.21;3.01;7.88
2;0;1;1;0;0;0;21000;0;0;0;0;0;0;5632;5632;0;1408;1;1;64;1;1;7000;0.0625;1;0;1;0;0;1;0;2.4;3.2;8.89
2;0;1;1;0;0;0;24000;0;0;0;0;0;0;5632;5632;0;1408;1;1;64;1;1;8000;0.0625;1;0;1;0;0;1;0;2.44;3.23;9.59
2;0;1;1;0;0;0;27000;0;0;0;0;0;0;5632;5632;0;1408;1;1;64;1;1;9000;0.0625;1;0;1;0;0;1;0;2.59;3.54;10.82
2;0;1;1;0;0;0;30000;0;0;0;0;0;0;5632;5632;0;1408;1;1;64;1;1;10000;0.0625;1;0;1;0;0;1;0;2.66;3.79;11.58
2;0;1;1;0;0;0;3000;0;0;0;0;0;0;5888;5888;0;1472;1;1;64;1;1;1000;0.0625;1;0;1;0;0;1;0;1.76;2.1;3.74
2;0;1;1;0;0;0;6000;0;0;0;0;0;0;5888;5888;0;1472;1;1;64;1;1;2000;0.0625;1;0;1;0;0;1;0;1.86;2.41;4.4
2;0;1;1;0;0;0;9000;0;0;0;0;0;0;5888;5888;0;1472;1;1;64;1;1;3000;0.0625;1;0;1;0;0;1;0;2.02;2.73;5.34
2;0;1;1;0;0;0;12000;0;0;0;0;0;0;5888;5888;0;1472;1;1;64;1;1;4000;0.0625;1;0;1;0;0;1;0;2.1;3;6.27
2;0;1;1;0;0;0;15000;0;0;0;0;0;0;5888;5888;0;1472;1;1;64;1;1;5000;0.0625;1;0;1;0;0;1;0;2.36;3.09;7.24
2;0;1;1;0;0;0;18000;0;0;0;0;0;0;5888;5888;0;1472;1;1;64;1;1;6000;0.0625;1;0;1;0;0;1;0;2.36;3.13;7.78
2;0;1;1;0;0;0;21000;0;0;0;0;0;0;5888;5888;0;1472;1;1;64;1;1;7000;0.0625;1;0;1;0;0;1;0;2.37;3.35;8.89
2;0;1;1;0;0;0;24000;0;0;0;0;0;0;5888;5888;0;1472;1;1;64;1;1;8000;0.0625;1;0;1;0;0;1;0;2.32;3.37;9.76
2;0;1;1;0;0;0;27000;0;0;0;0;0;0;5888;5888;0;1472;1;1;64;1;1;9000;0.0625;1;0;1;0;0;1;0;2.44;3.53;10.85
2;0;1;1;0;0;0;30000;0;0;0;0;0;0;5888;5888;0;1472;1;1;64;1;1;10000;0.0625;1;0;1;0;0;1;0;2.48;3.93;11.49
2;0;1;1;0;0;0;3000;0;0;0;0;0;0;6144;6144;0;1536;1;1;64;1;1;1000;0.0625;1;0;1;0;0;1;0;1.8;2.16;3.7
2;0;1;1;0;0;0;6000;0;0;0;0;0;0;6144;6144;0;1536;1;1;64;1;1;2000;0.0625;1;0;1;0;0;1;0;1.93;2.52;4.6
2;0;1;1;0;0;0;9000;0;0;0;0;0;0;6144;6144;0;1536;1;1;64;1;1;3000;0.0625;1;0;1;0;0;1;0;1.93;2.66;5.49
2;0;1;1;0;0;0;12000;0;0;0;0;0;0;6144;6144;0;1536;1;1;64;1;1;4000;0.0625;1;0;1;0;0;1;0;2.19;2.95;6.71
2;0;1;1;0;0;0;15000;0;0;0;0;0;0;6144;6144;0;1536;1;1;64;1;1;5000;0.0625;1;0;1;0;0;1;0;2.08;2.68;7.01
2;0;1;1;0;0;0;18000;0;0;0;0;0;0;6144;6144;0;1536;1;1;64;1;1;6000;0.0625;1;0;1;0;0;1;0;2.25;2.96;8.22
2;0;1;1;0;0;0;21000;0;0;0;0;0;0;6144;6144;0;1536;1;1;64;1;1;7000;0.0625;1;0;1;0;0;1;0;2.36;3.28;9.02
2;0;1;1;0;0;0;24000;0;0;0;0;0;0;6144;6144;0;1536;1;1;64;1;1;8000;0.0625;1;0;1;0;0;1;0;2.54;3.57;10
2;0;1;1;0;0;0;27000;0;0;0;0;0;0;6144;6144;0;1536;1;1;64;1;1;9000;0.0625;1;0;1;0;0;1;0;2.4;3.73;10.9
2;0;1;1;0;0;0;30000;0;0;0;0;0;0;6144;6144;0;1536;1;1;64;1;1;10000;0.0625;1;0;1;0;0;1;0;2.54;3.63;12.21
2;0;1;1;0;0;0;3000;0;0;0;0;0;0;6400;6400;0;1600;1;1;64;1;1;1000;0.0625;1;0;1;0;0;1;0;1.9;2.22;3.73
2;0;1;1;0;0;0;6000;0;0;0;0;0;0;6400;6400;0;1600;1;1;64;1;1;2000;0.0625;1;0;1;0;0;1;0;1.86;2.38;4.83
2;0;1;1;0;0;0;9000;0;0;0;0;0;0;6400;6400;0;1600;1;1;64;1;1;3000;0.0625;1;0;1;0;0;1;0;1.8;2.24;5.49
2;0;1;1;0;0;0;12000;0;0;0;0;0;0;6400;6400;0;1600;1;1;64;1;1;4000;0.0625;1;0;1;0;0;1;0;1.92;2.67;6.63
2;0;1;1;0;0;0;15000;0;0;0;0;0;0;6400;6400;0;1600;1;1;64;1;1;5000;0.0625;1;0;1;0;0;1;0;1.89;2.89;7.93
2;0;1;1;0;0;0;18000;0;0;0;0;0;0;6400;6400;0;1600;1;1;64;1;1;6000;0.0625;1;0;1;0;0;1;0;2.3;3.02;8.84
2;0;1;1;0;0;0;21000;0;0;0;0;0;0;6400;6400;0;1600;1;1;64;1;1;7000;0.0625;1;0;1;0;0;1;0;2.4;3.31;9.9
2;0;1;1;0;0;0;24000;0;0;0;0;0;0;6400;6400;0;1600;1;1;64;1;1;8000;0.0625;1;0;1;0;0;1;0;2.53;3.74;11.12
2;0;1;1;0;0;0;27000;0;0;0;0;0;0;6400;6400;0;1600;1;1;64;1;1;9000;0.0625;1;0;1;0;0;1;0;2.61;3.69;12.05
2;0;1;1;0;0;0;30000;0;0;0;0;0;0;6400;6400;0;1600;1;1;64;1;1;10000;0.0625;1;0;1;0;0;1;0;2.8;3.85;13.25
2;0;1;1;0;0;0;3000;0;0;0;0;0;0;6656;6656;0;1664;1;1;64;1;1;1000;0.0625;1;0;1;0;0;1;0;1.92;2.27;4.01
2;0;1;1;0;0;0;6000;0;0;0;0;0;0;6656;6656;0;1664;1;1;64;1;1;2000;0.0625;1;0;1;0;0;1;0;1.9;2.18;5.07
2;0;1;1;0;0;0;9000;0;0;0;0;0;0;6656;6656;0;1664;1;1;64;1;1;3000;0.0625;1;0;1;0;0;1;0;1.79;2.47;5.71
2;0;1;1;0;0;0;12000;0;0;0;0;0;0;6656;6656;0;1664;1;1;64;1;1;4000;0.0625;1;0;1;0;0;1;0;1.92;2.86;6.95
2;0;1;1;0;0;0;15000;0;0;0;0;0;0;6656;6656;0;1664;1;1;64;1;1;5000;0.0625;1;0;1;0;0;1;0;2.13;3.01;7.96
2;0;1;1;0;0;0;18000;0;0;0;0;0;0;6656;6656;0;1664;1;1;64;1;1;6000;0.0625;1;0;1;0;0;1;0;2.23;3.03;8.84
2;0;1;1;0;0;0;21000;0;0;0;0;0;0;6656;6656;0;1664;1;1;64;1;1;7000;0.0625;1;0;1;0;0;1;0;2.42;3.17;10.08
2;0;1;1;0;0;0;24000;0;0;0;0;0;0;6656;6656;0;1664;1;1;64;1;1;8000;0.0625;1;0;1;0;0;1;0;2.5;3.39;11.09
2;0;1;1;0;0;0;27000;0;0;0;0;0;0;6656;6656;0;1664;1;1;64;1;1;9000;0.0625;1;0;1;0;0;1;0;2.7;3.76;12.36
2;0;1;1;0;0;0;30000;0;0;0;0;0;0;6656;6656;0;1664;1;1;64;1;1;10000;0.0625;1;0;1;0;0;1;0;2.85;3.87;13.29
2;0;1;1;0;0;0;3000;0;0;0;0;0;0;6912;6912;0;1728;1;1;64;1;1;1000;0.0625;1;0;1;0;0;1;0;1.84;2.15;3.76
2;0;1;1;0;0;0;6000;0;0;0;0;0;0;6912;6912;0;1728;1;1;64;1;1;2000;0.0625;1;0;1;0;0;1;0;2.02;2.47;5.02
2;0;1;1;0;0;0;9000;0;0;0;0;0;0;6912;6912;0;1728;1;1;64;1;1;3000;0.0625;1;0;1;0;0;1;0;1.83;2.38;6.02
2;0;1;1;0;0;0;12000;0;0;0;0;0;0;6912;6912;0;1728;1;1;64;1;1;4000;0.0625;1;0;1;0;0;1;0;2.02;2.58;6.67
2;0;1;1;0;0;0;15000;0;0;0;0;0;0;6912;6912;0;1728;1;1;64;1;1;5000;0.0625;1;0;1;0;0;1;0;2.14;2.98;8
2;0;1;1;0;0;0;18000;0;0;0;0;0;0;6912;6912;0;1728;1;1;64;1;1;6000;0.0625;1;0;1;0;0;1;0;2.4;3.29;9.17
2;0;1;1;0;0;0;21000;0;0;0;0;0;0;6912;6912;0;1728;1;1;64;1;1;7000;0.0625;1;0;1;0;0;1;0;2.54;3.51;10.31
2;0;1;1;0;0;0;24000;0;0;0;0;0;0;6912;6912;0;1728;1;1;64;1;1;8000;0.0625;1;0;1;0;0;1;0;2.53;3.44;11.58
2;0;1;1;0;0;0;27000;0;0;0;0;0;0;6912;6912;0;1728;1;1;64;1;1;9000;0.0625;1;0;1;0;0;1;0;2.71;3.92;12.7
2;0;1;1;0;0;0;30000;0;0;0;0;0;0;6912;6912;0;1728;1;1;64;1;1;10000;0.0625;1;0;1;0;0;1;0;2.77;3.7;13.63
2;0;1;1;0;0;0;3000;0;0;0;0;0;0;7168;7168;0;1792;1;1;64;1;1;1000;0.0625;1;0;1;0;0;1;0;1.74;2.08;3.65
2;0;1;1;0;0;0;6000;0;0;0;0;0;0;7168;7168;0;1792;1;1;64;1;1;2000;0.0625;1;0;1;0;0;1;0;1.75;2.19;4.9
2;0;1;1;0;0;0;9000;0;0;0;0;0;0;7168;7168;0;1792;1;1;64;1;1;3000;0.0625;1;0;1;0;0;1;0;1.78;2.55;5.87
2;0;1;1;0;0;0;12000;0;0;0;0;0;0;7168;7168;0;1792;1;1;64;1;1;4000;0.0625;1;0;1;0;0;1;0;1.97;2.75;6.95
2;0;1;1;0;0;0;15000;0;0;0;0;0;0;7168;7168;0;1792;1;1;64;1;1;5000;0.0625;1;0;1;0;0;1;0;2.2;2.94;8.21
2;0;1;1;0;0;0;18000;0;0;0;0;0;0;7168;7168;0;1792;1;1;64;1;1;6000;0.0625;1;0;1;0;0;1;0;2.29;3.35;9.58
2;0;1;1;0;0;0;21000;0;0;0;0;0;0;7168;7168;0;1792;1;1;64;1;1;7000;0.0625;1;0;1;0;0;1;0;2.48;3.37;10.74
2;0;1;1;0;0;0;24000;0;0;0;0;0;0;7168;7168;0;1792;1;1;64;1;1;8000;0.0625;1;0;1;0;0;1;0;2.45;3.81;11.59
2;0;1;1;0;0;0;27000;0;0;0;0;0;0;7168;7168;0;1792;1;1;64;1;1;9000;0.0625;1;0;1;0;0;1;0;2.72;3.61;13.01
2;0;1;1;0;0;0;30000;0;0;0;0;0;0;7168;7168;0;1792;1;1;64;1;1;10000;0.0625;1;0;1;0;0;1;0;2.88;4.02;13.82
2;0;1;1;0;0;0;3000;0;0;0;0;0;0;7424;7424;0;1856;1;1;64;1;1;1000;0.0625;1;0;1;0;0;1;0;1.71;2.17;3.92
2;0;1;1;0;0;0;6000;0;0;0;0;0;0;7424;7424;0;1856;1;1;64;1;1;2000;0.0625;1;0;1;0;0;1;0;1.65;2.2;4.94
2;0;1;1;0;0;0;9000;0;0;0;0;0;0;7424;7424;0;1856;1;1;64;1;1;3000;0.0625;1;0;1;0;0;1;0;1.9;2.66;6.45
2;0;1;1;0;0;0;12000;0;0;0;0;0;0;7424;7424;0;1856;1;1;64;1;1;4000;0.0625;1;0;1;0;0;1;0;1.99;2.57;7.34
2;0;1;1;0;0;0;15000;0;0;0;0;0;0;7424;7424;0;1856;1;1;64;1;1;5000;0.0625;1;0;1;0;0;1;0;2.23;3.01;8.96
2;0;1;1;0;0;0;18000;0;0;0;0;0;0;7424;7424;0;1856;1;1;64;1;1;6000;0.0625;1;0;1;0;0;1;0;2.35;3.11;9.68
2;0;1;1;0;0;0;21000;0;0;0;0;0;0;7424;7424;0;1856;1;1;64;1;1;7000;0.0625;1;0;1;0;0;1;0;2.56;3.25;11.08
2;0;1;1;0;0;0;24000;0;0;0;0;0;0;7424;7424;0;1856;1;1;64;1;1;8000;0.0625;1;0;1;0;0;1;0;2.75;3.64;12.67
2;0;1;1;0;0;0;27000;0;0;0;0;0;0;7424;7424;0;1856;1;1;64;1;1;9000;0.0625;1;0;1;0;0;1;0;2.55;3.37;13.49
2;0;1;1;0;0;0;30000;0;0;0;0;0;0;7424;7424;0;1856;1;1;64;1;1;10000;0.0625;1;0;1;0;0;1;0;2.43;3.54;14.86
2;0;1;1;0;0;0;3000;0;0;0;0;0;0;7680;7680;0;1920;1;1;64;1;1;1000;0.0625;1;0;1;0;0;1;0;1.7;2.1;3.95
2;0;1;1;0;0;0;6000;0;0;0;0;0;0;7680;7680;0;1920;1;1;64;1;1;2000;0.0625;1;0;1;0;0;1;0;1.8;2.42;5.2
2;0;1;1;0;0;0;9000;0;0;0;0;0;0;7680;7680;0;1920;1;1;64;1;1;3000;0.0625;1;0;1;0;0;1;0;2;2.68;6.49
2;0;1;1;0;0;0;12000;0;0;0;0;0;0;7680;7680;0;1920;1;1;64;1;1;4000;0.0625;1;0;1;0;0;1;0;2.08;2.81;7.54
2;0;1;1;0;0;0;15000;0;0;0;0;0;0;7680;7680;0;1920;1;1;64;1;1;5000;0.0625;1;0;1;0;0;1;0;2.33;3.11;8.93
2;0;1;1;0;0;0;18000;0;0;0;0;0;0;7680;7680;0;1920;1;1;64;1;1;6000;0.0625;1;0;1;0;0;1;0;2.37;3.06;9.83
2;0;1;1;0;0;0;21000;0;0;0;0;0;0;7680;7680;0;1920;1;1;64;1;1;7000;0.0625;1;0;1;0;0;1;0;2.49;3.27;11.16
2;0;1;1;0;0;0;24000;0;0;0;0;0;0;7680;7680;0;1920;1;1;64;1;1;8000;0.0625;1;0;1;0;0;1;0;2.43;3.17;12.28
2;0;1;1;0;0;0;27000;0;0;0;0;0;0;7680;7680;0;1920;1;1;64;1;1;9000;0.0625;1;0;1;0;0;1;0;2.59;3.48;13.56
2;0;1;1;0;0;0;30000;0;0;0;0;0;0;7680;7680;0;1920;1;1;64;1;1;10000;0.0625;1;0;1;0;0;1;0;2.78;3.53;14.94
