Training sample index,Branch count,Read accesses to global memory (per thread),Write accesses to global memory (per thread),Read accesses to local memory (per thread),Write accesses to local memory (per thread),Read accesses to constant memory (per thread),Arithmetic operations (per thread),Logic operations (per thread),Bitwise operations (per thread),Comparison operations (per thread),Pown operations (per thread),Sqrt operations (per thread),Hypot operations (per thread),Data size transf from host to device (bytes),Data size transf from device to host (bytes),Data size allocated locally (bytes),Global work size dim 1 (number of threads),Global work size dim 2 (number of threads),Global work size dim 3 (number of threads),Local work size dim 1 (number of threads),Local work size dim 2 (number of threads),Local work size dim 3 (number of threads),Loop iterations,Intra cache usage global,Inter cache usage global,Intra collision global,Intra cohaleshing global,Intra cache usage local,Intra collision local,Intra cohaleshing local,Cache Misses,GeForce GT 640 Completion Time (ms),        Intel(R) Core(TM) i3-3240 CPU @ 3.40GHz Completion Time (ms),cache misses manuali,least set bit
0,0,2,1,0,0,0,1,0,0,0,0,0,0,2097152,1048576,0,262144,1,1,128,1,1,0,0.125,2,0,0.5,0,0,1,0,4.77,1.56,32768,262144
0,0,2,1,0,0,0,1,0,0,0,0,0,0,4194304,2097152,0,524288,1,1,128,1,1,0,0.125,2,0,0.5,0,0,1,0,5.3,1.89,65536,524288
0,0,2,1,0,0,0,1,0,0,0,0,0,0,6291456,3145728,0,786432,1,1,128,1,1,0,0.125,2,0,0.5,0,0,1,0,6.22,2.16,98304,262144
0,0,2,1,0,0,0,1,0,0,0,0,0,0,8388608,4194304,0,1048576,1,1,128,1,1,0,0.125,2,0,0.5,0,0,1,0,7.22,2.51,131072,1048576
0,0,2,1,0,0,0,1,0,0,0,0,0,0,10485760,5242880,0,1310720,1,1,128,1,1,0,0.125,2,0,0.5,0,0,1,0,8.68,2.79,163840,262144
0,0,2,1,0,0,0,1,0,0,0,0,0,0,12582912,6291456,0,1572864,1,1,128,1,1,0,0.125,2,0,0.5,0,0,1,0,9.64,2.86,196608,524288
0,0,2,1,0,0,0,1,0,0,0,0,0,0,14680064,7340032,0,1835008,1,1,128,1,1,0,0.125,2,0,0.5,0,0,1,0,10.66,3.22,229376,262144
0,0,2,1,0,0,0,1,0,0,0,0,0,0,16777216,8388608,0,2097152,1,1,128,1,1,0,0.125,2,0,0.5,0,0,1,0,11.57,3.43,262144,2097152
0,0,2,1,0,0,0,1,0,0,0,0,0,0,18874368,9437184,0,2359296,1,1,128,1,1,0,0.125,2,0,0.5,0,0,1,0,12.75,3.73,294912,262144
0,0,2,1,0,0,0,1,0,0,0,0,0,0,20971520,10485760,0,2621440,1,1,128,1,1,0,0.125,2,0,0.5,0,0,1,0,13.6,4.08,327680,524288
0,0,2,1,0,0,0,1,0,0,0,0,0,0,23068672,11534336,0,2883584,1,1,128,1,1,0,0.125,2,0,0.5,0,0,1,0,14.89,4.29,360448,262144
0,0,2,1,0,0,0,1,0,0,0,0,0,0,25165824,12582912,0,3145728,1,1,128,1,1,0,0.125,2,0,0.5,0,0,1,0,15.85,4.6,393216,1048576
0,0,2,1,0,0,0,1,0,0,0,0,0,0,27262976,13631488,0,3407872,1,1,128,1,1,0,0.125,2,0,0.5,0,0,1,0,16.85,4.87,425984,262144
0,0,2,1,0,0,0,1,0,0,0,0,0,0,29360128,14680064,0,3670016,1,1,128,1,1,0,0.125,2,0,0.5,0,0,1,0,17.87,5.09,458752,524288
0,0,2,1,0,0,0,1,0,0,0,0,0,0,31457280,15728640,0,3932160,1,1,128,1,1,0,0.125,2,0,0.5,0,0,1,0,19.09,5.54,491520,262144
0,0,2,1,0,0,0,1,0,0,0,0,0,0,33554432,16777216,0,4194304,1,1,128,1,1,0,0.125,2,0,0.5,0,0,1,0,20.15,5.76,524288,4194304
0,0,2,1,0,0,0,1,0,0,0,0,0,0,35651584,17825792,0,4456448,1,1,128,1,1,0,0.125,2,0,0.5,0,0,1,0,21.24,6.19,557056,262144
0,0,2,1,0,0,0,1,0,0,0,0,0,0,37748736,18874368,0,4718592,1,1,128,1,1,0,0.125,2,0,0.5,0,0,1,0,21.97,6.24,589824,524288
0,0,2,1,0,0,0,1,0,0,0,0,0,0,39845888,19922944,0,4980736,1,1,128,1,1,0,0.125,2,0,0.5,0,0,1,0,23.34,6.9,622592,262144
0,0,2,1,0,0,0,1,0,0,0,0,0,0,41943040,20971520,0,5242880,1,1,128,1,1,0,0.125,2,0,0.5,0,0,1,0,24.25,6.76,655360,1048576
0,0,2,1,0,0,0,1,0,0,0,0,0,0,44040192,22020096,0,5505024,1,1,128,1,1,0,0.125,2,0,0.5,0,0,1,0,25.65,6.99,688128,262144
0,0,2,1,0,0,0,1,0,0,0,0,0,0,46137344,23068672,0,5767168,1,1,128,1,1,0,0.125,2,0,0.5,0,0,1,0,26.54,7.2,720896,524288
0,0,2,1,0,0,0,1,0,0,0,0,0,0,48234496,24117248,0,6029312,1,1,128,1,1,0,0.125,2,0,0.5,0,0,1,0,27.74,7.47,753664,262144
0,0,2,1,0,0,0,1,0,0,0,0,0,0,50331648,25165824,0,6291456,1,1,128,1,1,0,0.125,2,0,0.5,0,0,1,0,27.41,7.92,786432,2097152
0,0,2,1,0,0,0,1,0,0,0,0,0,0,52428800,26214400,0,6553600,1,1,128,1,1,0,0.125,2,0,0.5,0,0,1,0,27.64,8.13,819200,262144
0,0,2,1,0,0,0,1,0,0,0,0,0,0,54525952,27262976,0,6815744,1,1,128,1,1,0,0.125,2,0,0.5,0,0,1,0,29.14,8.32,851968,524288
0,0,2,1,0,0,0,1,0,0,0,0,0,0,56623104,28311552,0,7077888,1,1,128,1,1,0,0.125,2,0,0.5,0,0,1,0,29.83,8.54,884736,262144
0,0,2,1,0,0,0,1,0,0,0,0,0,0,58720256,29360128,0,7340032,1,1,128,1,1,0,0.125,2,0,0.5,0,0,1,0,30.86,8.97,917504,1048576
0,0,2,1,0,0,0,1,0,0,0,0,0,0,60817408,30408704,0,7602176,1,1,128,1,1,0,0.125,2,0,0.5,0,0,1,0,31.85,9.01,950272,262144
0,0,2,1,0,0,0,1,0,0,0,0,0,0,62914560,31457280,0,7864320,1,1,128,1,1,0,0.125,2,0,0.5,0,0,1,0,32.68,9.21,983040,524288
0,0,2,1,0,0,0,1,0,0,0,0,0,0,65011712,32505856,0,8126464,1,1,128,1,1,0,0.125,2,0,0.5,0,0,1,0,33.67,9.63,1015808,262144
0,0,2,1,0,0,0,1,0,0,0,0,0,0,67108864,33554432,0,8388608,1,1,128,1,1,0,0.125,2,0,0.5,0,0,1,0,34.43,10.07,1048576,8388608
0,0,2,1,0,0,0,1,0,0,0,0,0,0,69206016,34603008,0,8650752,1,1,128,1,1,0,0.125,2,0,0.5,0,0,1,0,35.69,10.52,1081344,262144
0,0,2,1,0,0,0,1,0,0,0,0,0,0,71303168,35651584,0,8912896,1,1,128,1,1,0,0.125,2,0,0.5,0,0,1,0,36.43,10.3,1114112,524288
0,0,2,1,0,0,0,1,0,0,0,0,0,0,73400320,36700160,0,9175040,1,1,128,1,1,0,0.125,2,0,0.5,0,0,1,0,37.92,10.91,1146880,262144
0,0,2,1,0,0,0,1,0,0,0,0,0,0,75497472,37748736,0,9437184,1,1,128,1,1,0,0.125,2,0,0.5,0,0,1,0,38.49,11.76,1179648,1048576
0,0,2,1,0,0,0,1,0,0,0,0,0,0,77594624,38797312,0,9699328,1,1,128,1,1,0,0.125,2,0,0.5,0,0,1,0,39.77,11.37,1212416,262144
0,0,2,1,0,0,0,1,0,0,0,0,0,0,79691776,39845888,0,9961472,1,1,128,1,1,0,0.125,2,0,0.5,0,0,1,0,40.59,11.63,1245184,524288
0,0,2,1,0,0,0,1,0,0,0,0,0,0,81788928,40894464,0,10223616,1,1,128,1,1,0,0.125,2,0,0.5,0,0,1,0,41.83,11.87,1277952,262144
0,0,2,1,0,0,0,1,0,0,0,0,0,0,83886080,41943040,0,10485760,1,1,128,1,1,0,0.125,2,0,0.5,0,0,1,0,42.45,12.03,1310720,2097152
0,0,2,1,0,0,0,1,0,0,0,0,0,0,85983232,42991616,0,10747904,1,1,128,1,1,0,0.125,2,0,0.5,0,0,1,0,43.81,12.22,1343488,262144
0,0,2,1,0,0,0,1,0,0,0,0,0,0,88080384,44040192,0,11010048,1,1,128,1,1,0,0.125,2,0,0.5,0,0,1,0,44.36,12.76,1376256,524288
0,0,2,1,0,0,0,1,0,0,0,0,0,0,90177536,45088768,0,11272192,1,1,128,1,1,0,0.125,2,0,0.5,0,0,1,0,45.65,13.04,1409024,262144
0,0,2,1,0,0,0,1,0,0,0,0,0,0,92274688,46137344,0,11534336,1,1,128,1,1,0,0.125,2,0,0.5,0,0,1,0,46.77,15.04,1441792,1048576
0,0,2,1,0,0,0,1,0,0,0,0,0,0,94371840,47185920,0,11796480,1,1,128,1,1,0,0.125,2,0,0.5,0,0,1,0,48.24,13.51,1474560,262144
0,0,2,1,0,0,0,1,0,0,0,0,0,0,96468992,48234496,0,12058624,1,1,128,1,1,0,0.125,2,0,0.5,0,0,1,0,48.74,13.97,1507328,524288
0,0,2,1,0,0,0,1,0,0,0,0,0,0,98566144,49283072,0,12320768,1,1,128,1,1,0,0.125,2,0,0.5,0,0,1,0,50.08,14.06,1540096,262144
0,0,2,1,0,0,0,1,0,0,0,0,0,0,100663296,50331648,0,12582912,1,1,128,1,1,0,0.125,2,0,0.5,0,0,1,0,50.74,14.48,1572864,4194304
0,0,2,1,0,0,0,1,0,0,0,0,0,0,102760448,51380224,0,12845056,1,1,128,1,1,0,0.125,2,0,0.5,0,0,1,0,51.78,14.5,1605632,262144
0,0,2,1,0,0,0,1,0,0,0,0,0,0,104857600,52428800,0,13107200,1,1,128,1,1,0,0.125,2,0,0.5,0,0,1,0,52.86,15.44,1638400,524288
0,0,2,1,0,0,0,1,0,0,0,0,0,0,106954752,53477376,0,13369344,1,1,128,1,1,0,0.125,2,0,0.5,0,0,1,0,55.82,15.74,1671168,262144
0,0,2,1,0,0,0,1,0,0,0,0,0,0,109051904,54525952,0,13631488,1,1,128,1,1,0,0.125,2,0,0.5,0,0,1,0,55.59,15.79,1703936,1048576
0,0,2,1,0,0,0,1,0,0,0,0,0,0,111149056,55574528,0,13893632,1,1,128,1,1,0,0.125,2,0,0.5,0,0,1,0,56.22,15.91,1736704,262144
0,0,2,1,0,0,0,1,0,0,0,0,0,0,113246208,56623104,0,14155776,1,1,128,1,1,0,0.125,2,0,0.5,0,0,1,0,57.21,16.55,1769472,524288
0,0,2,1,0,0,0,1,0,0,0,0,0,0,115343360,57671680,0,14417920,1,1,128,1,1,0,0.125,2,0,0.5,0,0,1,0,58.58,16.55,1802240,262144
0,0,2,1,0,0,0,1,0,0,0,0,0,0,117440512,58720256,0,14680064,1,1,128,1,1,0,0.125,2,0,0.5,0,0,1,0,59.39,16.67,1835008,2097152
0,0,2,1,0,0,0,1,0,0,0,0,0,0,119537664,59768832,0,14942208,1,1,128,1,1,0,0.125,2,0,0.5,0,0,1,0,60.45,16.76,1867776,262144
0,0,2,1,0,0,0,1,0,0,0,0,0,0,121634816,60817408,0,15204352,1,1,128,1,1,0,0.125,2,0,0.5,0,0,1,0,64.12,17.01,1900544,524288
0,0,2,1,0,0,0,1,0,0,0,0,0,0,123731968,61865984,0,15466496,1,1,128,1,1,0,0.125,2,0,0.5,0,0,1,0,61.66,17.4,1933312,262144
0,0,2,1,0,0,0,1,0,0,0,0,0,0,125829120,62914560,0,15728640,1,1,128,1,1,0,0.125,2,0,0.5,0,0,1,0,62.8,17.78,1966080,1048576
0,0,2,1,0,0,0,1,0,0,0,0,0,0,127926272,63963136,0,15990784,1,1,128,1,1,0,0.125,2,0,0.5,0,0,1,0,63.69,18.47,1998848,262144
0,0,2,1,0,0,0,1,0,0,0,0,0,0,130023424,65011712,0,16252928,1,1,128,1,1,0,0.125,2,0,0.5,0,0,1,0,64.58,19.05,2031616,524288
0,0,2,1,0,0,0,1,0,0,0,0,0,0,132120576,66060288,0,16515072,1,1,128,1,1,0,0.125,2,0,0.5,0,0,1,0,65.93,18.4,2064384,262144
0,0,2,1,0,0,0,1,0,0,0,0,0,0,134217728,67108864,0,16777216,1,1,128,1,1,0,0.125,2,0,0.5,0,0,1,0,66.65,18.63,2097152,16777216
1,1,64,1,0,0,0,128,0,0,1,0,0,0,16384,256,0,64,1,1,64,1,1,64,0.0625,1,0,1,0,0,1,63,1.56,1.01,1024,64
1,1,128,1,0,0,0,256,0,0,1,0,0,0,65536,512,0,128,1,1,64,1,1,128,0.0625,1,0,1,0,0,1,127,1.61,0.94,4096,128
1,1,192,1,0,0,0,384,0,0,1,0,0,0,147456,768,0,192,1,1,64,1,1,192,0.0625,1,0,1,0,0,1,191,1.38,0.92,9216,64
1,1,256,1,0,0,0,512,0,0,1,0,0,0,262144,1024,0,256,1,1,64,1,1,256,0.0625,1,0,1,0,0,1,255,1.42,0.92,16384,256
1,1,320,1,0,0,0,640,0,0,1,0,0,0,409600,1280,0,320,1,1,64,1,1,320,0.0625,1,0,1,0,0,1,319,1.39,0.94,25600,64
1,1,384,1,0,0,0,768,0,0,1,0,0,0,589824,1536,0,384,1,1,64,1,1,384,0.0625,1,0,1,0,0,1,383,1.5,1.06,36864,128
1,1,448,1,0,0,0,896,0,0,1,0,0,0,802816,1792,0,448,1,1,64,1,1,448,0.0625,1,0,1,0,0,1,447,1.41,1.09,50176,64
1,1,512,1,0,0,0,1024,0,0,1,0,0,0,1048576,2048,0,512,1,1,64,1,1,512,0.0625,1,0,1,0,0,1,511,2.34,3.43,65536,512
1,1,576,1,0,0,0,1152,0,0,1,0,0,0,1327104,2304,0,576,1,1,64,1,1,576,0.0625,1,0,1,0,0,1,575,2.6,1.14,82944,64
1,1,640,1,0,0,0,1280,0,0,1,0,0,0,1638400,2560,0,640,1,1,64,1,1,640,0.0625,1,0,1,0,0,1,639,2.3,1.3,102400,128
1,1,704,1,0,0,0,1408,0,0,1,0,0,0,1982464,2816,0,704,1,1,64,1,1,704,0.0625,1,0,1,0,0,1,703,2.49,1.39,123904,64
1,1,768,1,0,0,0,1536,0,0,1,0,0,0,2359296,3072,0,768,1,1,64,1,1,768,0.0625,1,0,1,0,0,1,767,3.02,1.82,147456,256
1,1,832,1,0,0,0,1664,0,0,1,0,0,0,2768896,3328,0,832,1,1,64,1,1,832,0.0625,1,0,1,0,0,1,831,2.83,1.85,173056,64
1,1,896,1,0,0,0,1792,0,0,1,0,0,0,3211264,3584,0,896,1,1,64,1,1,896,0.0625,1,0,1,0,0,1,895,2.98,2.1,200704,128
1,1,960,1,0,0,0,1920,0,0,1,0,0,0,3686400,3840,0,960,1,1,64,1,1,960,0.0625,1,0,1,0,0,1,959,3.09,2.32,230400,64
1,1,1024,1,0,0,0,2048,0,0,1,0,0,0,4194304,4096,0,1024,1,1,64,1,1,1024,0.0625,1,0,1,0,0,1,1023,3.52,3.09,4194304,1024
1,1,1088,1,0,0,0,2176,0,0,1,0,0,0,4734976,4352,0,1088,1,1,64,1,1,1088,0.0625,1,0,1,0,0,1,1087,3.75,2.69,295936,64
1,1,1152,1,0,0,0,2304,0,0,1,0,0,0,5308416,4608,0,1152,1,1,64,1,1,1152,0.0625,1,0,1,0,0,1,1151,3.81,3.01,331776,128
1,1,1216,1,0,0,0,2432,0,0,1,0,0,0,5914624,4864,0,1216,1,1,64,1,1,1216,0.0625,1,0,1,0,0,1,1215,4.05,3.25,369664,64
1,1,1280,1,0,0,0,2560,0,0,1,0,0,0,6553600,5120,0,1280,1,1,64,1,1,1280,0.0625,1,0,1,0,0,1,1279,4.12,3.4,409600,256
1,1,1344,1,0,0,0,2688,0,0,1,0,0,0,7225344,5376,0,1344,1,1,64,1,1,1344,0.0625,1,0,1,0,0,1,1343,4.55,3.67,451584,64
1,1,1408,1,0,0,0,2816,0,0,1,0,0,0,7929856,5632,0,1408,1,1,64,1,1,1408,0.0625,1,0,1,0,0,1,1407,4.35,3.86,495616,128
1,1,1472,1,0,0,0,2944,0,0,1,0,0,0,8667136,5888,0,1472,1,1,64,1,1,1472,0.0625,1,0,1,0,0,1,1471,5.06,4.14,541696,64
1,1,1536,1,0,0,0,3072,0,0,1,0,0,0,9437184,6144,0,1536,1,1,64,1,1,1536,0.0625,1,0,1,0,0,1,1535,5.06,5.68,9437184,512
1,1,1600,1,0,0,0,3200,0,0,1,0,0,0,10240000,6400,0,1600,1,1,64,1,1,1600,0.0625,1,0,1,0,0,1,1599,5.2,4.74,640000,64
1,1,1664,1,0,0,0,3328,0,0,1,0,0,0,11075584,6656,0,1664,1,1,64,1,1,1664,0.0625,1,0,1,0,0,1,1663,5.72,5.3,692224,128
1,1,1728,1,0,0,0,3456,0,0,1,0,0,0,11943936,6912,0,1728,1,1,64,1,1,1728,0.0625,1,0,1,0,0,1,1727,5.7,5.32,746496,64
1,1,1792,1,0,0,0,3584,0,0,1,0,0,0,12845056,7168,0,1792,1,1,64,1,1,1792,0.0625,1,0,1,0,0,1,1791,6.29,5.95,802816,256
1,1,1856,1,0,0,0,3712,0,0,1,0,0,0,13778944,7424,0,1856,1,1,64,1,1,1856,0.0625,1,0,1,0,0,1,1855,6.33,5.96,861184,64
1,1,1920,1,0,0,0,3840,0,0,1,0,0,0,14745600,7680,0,1920,1,1,64,1,1,1920,0.0625,1,0,1,0,0,1,1919,6.76,6.28,921600,128
1,1,1984,1,0,0,0,3968,0,0,1,0,0,0,15745024,7936,0,1984,1,1,64,1,1,1984,0.0625,1,0,1,0,0,1,1983,7.15,6.72,984064,64
1,1,2048,1,0,0,0,4096,0,0,1,0,0,0,16777216,8192,0,2048,1,1,64,1,1,2048,0.0625,1,0,1,0,0,1,2047,7.28,10.34,16777216,2048
2,1,64,1,0,0,0,128,0,0,1,0,0,0,16384,256,0,64,1,1,64,1,1,64,1,1,0,0,0,0,1,0,1.39,0.87,256,64
2,1,128,1,0,0,0,256,0,0,1,0,0,0,65536,512,0,128,1,1,64,1,1,128,1,1,0,0,0,0,1,0,1.23,0.88,1024,128
2,1,192,1,0,0,0,384,0,0,1,0,0,0,147456,768,0,192,1,1,64,1,1,192,1,1,0,0,0,0,1,0,1.25,0.9,2304,64
2,1,256,1,0,0,0,512,0,0,1,0,0,0,262144,1024,0,256,1,1,64,1,1,256,1,1,0,0,0,0,1,0,1.33,0.93,4096,256
2,1,320,1,0,0,0,640,0,0,1,0,0,0,409600,1280,0,320,1,1,64,1,1,320,1,1,0,0,0,0,1,0,1.47,0.99,6400,64
2,1,384,1,0,0,0,768,0,0,1,0,0,0,589824,1536,0,384,1,1,64,1,1,384,1,1,0,0,0,0,1,0,1.78,0.93,9216,128
2,1,448,1,0,0,0,896,0,0,1,0,0,0,802816,1792,0,448,1,1,64,1,1,448,1,1,0,0,0,0,1,0,1.73,1.06,12544,64
2,1,512,1,0,0,0,1024,0,0,1,0,0,0,1048576,2048,0,512,1,1,64,1,1,512,1,1,0,0,0,0,1,0,2.4,1.12,16384,512
2,1,576,1,0,0,0,1152,0,0,1,0,0,0,1327104,2304,0,576,1,1,64,1,1,576,1,1,0,0,0,0,1,0,2.99,1.15,20736,64
2,1,640,1,0,0,0,1280,0,0,1,0,0,0,1638400,2560,0,640,1,1,64,1,1,640,1,1,0,0,0,0,1,0,2.95,1.17,25600,128
2,1,704,1,0,0,0,1408,0,0,1,0,0,0,1982464,2816,0,704,1,1,64,1,1,704,1,1,0,0,0,0,1,0,3.09,1.16,30976,64
2,1,768,1,0,0,0,1536,0,0,1,0,0,0,2359296,3072,0,768,1,1,64,1,1,768,1,1,0,0,0,0,1,0,3.83,1.22,36864,256
2,1,832,1,0,0,0,1664,0,0,1,0,0,0,2768896,3328,0,832,1,1,64,1,1,832,1,1,0,0,0,0,1,0,3.95,1.47,43264,64
2,1,896,1,0,0,0,1792,0,0,1,0,0,0,3211264,3584,0,896,1,1,64,1,1,896,1,1,0,0,0,0,1,0,3.84,1.45,50176,128
2,1,960,1,0,0,0,1920,0,0,1,0,0,0,3686400,3840,0,960,1,1,64,1,1,960,1,1,0,0,0,0,1,0,4.1,1.38,57600,64
2,1,1024,1,0,0,0,2048,0,0,1,0,0,0,4194304,4096,0,1024,1,1,64,1,1,1024,1,1,0,0,0,0,1,0,4.59,1.53,65536,1024
2,1,1088,1,0,0,0,2176,0,0,1,0,0,0,4734976,4352,0,1088,1,1,64,1,1,1088,1,1,0,0,0,0,1,0,5.39,1.57,73984,64
2,1,1152,1,0,0,0,2304,0,0,1,0,0,0,5308416,4608,0,1152,1,1,64,1,1,1152,1,1,0,0,0,0,1,0,5.49,1.65,82944,128
2,1,1216,1,0,0,0,2432,0,0,1,0,0,0,5914624,4864,0,1216,1,1,64,1,1,1216,1,1,0,0,0,0,1,0,5.63,1.68,92416,64
2,1,1280,1,0,0,0,2560,0,0,1,0,0,0,6553600,5120,0,1280,1,1,64,1,1,1280,1,1,0,0,0,0,1,0,6.19,1.74,102400,256
2,1,1344,1,0,0,0,2688,0,0,1,0,0,0,7225344,5376,0,1344,1,1,64,1,1,1344,1,1,0,0,0,0,1,0,6.48,1.8,112896,64
2,1,1408,1,0,0,0,2816,0,0,1,0,0,0,7929856,5632,0,1408,1,1,64,1,1,1408,1,1,0,0,0,0,1,0,6.83,1.89,123904,128
2,1,1472,1,0,0,0,2944,0,0,1,0,0,0,8667136,5888,0,1472,1,1,64,1,1,1472,1,1,0,0,0,0,1,0,7.55,1.96,135424,64
2,1,1536,1,0,0,0,3072,0,0,1,0,0,0,9437184,6144,0,1536,1,1,64,1,1,1536,1,1,0,0,0,0,1,0,9.14,2.04,147456,512
2,1,1600,1,0,0,0,3200,0,0,1,0,0,0,10240000,6400,0,1600,1,1,64,1,1,1600,1,1,0,0,0,0,1,0,8.34,2.17,160000,64
2,1,1664,1,0,0,0,3328,0,0,1,0,0,0,11075584,6656,0,1664,1,1,64,1,1,1664,1,1,0,0,0,0,1,0,9.29,2.16,173056,128
2,1,1728,1,0,0,0,3456,0,0,1,0,0,0,11943936,6912,0,1728,1,1,64,1,1,1728,1,1,0,0,0,0,1,0,9.52,2.31,186624,64
2,1,1792,1,0,0,0,3584,0,0,1,0,0,0,12845056,7168,0,1792,1,1,64,1,1,1792,1,1,0,0,0,0,1,0,10.31,2.41,200704,256
2,1,1856,1,0,0,0,3712,0,0,1,0,0,0,13778944,7424,0,1856,1,1,64,1,1,1856,1,1,0,0,0,0,1,0,10.98,2.38,215296,64
2,1,1920,1,0,0,0,3840,0,0,1,0,0,0,14745600,7680,0,1920,1,1,64,1,1,1920,1,1,0,0,0,0,1,0,12.4,2.6,230400,128
2,1,1984,1,0,0,0,3968,0,0,1,0,0,0,15745024,7936,0,1984,1,1,64,1,1,1984,1,1,0,0,0,0,1,0,12.1,2.63,246016,64
2,1,2048,1,0,0,0,4096,0,0,1,0,0,0,16777216,8192,0,2048,1,1,64,1,1,2048,1,1,0,0,0,0,1,0,13.48,2.68,262144,2048
3,0,128,1,0,0,0,248,0,0,0,0,0,0,32768,16384,0,64,64,1,16,16,1,8,0.53125,4,15,0.0625,0,0,1,63,2,1.6,512,64
3,0,256,1,0,0,0,496,0,0,0,0,0,0,131072,65536,0,128,128,1,16,16,1,16,0.53125,2,15,0.0625,0,0,1,127,2,2,2048,128
3,0,384,1,0,0,0,744,0,0,0,0,0,0,294912,147456,0,192,192,1,16,16,1,24,0.53125,1.333333,15,0.0625,0,0,1,191,3.1,2.8,4608,64
3,0,512,1,0,0,0,992,0,0,0,0,0,0,524288,262144,0,256,256,1,16,16,1,32,0.53125,1,15,0.0625,0,0,1,255,4.8,5.2,8192,256
3,0,640,1,0,0,0,1240,0,0,0,0,0,0,819200,409600,0,320,320,1,16,16,1,40,0.53125,0.8000001,15,0.0625,0,0,1,319,6.9,7.1,12800,64
3,0,768,1,0,0,0,1488,0,0,0,0,0,0,1179648,589824,0,384,384,1,16,16,1,48,0.53125,0.6666667,15,0.0625,0,0,1,383,11,11.1,18432,128
3,0,896,1,0,0,0,1736,0,0,0,0,0,0,1605632,802816,0,448,448,1,16,16,1,56,0.53125,0.5714286,15,0.0625,0,0,1,447,15.1,16.9,25088,64
3,0,1024,1,0,0,0,1984,0,0,0,0,0,0,2097152,1048576,0,512,512,1,16,16,1,64,0.53125,0.5,15,0.0625,0,0,1,511,21.1,32,32768,512
3,0,1152,1,0,0,0,2232,0,0,0,0,0,0,2654208,1327104,0,576,576,1,16,16,1,72,0.53125,0.4444445,15,0.0625,0,0,1,575,28.8,50.5,41472,64
3,0,1280,1,0,0,0,2480,0,0,0,0,0,0,3276800,1638400,0,640,640,1,16,16,1,80,0.53125,0.4000001,15,0.0625,0,0,1,639,38.2,137,51200,128
3,0,1408,1,0,0,0,2728,0,0,0,0,0,0,3964928,1982464,0,704,704,1,16,16,1,88,0.53125,0.3636364,15,0.0625,0,0,1,703,50.1,191.9,61952,64
3,0,1536,1,0,0,0,2976,0,0,0,0,0,0,4718592,2359296,0,768,768,1,16,16,1,96,0.53125,0.3333333,15,0.0625,0,0,1,767,63.1,321,1806336,256
3,0,1664,1,0,0,0,3224,0,0,0,0,0,0,5537792,2768896,0,832,832,1,16,16,1,104,0.53125,0.3076923,15,0.0625,0,0,1,831,78.5,467.6,2292992,64
3,0,1792,1,0,0,0,3472,0,0,0,0,0,0,6422528,3211264,0,896,896,1,16,16,1,112,0.53125,0.2857143,15,0.0625,0,0,1,895,97.3,633.3,2860032,128
3,0,1920,1,0,0,0,3720,0,0,0,0,0,0,7372800,3686400,0,960,960,1,16,16,1,120,0.53125,0.2666667,15,0.0625,0,0,1,959,118.2,830.4,3513600,64
3,0,2048,1,0,0,0,3968,0,0,0,0,0,0,8388608,4194304,0,1024,1024,1,16,16,1,128,0.53125,0.25,15,0.0625,0,0,1,1023,142.7,1296.3,1073807360,1024
3,0,2176,1,0,0,0,4216,0,0,0,0,0,0,9469952,4734976,0,1088,1088,1,16,16,1,136,0.53125,0.2352941,15,0.0625,0,0,1,1087,170.4,1288.3,5104896,64
3,0,2304,1,0,0,0,4464,0,0,0,0,0,0,10616832,5308416,0,1152,1152,1,16,16,1,144,0.53125,0.2222223,15,0.0625,0,0,1,1151,200,1558.8,6054912,128
3,0,2432,1,0,0,0,4712,0,0,0,0,0,0,11829248,5914624,0,1216,1216,1,16,16,1,152,0.53125,0.2105263,15,0.0625,0,0,1,1215,234,1861.5,7116032,64
3,0,2560,1,0,0,0,4960,0,0,0,0,0,0,13107200,6553600,0,1280,1280,1,16,16,1,160,0.53125,0.2,15,0.0625,0,0,1,1279,272,2151.5,8294400,256
3,0,2688,1,0,0,0,5208,0,0,0,0,0,0,14450688,7225344,0,1344,1344,1,16,16,1,168,0.53125,0.1904762,15,0.0625,0,0,1,1343,311.7,2532.8,9596160,64
3,0,2816,1,0,0,0,5456,0,0,0,0,0,0,15859712,7929856,0,1408,1408,1,16,16,1,176,0.53125,0.1818182,15,0.0625,0,0,1,1407,357.5,2881.9,11027456,128
3,0,2944,1,0,0,0,5704,0,0,0,0,0,0,17334272,8667136,0,1472,1472,1,16,16,1,184,0.53125,0.173913,15,0.0625,0,0,1,1471,402.5,3371,12594432,64
3,0,3072,1,0,0,0,5952,0,0,0,0,0,0,18874368,9437184,0,1536,1536,1,16,16,1,192,0.53125,0.1666667,15,0.0625,0,0,1,1535,455,4171.8,3624026112,512
3,0,3200,1,0,0,0,6200,0,0,0,0,0,0,20480000,10240000,0,1600,1600,1,16,16,1,200,0.53125,0.16,15,0.0625,0,0,1,1599,509.8,4382.2,16160000,64
3,0,3328,1,0,0,0,6448,0,0,0,0,0,0,22151168,11075584,0,1664,1664,1,16,16,1,208,0.53125,0.1538462,15,0.0625,0,0,1,1663,568.4,4869.3,18170880,128
3,0,3456,1,0,0,0,6696,0,0,0,0,0,0,23887872,11943936,0,1728,1728,1,16,16,1,216,0.53125,0.1481481,15,0.0625,0,0,1,1727,635.4,5595.9,20342016,64
