Training sample index,Branch count,Read accesses to global memory (per thread),Write accesses to global memory (per thread),Read accesses to local memory (per thread),Write accesses to local memory (per thread),Read accesses to constant memory (per thread),Arithmetic operations (per thread),Logic operations (per thread),Bitwise operations (per thread),Comparison operations (per thread),Pown operations (per thread),Sqrt operations (per thread),Hypot operations (per thread),Data size transf from host to device (bytes),Data size transf from device to host (bytes),Data size allocated locally (bytes),Global work size dim 1 (number of threads),Global work size dim 2 (number of threads),Global work size dim 3 (number of threads),Local work size dim 1 (number of threads),Local work size dim 2 (number of threads),Local work size dim 3 (number of threads),Loop iterations,Intra cache usage global,Inter cache usage global,Intra collision global,Intra cohaleshing global,Intra cache usage local,Intra collision local,Intra cohaleshing local,Cache Misses,GeForce GT 640 Completion Time (ms),        Intel(R) Core(TM) i3-3240 CPU @ 3.40GHz Completion Time (ms),cache misses manuali,least set bit
9,0,1,1,0,0,0,60000,0,0,0,0,0,0,4352,4352,0,1088,1,1,64,1,1,20000,0.0625,1,0,1,0,0,1,0,2.07,3.11,68,64
9,0,1,1,0,0,0,90000,0,0,0,0,0,0,4352,4352,0,1088,1,1,64,1,1,30000,0.0625,1,0,1,0,0,1,0,2.38,4.43,68,64
9,0,1,1,0,0,0,120000,0,0,0,0,0,0,4352,4352,0,1088,1,1,64,1,1,40000,0.0625,1,0,1,0,0,1,0,3.13,5.54,68,64
9,0,1,1,0,0,0,150000,0,0,0,0,0,0,4352,4352,0,1088,1,1,64,1,1,50000,0.0625,1,0,1,0,0,1,0,3.68,6.74,68,64
9,0,1,1,0,0,0,180000,0,0,0,0,0,0,4352,4352,0,1088,1,1,64,1,1,60000,0.0625,1,0,1,0,0,1,0,4.15,7.92,68,64
9,0,1,1,0,0,0,210000,0,0,0,0,0,0,4352,4352,0,1088,1,1,64,1,1,70000,0.0625,1,0,1,0,0,1,0,4.78,9.12,68,64
9,0,1,1,0,0,0,240000,0,0,0,0,0,0,4352,4352,0,1088,1,1,64,1,1,80000,0.0625,1,0,1,0,0,1,0,5.19,10.28,68,64
9,0,1,1,0,0,0,270000,0,0,0,0,0,0,4352,4352,0,1088,1,1,64,1,1,90000,0.0625,1,0,1,0,0,1,0,5.89,11.51,68,64
9,0,1,1,0,0,0,300000,0,0,0,0,0,0,4352,4352,0,1088,1,1,64,1,1,100000,0.0625,1,0,1,0,0,1,0,6.46,12.7,68,64
9,0,1,1,0,0,0,30000,0,0,0,0,0,0,4608,4608,0,1152,1,1,64,1,1,10000,0.0625,1,0,1,0,0,1,0,1.5,1.93,72,128
9,0,1,1,0,0,0,60000,0,0,0,0,0,0,4608,4608,0,1152,1,1,64,1,1,20000,0.0625,1,0,1,0,0,1,0,1.84,3.14,72,128
9,0,1,1,0,0,0,90000,0,0,0,0,0,0,4608,4608,0,1152,1,1,64,1,1,30000,0.0625,1,0,1,0,0,1,0,2.44,4.34,72,128
9,0,1,1,0,0,0,120000,0,0,0,0,0,0,4608,4608,0,1152,1,1,64,1,1,40000,0.0625,1,0,1,0,0,1,0,3.19,5.66,72,128
9,0,1,1,0,0,0,150000,0,0,0,0,0,0,4608,4608,0,1152,1,1,64,1,1,50000,0.0625,1,0,1,0,0,1,0,3.73,6.73,72,128
9,0,1,1,0,0,0,180000,0,0,0,0,0,0,4608,4608,0,1152,1,1,64,1,1,60000,0.0625,1,0,1,0,0,1,0,4.23,7.94,72,128
9,0,1,1,0,0,0,210000,0,0,0,0,0,0,4608,4608,0,1152,1,1,64,1,1,70000,0.0625,1,0,1,0,0,1,0,4.8,9.15,72,128
9,0,1,1,0,0,0,240000,0,0,0,0,0,0,4608,4608,0,1152,1,1,64,1,1,80000,0.0625,1,0,1,0,0,1,0,5.38,10.35,72,128
9,0,1,1,0,0,0,270000,0,0,0,0,0,0,4608,4608,0,1152,1,1,64,1,1,90000,0.0625,1,0,1,0,0,1,0,5.94,11.55,72,128
9,0,1,1,0,0,0,300000,0,0,0,0,0,0,4608,4608,0,1152,1,1,64,1,1,100000,0.0625,1,0,1,0,0,1,0,6.46,12.8,72,128
9,0,1,1,0,0,0,30000,0,0,0,0,0,0,4864,4864,0,1216,1,1,64,1,1,10000,0.0625,1,0,1,0,0,1,0,1.49,1.91,76,64
9,0,1,1,0,0,0,60000,0,0,0,0,0,0,4864,4864,0,1216,1,1,64,1,1,20000,0.0625,1,0,1,0,0,1,0,1.85,3.19,76,64
9,0,1,1,0,0,0,90000,0,0,0,0,0,0,4864,4864,0,1216,1,1,64,1,1,30000,0.0625,1,0,1,0,0,1,0,2.54,4.41,76,64
9,0,1,1,0,0,0,120000,0,0,0,0,0,0,4864,4864,0,1216,1,1,64,1,1,40000,0.0625,1,0,1,0,0,1,0,3.19,5.63,76,64
9,0,1,1,0,0,0,150000,0,0,0,0,0,0,4864,4864,0,1216,1,1,64,1,1,50000,0.0625,1,0,1,0,0,1,0,3.76,6.92,76,64
9,0,1,1,0,0,0,180000,0,0,0,0,0,0,4864,4864,0,1216,1,1,64,1,1,60000,0.0625,1,0,1,0,0,1,0,4.25,8.02,76,64
9,0,1,1,0,0,0,210000,0,0,0,0,0,0,4864,4864,0,1216,1,1,64,1,1,70000,0.0625,1,0,1,0,0,1,0,4.87,9.28,76,64
9,0,1,1,0,0,0,240000,0,0,0,0,0,0,4864,4864,0,1216,1,1,64,1,1,80000,0.0625,1,0,1,0,0,1,0,5.37,10.42,76,64
9,0,1,1,0,0,0,270000,0,0,0,0,0,0,4864,4864,0,1216,1,1,64,1,1,90000,0.0625,1,0,1,0,0,1,0,5.98,11.71,76,64
9,0,1,1,0,0,0,300000,0,0,0,0,0,0,4864,4864,0,1216,1,1,64,1,1,100000,0.0625,1,0,1,0,0,1,0,6.53,12.89,76,64
9,0,1,1,0,0,0,30000,0,0,0,0,0,0,5120,5120,0,1280,1,1,64,1,1,10000,0.0625,1,0,1,0,0,1,0,1.57,2.02,80,256
9,0,1,1,0,0,0,60000,0,0,0,0,0,0,5120,5120,0,1280,1,1,64,1,1,20000,0.0625,1,0,1,0,0,1,0,1.87,3.28,80,256
9,0,1,1,0,0,0,90000,0,0,0,0,0,0,5120,5120,0,1280,1,1,64,1,1,30000,0.0625,1,0,1,0,0,1,0,2.4,4.44,80,256
9,0,1,1,0,0,0,120000,0,0,0,0,0,0,5120,5120,0,1280,1,1,64,1,1,40000,0.0625,1,0,1,0,0,1,0,3.27,5.79,80,256
9,0,1,1,0,0,0,150000,0,0,0,0,0,0,5120,5120,0,1280,1,1,64,1,1,50000,0.0625,1,0,1,0,0,1,0,3.79,6.89,80,256
9,0,1,1,0,0,0,180000,0,0,0,0,0,0,5120,5120,0,1280,1,1,64,1,1,60000,0.0625,1,0,1,0,0,1,0,4.27,8.24,80,256
9,0,1,1,0,0,0,210000,0,0,0,0,0,0,5120,5120,0,1280,1,1,64,1,1,70000,0.0625,1,0,1,0,0,1,0,4.91,9.44,80,256
9,0,1,1,0,0,0,240000,0,0,0,0,0,0,5120,5120,0,1280,1,1,64,1,1,80000,0.0625,1,0,1,0,0,1,0,5.32,10.69,80,256
9,0,1,1,0,0,0,270000,0,0,0,0,0,0,5120,5120,0,1280,1,1,64,1,1,90000,0.0625,1,0,1,0,0,1,0,5.99,12.23,80,256
9,0,1,1,0,0,0,300000,0,0,0,0,0,0,5120,5120,0,1280,1,1,64,1,1,100000,0.0625,1,0,1,0,0,1,0,6.52,13.29,80,256
9,0,1,1,0,0,0,30000,0,0,0,0,0,0,5376,5376,0,1344,1,1,64,1,1,10000,0.0625,1,0,1,0,0,1,0,1.48,2.2,84,64
9,0,1,1,0,0,0,60000,0,0,0,0,0,0,5376,5376,0,1344,1,1,64,1,1,20000,0.0625,1,0,1,0,0,1,0,2.04,3.83,84,64
9,0,1,1,0,0,0,90000,0,0,0,0,0,0,5376,5376,0,1344,1,1,64,1,1,30000,0.0625,1,0,1,0,0,1,0,2.59,5.1,84,64
9,0,1,1,0,0,0,120000,0,0,0,0,0,0,5376,5376,0,1344,1,1,64,1,1,40000,0.0625,1,0,1,0,0,1,0,3,6.48,84,64
9,0,1,1,0,0,0,150000,0,0,0,0,0,0,5376,5376,0,1344,1,1,64,1,1,50000,0.0625,1,0,1,0,0,1,0,3.77,7.94,84,64
9,0,1,1,0,0,0,180000,0,0,0,0,0,0,5376,5376,0,1344,1,1,64,1,1,60000,0.0625,1,0,1,0,0,1,0,4.3,9.36,84,64
9,0,1,1,0,0,0,210000,0,0,0,0,0,0,5376,5376,0,1344,1,1,64,1,1,70000,0.0625,1,0,1,0,0,1,0,4.71,10.79,84,64
9,0,1,1,0,0,0,240000,0,0,0,0,0,0,5376,5376,0,1344,1,1,64,1,1,80000,0.0625,1,0,1,0,0,1,0,5.42,12.27,84,64
9,0,1,1,0,0,0,270000,0,0,0,0,0,0,5376,5376,0,1344,1,1,64,1,1,90000,0.0625,1,0,1,0,0,1,0,5.97,13.68,84,64
9,0,1,1,0,0,0,300000,0,0,0,0,0,0,5376,5376,0,1344,1,1,64,1,1,100000,0.0625,1,0,1,0,0,1,0,6.45,15.08,84,64
9,0,1,1,0,0,0,30000,0,0,0,0,0,0,5632,5632,0,1408,1,1,64,1,1,10000,0.0625,1,0,1,0,0,1,0,1.45,2.21,88,128
9,0,1,1,0,0,0,60000,0,0,0,0,0,0,5632,5632,0,1408,1,1,64,1,1,20000,0.0625,1,0,1,0,0,1,0,1.85,3.64,88,128
9,0,1,1,0,0,0,90000,0,0,0,0,0,0,5632,5632,0,1408,1,1,64,1,1,30000,0.0625,1,0,1,0,0,1,0,2.6,5.07,88,128
9,0,1,1,0,0,0,120000,0,0,0,0,0,0,5632,5632,0,1408,1,1,64,1,1,40000,0.0625,1,0,1,0,0,1,0,3.22,6.52,88,128
9,0,1,1,0,0,0,150000,0,0,0,0,0,0,5632,5632,0,1408,1,1,64,1,1,50000,0.0625,1,0,1,0,0,1,0,3.78,7.97,88,128
9,0,1,1,0,0,0,180000,0,0,0,0,0,0,5632,5632,0,1408,1,1,64,1,1,60000,0.0625,1,0,1,0,0,1,0,4.29,9.43,88,128
9,0,1,1,0,0,0,210000,0,0,0,0,0,0,5632,5632,0,1408,1,1,64,1,1,70000,0.0625,1,0,1,0,0,1,0,4.84,10.86,88,128
9,0,1,1,0,0,0,240000,0,0,0,0,0,0,5632,5632,0,1408,1,1,64,1,1,80000,0.0625,1,0,1,0,0,1,0,5.39,12.26,88,128
9,0,1,1,0,0,0,270000,0,0,0,0,0,0,5632,5632,0,1408,1,1,64,1,1,90000,0.0625,1,0,1,0,0,1,0,5.88,13.74,88,128
9,0,1,1,0,0,0,300000,0,0,0,0,0,0,5632,5632,0,1408,1,1,64,1,1,100000,0.0625,1,0,1,0,0,1,0,6.54,15.25,88,128
9,0,1,1,0,0,0,30000,0,0,0,0,0,0,5888,5888,0,1472,1,1,64,1,1,10000,0.0625,1,0,1,0,0,1,0,1.5,2.18,92,64
9,0,1,1,0,0,0,60000,0,0,0,0,0,0,5888,5888,0,1472,1,1,64,1,1,20000,0.0625,1,0,1,0,0,1,0,1.81,3.66,92,64
9,0,1,1,0,0,0,90000,0,0,0,0,0,0,5888,5888,0,1472,1,1,64,1,1,30000,0.0625,1,0,1,0,0,1,0,2.7,5.12,92,64
9,0,1,1,0,0,0,120000,0,0,0,0,0,0,5888,5888,0,1472,1,1,64,1,1,40000,0.0625,1,0,1,0,0,1,0,3.2,6.63,92,64
9,0,1,1,0,0,0,150000,0,0,0,0,0,0,5888,5888,0,1472,1,1,64,1,1,50000,0.0625,1,0,1,0,0,1,0,3.71,8.14,92,64
9,0,1,1,0,0,0,180000,0,0,0,0,0,0,5888,5888,0,1472,1,1,64,1,1,60000,0.0625,1,0,1,0,0,1,0,4.17,9.51,92,64
9,0,1,1,0,0,0,210000,0,0,0,0,0,0,5888,5888,0,1472,1,1,64,1,1,70000,0.0625,1,0,1,0,0,1,0,4.82,10.99,92,64
9,0,1,1,0,0,0,240000,0,0,0,0,0,0,5888,5888,0,1472,1,1,64,1,1,80000,0.0625,1,0,1,0,0,1,0,5.39,12.41,92,64
9,0,1,1,0,0,0,270000,0,0,0,0,0,0,5888,5888,0,1472,1,1,64,1,1,90000,0.0625,1,0,1,0,0,1,0,5.92,13.79,92,64
9,0,1,1,0,0,0,300000,0,0,0,0,0,0,5888,5888,0,1472,1,1,64,1,1,100000,0.0625,1,0,1,0,0,1,0,6.45,15.36,92,64
9,0,1,1,0,0,0,30000,0,0,0,0,0,0,6144,6144,0,1536,1,1,64,1,1,10000,0.0625,1,0,1,0,0,1,0,1.46,2.23,96,512
9,0,1,1,0,0,0,60000,0,0,0,0,0,0,6144,6144,0,1536,1,1,64,1,1,20000,0.0625,1,0,1,0,0,1,0,2.02,3.69,96,512
9,0,1,1,0,0,0,90000,0,0,0,0,0,0,6144,6144,0,1536,1,1,64,1,1,30000,0.0625,1,0,1,0,0,1,0,2.36,5.27,96,512
9,0,1,1,0,0,0,120000,0,0,0,0,0,0,6144,6144,0,1536,1,1,64,1,1,40000,0.0625,1,0,1,0,0,1,0,2.95,6.81,96,512
9,0,1,1,0,0,0,150000,0,0,0,0,0,0,6144,6144,0,1536,1,1,64,1,1,50000,0.0625,1,0,1,0,0,1,0,3.62,8.26,96,512
9,0,1,1,0,0,0,180000,0,0,0,0,0,0,6144,6144,0,1536,1,1,64,1,1,60000,0.0625,1,0,1,0,0,1,0,4.22,9.75,96,512
9,0,1,1,0,0,0,210000,0,0,0,0,0,0,6144,6144,0,1536,1,1,64,1,1,70000,0.0625,1,0,1,0,0,1,0,4.62,11.28,96,512
9,0,1,1,0,0,0,240000,0,0,0,0,0,0,6144,6144,0,1536,1,1,64,1,1,80000,0.0625,1,0,1,0,0,1,0,5.25,12.6,96,512
9,0,1,1,0,0,0,270000,0,0,0,0,0,0,6144,6144,0,1536,1,1,64,1,1,90000,0.0625,1,0,1,0,0,1,0,5.82,14.06,96,512
9,0,1,1,0,0,0,300000,0,0,0,0,0,0,6144,6144,0,1536,1,1,64,1,1,100000,0.0625,1,0,1,0,0,1,0,6.26,15.59,96,512
9,0,1,1,0,0,0,30000,0,0,0,0,0,0,6400,6400,0,1600,1,1,64,1,1,10000,0.0625,1,0,1,0,0,1,0,1.51,2.43,100,64
9,0,1,1,0,0,0,60000,0,0,0,0,0,0,6400,6400,0,1600,1,1,64,1,1,20000,0.0625,1,0,1,0,0,1,0,1.84,4.17,100,64
9,0,1,1,0,0,0,90000,0,0,0,0,0,0,6400,6400,0,1600,1,1,64,1,1,30000,0.0625,1,0,1,0,0,1,0,2.64,5.89,100,64
9,0,1,1,0,0,0,120000,0,0,0,0,0,0,6400,6400,0,1600,1,1,64,1,1,40000,0.0625,1,0,1,0,0,1,0,3.18,7.48,100,64
9,0,1,1,0,0,0,150000,0,0,0,0,0,0,6400,6400,0,1600,1,1,64,1,1,50000,0.0625,1,0,1,0,0,1,0,3.81,9.48,100,64
9,0,1,1,0,0,0,180000,0,0,0,0,0,0,6400,6400,0,1600,1,1,64,1,1,60000,0.0625,1,0,1,0,0,1,0,4.31,11.47,100,64
9,0,1,1,0,0,0,210000,0,0,0,0,0,0,6400,6400,0,1600,1,1,64,1,1,70000,0.0625,1,0,1,0,0,1,0,4.89,12.64,100,64
9,0,1,1,0,0,0,240000,0,0,0,0,0,0,6400,6400,0,1600,1,1,64,1,1,80000,0.0625,1,0,1,0,0,1,0,5.41,14.87,100,64
9,0,1,1,0,0,0,270000,0,0,0,0,0,0,6400,6400,0,1600,1,1,64,1,1,90000,0.0625,1,0,1,0,0,1,0,6.01,16.53,100,64
9,0,1,1,0,0,0,300000,0,0,0,0,0,0,6400,6400,0,1600,1,1,64,1,1,100000,0.0625,1,0,1,0,0,1,0,6.48,17.68,100,64
9,0,1,1,0,0,0,30000,0,0,0,0,0,0,6656,6656,0,1664,1,1,64,1,1,10000,0.0625,1,0,1,0,0,1,0,1.58,2.68,104,128
9,0,1,1,0,0,0,60000,0,0,0,0,0,0,6656,6656,0,1664,1,1,64,1,1,20000,0.0625,1,0,1,0,0,1,0,1.87,4.2,104,128
9,0,1,1,0,0,0,90000,0,0,0,0,0,0,6656,6656,0,1664,1,1,64,1,1,30000,0.0625,1,0,1,0,0,1,0,2.79,6.04,104,128
9,0,1,1,0,0,0,120000,0,0,0,0,0,0,6656,6656,0,1664,1,1,64,1,1,40000,0.0625,1,0,1,0,0,1,0,3.17,8.35,104,128
9,0,1,1,0,0,0,150000,0,0,0,0,0,0,6656,6656,0,1664,1,1,64,1,1,50000,0.0625,1,0,1,0,0,1,0,3.66,9.2,104,128
9,0,1,1,0,0,0,180000,0,0,0,0,0,0,6656,6656,0,1664,1,1,64,1,1,60000,0.0625,1,0,1,0,0,1,0,4.38,11.11,104,128
9,0,1,1,0,0,0,210000,0,0,0,0,0,0,6656,6656,0,1664,1,1,64,1,1,70000,0.0625,1,0,1,0,0,1,0,4.87,13.77,104,128
9,0,1,1,0,0,0,240000,0,0,0,0,0,0,6656,6656,0,1664,1,1,64,1,1,80000,0.0625,1,0,1,0,0,1,0,5.42,14.2,104,128
9,0,1,1,0,0,0,270000,0,0,0,0,0,0,6656,6656,0,1664,1,1,64,1,1,90000,0.0625,1,0,1,0,0,1,0,6.01,16.1,104,128
9,0,1,1,0,0,0,300000,0,0,0,0,0,0,6656,6656,0,1664,1,1,64,1,1,100000,0.0625,1,0,1,0,0,1,0,6.69,17.75,104,128
9,0,1,1,0,0,0,30000,0,0,0,0,0,0,6912,6912,0,1728,1,1,64,1,1,10000,0.0625,1,0,1,0,0,1,0,1.72,2.71,108,64
9,0,1,1,0,0,0,60000,0,0,0,0,0,0,6912,6912,0,1728,1,1,64,1,1,20000,0.0625,1,0,1,0,0,1,0,1.87,4.33,108,64
9,0,1,1,0,0,0,90000,0,0,0,0,0,0,6912,6912,0,1728,1,1,64,1,1,30000,0.0625,1,0,1,0,0,1,0,2.62,5.95,108,64
9,0,1,1,0,0,0,120000,0,0,0,0,0,0,6912,6912,0,1728,1,1,64,1,1,40000,0.0625,1,0,1,0,0,1,0,3.19,8,108,64
9,0,1,1,0,0,0,150000,0,0,0,0,0,0,6912,6912,0,1728,1,1,64,1,1,50000,0.0625,1,0,1,0,0,1,0,3.77,9.29,108,64
9,0,1,1,0,0,0,180000,0,0,0,0,0,0,6912,6912,0,1728,1,1,64,1,1,60000,0.0625,1,0,1,0,0,1,0,4.27,10.91,108,64
9,0,1,1,0,0,0,210000,0,0,0,0,0,0,6912,6912,0,1728,1,1,64,1,1,70000,0.0625,1,0,1,0,0,1,0,4.83,12.64,108,64
9,0,1,1,0,0,0,240000,0,0,0,0,0,0,6912,6912,0,1728,1,1,64,1,1,80000,0.0625,1,0,1,0,0,1,0,5.4,14.51,108,64
9,0,1,1,0,0,0,270000,0,0,0,0,0,0,6912,6912,0,1728,1,1,64,1,1,90000,0.0625,1,0,1,0,0,1,0,5.91,16.09,108,64
9,0,1,1,0,0,0,300000,0,0,0,0,0,0,6912,6912,0,1728,1,1,64,1,1,100000,0.0625,1,0,1,0,0,1,0,6.55,17.78,108,64
9,0,1,1,0,0,0,30000,0,0,0,0,0,0,7168,7168,0,1792,1,1,64,1,1,10000,0.0625,1,0,1,0,0,1,0,1.48,2.6,112,256
9,0,1,1,0,0,0,60000,0,0,0,0,0,0,7168,7168,0,1792,1,1,64,1,1,20000,0.0625,1,0,1,0,0,1,0,1.9,4.32,112,256
9,0,1,1,0,0,0,90000,0,0,0,0,0,0,7168,7168,0,1792,1,1,64,1,1,30000,0.0625,1,0,1,0,0,1,0,2.61,6.06,112,256
9,0,1,1,0,0,0,120000,0,0,0,0,0,0,7168,7168,0,1792,1,1,64,1,1,40000,0.0625,1,0,1,0,0,1,0,3.18,7.96,112,256
9,0,1,1,0,0,0,150000,0,0,0,0,0,0,7168,7168,0,1792,1,1,64,1,1,50000,0.0625,1,0,1,0,0,1,0,3.66,9.5,112,256
9,0,1,1,0,0,0,180000,0,0,0,0,0,0,7168,7168,0,1792,1,1,64,1,1,60000,0.0625,1,0,1,0,0,1,0,4.3,11.43,112,256
9,0,1,1,0,0,0,210000,0,0,0,0,0,0,7168,7168,0,1792,1,1,64,1,1,70000,0.0625,1,0,1,0,0,1,0,4.85,13.03,112,256
9,0,1,1,0,0,0,240000,0,0,0,0,0,0,7168,7168,0,1792,1,1,64,1,1,80000,0.0625,1,0,1,0,0,1,0,5.39,14.89,112,256
9,0,1,1,0,0,0,270000,0,0,0,0,0,0,7168,7168,0,1792,1,1,64,1,1,90000,0.0625,1,0,1,0,0,1,0,5.94,16.69,112,256
9,0,1,1,0,0,0,300000,0,0,0,0,0,0,7168,7168,0,1792,1,1,64,1,1,100000,0.0625,1,0,1,0,0,1,0,6.48,18.92,112,256
9,0,1,1,0,0,0,30000,0,0,0,0,0,0,7424,7424,0,1856,1,1,64,1,1,10000,0.0625,1,0,1,0,0,1,0,1.49,2.7,116,64
9,0,1,1,0,0,0,60000,0,0,0,0,0,0,7424,7424,0,1856,1,1,64,1,1,20000,0.0625,1,0,1,0,0,1,0,1.89,4.7,116,64
9,0,1,1,0,0,0,90000,0,0,0,0,0,0,7424,7424,0,1856,1,1,64,1,1,30000,0.0625,1,0,1,0,0,1,0,2.66,6.55,116,64
9,0,1,1,0,0,0,120000,0,0,0,0,0,0,7424,7424,0,1856,1,1,64,1,1,40000,0.0625,1,0,1,0,0,1,0,3.18,8.47,116,64
9,0,1,1,0,0,0,150000,0,0,0,0,0,0,7424,7424,0,1856,1,1,64,1,1,50000,0.0625,1,0,1,0,0,1,0,3.84,10.39,116,64
9,0,1,1,0,0,0,180000,0,0,0,0,0,0,7424,7424,0,1856,1,1,64,1,1,60000,0.0625,1,0,1,0,0,1,0,4.33,12.26,116,64
9,0,1,1,0,0,0,210000,0,0,0,0,0,0,7424,7424,0,1856,1,1,64,1,1,70000,0.0625,1,0,1,0,0,1,0,4.93,14.3,116,64
9,0,1,1,0,0,0,240000,0,0,0,0,0,0,7424,7424,0,1856,1,1,64,1,1,80000,0.0625,1,0,1,0,0,1,0,5.49,16.27,116,64
9,0,1,1,0,0,0,270000,0,0,0,0,0,0,7424,7424,0,1856,1,1,64,1,1,90000,0.0625,1,0,1,0,0,1,0,6.08,17.98,116,64
9,0,1,1,0,0,0,300000,0,0,0,0,0,0,7424,7424,0,1856,1,1,64,1,1,100000,0.0625,1,0,1,0,0,1,0,6.58,20.05,116,64
9,0,1,1,0,0,0,30000,0,0,0,0,0,0,7680,7680,0,1920,1,1,64,1,1,10000,0.0625,1,0,1,0,0,1,0,1.54,2.69,120,128
9,0,1,1,0,0,0,60000,0,0,0,0,0,0,7680,7680,0,1920,1,1,64,1,1,20000,0.0625,1,0,1,0,0,1,0,1.88,4.61,120,128
9,0,1,1,0,0,0,90000,0,0,0,0,0,0,7680,7680,0,1920,1,1,64,1,1,30000,0.0625,1,0,1,0,0,1,0,2.4,6.59,120,128
9,0,1,1,0,0,0,120000,0,0,0,0,0,0,7680,7680,0,1920,1,1,64,1,1,40000,0.0625,1,0,1,0,0,1,0,3.15,8.59,120,128
9,0,1,1,0,0,0,150000,0,0,0,0,0,0,7680,7680,0,1920,1,1,64,1,1,50000,0.0625,1,0,1,0,0,1,0,3.82,10.43,120,128
9,0,1,1,0,0,0,180000,0,0,0,0,0,0,7680,7680,0,1920,1,1,64,1,1,60000,0.0625,1,0,1,0,0,1,0,4.25,12.32,120,128
9,0,1,1,0,0,0,210000,0,0,0,0,0,0,7680,7680,0,1920,1,1,64,1,1,70000,0.0625,1,0,1,0,0,1,0,4.98,14.26,120,128
9,0,1,1,0,0,0,240000,0,0,0,0,0,0,7680,7680,0,1920,1,1,64,1,1,80000,0.0625,1,0,1,0,0,1,0,5.43,16.28,120,128
9,0,1,1,0,0,0,270000,0,0,0,0,0,0,7680,7680,0,1920,1,1,64,1,1,90000,0.0625,1,0,1,0,0,1,0,6.08,18.1,120,128
9,0,1,1,0,0,0,300000,0,0,0,0,0,0,7680,7680,0,1920,1,1,64,1,1,100000,0.0625,1,0,1,0,0,1,0,6.56,20.01,120,128
9,0,1,1,0,0,0,30000,0,0,0,0,0,0,7936,7936,0,1984,1,1,64,1,1,10000,0.0625,1,0,1,0,0,1,0,1.56,2.73,124,64
9,0,1,1,0,0,0,60000,0,0,0,0,0,0,7936,7936,0,1984,1,1,64,1,1,20000,0.0625,1,0,1,0,0,1,0,2.09,4.67,124,64
9,0,1,1,0,0,0,90000,0,0,0,0,0,0,7936,7936,0,1984,1,1,64,1,1,30000,0.0625,1,0,1,0,0,1,0,2.5,6.59,124,64
9,0,1,1,0,0,0,120000,0,0,0,0,0,0,7936,7936,0,1984,1,1,64,1,1,40000,0.0625,1,0,1,0,0,1,0,3.04,8.6,124,64
9,0,1,1,0,0,0,150000,0,0,0,0,0,0,7936,7936,0,1984,1,1,64,1,1,50000,0.0625,1,0,1,0,0,1,0,3.82,10.52,124,64
9,0,1,1,0,0,0,180000,0,0,0,0,0,0,7936,7936,0,1984,1,1,64,1,1,60000,0.0625,1,0,1,0,0,1,0,4.24,12.44,124,64
9,0,1,1,0,0,0,210000,0,0,0,0,0,0,7936,7936,0,1984,1,1,64,1,1,70000,0.0625,1,0,1,0,0,1,0,4.88,14.39,124,64
9,0,1,1,0,0,0,240000,0,0,0,0,0,0,7936,7936,0,1984,1,1,64,1,1,80000,0.0625,1,0,1,0,0,1,0,5.41,16.32,124,64
9,0,1,1,0,0,0,270000,0,0,0,0,0,0,7936,7936,0,1984,1,1,64,1,1,90000,0.0625,1,0,1,0,0,1,0,6.11,18.42,124,64
9,0,1,1,0,0,0,300000,0,0,0,0,0,0,7936,7936,0,1984,1,1,64,1,1,100000,0.0625,1,0,1,0,0,1,0,6.51,20.24,124,64
9,0,1,1,0,0,0,30000,0,0,0,0,0,0,8192,8192,0,2048,1,1,64,1,1,10000,0.0625,1,0,1,0,0,1,0,1.48,2.8,128,2048
9,0,1,1,0,0,0,60000,0,0,0,0,0,0,8192,8192,0,2048,1,1,64,1,1,20000,0.0625,1,0,1,0,0,1,0,2.09,4.78,128,2048
9,0,1,1,0,0,0,90000,0,0,0,0,0,0,8192,8192,0,2048,1,1,64,1,1,30000,0.0625,1,0,1,0,0,1,0,2.66,6.76,128,2048
9,0,1,1,0,0,0,120000,0,0,0,0,0,0,8192,8192,0,2048,1,1,64,1,1,40000,0.0625,1,0,1,0,0,1,0,3.24,8.7,128,2048
9,0,1,1,0,0,0,150000,0,0,0,0,0,0,8192,8192,0,2048,1,1,64,1,1,50000,0.0625,1,0,1,0,0,1,0,3.8,10.88,128,2048
9,0,1,1,0,0,0,180000,0,0,0,0,0,0,8192,8192,0,2048,1,1,64,1,1,60000,0.0625,1,0,1,0,0,1,0,4.39,12.86,128,2048
9,0,1,1,0,0,0,210000,0,0,0,0,0,0,8192,8192,0,2048,1,1,64,1,1,70000,0.0625,1,0,1,0,0,1,0,4.92,14.69,128,2048
9,0,1,1,0,0,0,240000,0,0,0,0,0,0,8192,8192,0,2048,1,1,64,1,1,80000,0.0625,1,0,1,0,0,1,0,5.61,17.1,128,2048
9,0,1,1,0,0,0,270000,0,0,0,0,0,0,8192,8192,0,2048,1,1,64,1,1,90000,0.0625,1,0,1,0,0,1,0,6.4,19.89,128,2048
9,0,1,1,0,0,0,300000,0,0,0,0,0,0,8192,8192,0,2048,1,1,64,1,1,100000,0.0625,1,0,1,0,0,1,0,6.7,23.12,128,2048
