Training sample index,Branch count,Read accesses to global memory (per thread),Write accesses to global memory (per thread),Read accesses to local memory (per thread),Write accesses to local memory (per thread),Read accesses to constant memory (per thread),Arithmetic operations (per thread),Logic operations (per thread),Bitwise operations (per thread),Comparison operations (per thread),Pown operations (per thread),Sqrt operations (per thread),Hypot operations (per thread),Data size transf from host to device (bytes),Data size transf from device to host (bytes),Data size allocated locally (bytes),Global work size dim 1 (number of threads),Global work size dim 2 (number of threads),Global work size dim 3 (number of threads),Local work size dim 1 (number of threads),Local work size dim 2 (number of threads),Local work size dim 3 (number of threads),Num groups,Loop iterations,Intra cache usage global,Inter cache usage global,Intra collision global,Intra cohaleshing global,Intra cache usage local,Intra collision local,Intra cohaleshing local,Cache Misses,Miss Ratio,Tahiti Compute units,Devastator compute units,Tahit batch count,Devastator batch count,Tahiti Completion Time (ms),Devastator Completion Time (ms),AMD A10-5800K APU with Radeon(tm) HD Graphics   Completion Time (ms)
1,1,1384,1,0,0,0,2768,0,0,1,0,0,0,7661824,5536,0,1408,1,1,64,1,1,22,1384,0.0625,1,0,1,0,0,1,1383,0.999277457,32,6,44,231,4.34,4.35,6.54
1,1,1388,1,0,0,0,2776,0,0,1,0,0,0,7706176,5552,0,1408,1,1,64,1,1,22,1388,0.0625,1,0,1,0,0,1,1387,0.999279539,32,6,44,232,4.24,4.5,6.38
1,1,1392,1,0,0,0,2784,0,0,1,0,0,0,7750656,5568,0,1408,1,1,64,1,1,22,1392,0.0625,1,0,1,0,0,1,1391,0.999281609,32,6,44,232,4.32,4.61,6.95
1,1,1396,1,0,0,0,2792,0,0,1,0,0,0,7795264,5584,0,1408,1,1,64,1,1,22,1396,0.0625,1,0,1,0,0,1,1395,0.999283668,32,6,44,233,4.43,4.39,6.24
1,1,1400,1,0,0,0,2800,0,0,1,0,0,0,7840000,5600,0,1408,1,1,64,1,1,22,1400,0.0625,1,0,1,0,0,1,1399,0.999285714,32,6,44,234,4.19,4.5,6.58
1,1,1404,1,0,0,0,2808,0,0,1,0,0,0,7884864,5616,0,1408,1,1,64,1,1,22,1404,0.0625,1,0,1,0,0,1,1403,0.999287749,32,6,44,234,4.23,4.48,6.33
1,1,1408,1,0,0,0,2816,0,0,1,0,0,0,7929856,5632,0,1408,1,1,64,1,1,22,1408,0.0625,1,0,1,0,0,1,1407,0.999289773,32,6,44,235,4.26,4.53,6.96
1,1,1412,1,0,0,0,2824,0,0,1,0,0,0,7974976,5648,0,1472,1,1,64,1,1,23,1412,0.0625,1,0,1,0,0,1,1411,0.999291785,32,6,45,236,4.32,4.34,6.72
1,1,1416,1,0,0,0,2832,0,0,1,0,0,0,8020224,5664,0,1472,1,1,64,1,1,23,1416,0.0625,1,0,1,0,0,1,1415,0.999293785,32,6,45,236,4.48,4.69,6.77
1,1,1420,1,0,0,0,2840,0,0,1,0,0,0,8065600,5680,0,1472,1,1,64,1,1,23,1420,0.0625,1,0,1,0,0,1,1419,0.999295775,32,6,45,237,4.43,4.7,6.52
1,1,1424,1,0,0,0,2848,0,0,1,0,0,0,8111104,5696,0,1472,1,1,64,1,1,23,1424,0.0625,1,0,1,0,0,1,1423,0.999297753,32,6,45,238,4.41,4.49,6.86
1,1,1428,1,0,0,0,2856,0,0,1,0,0,0,8156736,5712,0,1472,1,1,64,1,1,23,1428,0.0625,1,0,1,0,0,1,1427,0.99929972,32,6,45,238,4.31,4.6,6.8
1,1,1432,1,0,0,0,2864,0,0,1,0,0,0,8202496,5728,0,1472,1,1,64,1,1,23,1432,0.0625,1,0,1,0,0,1,1431,0.999301676,32,6,45,239,4.5,4.8,6.87
1,1,1436,1,0,0,0,2872,0,0,1,0,0,0,8248384,5744,0,1472,1,1,64,1,1,23,1436,0.0625,1,0,1,0,0,1,1435,0.999303621,32,6,45,240,4.52,4.59,6.75
1,1,1440,1,0,0,0,2880,0,0,1,0,0,0,8294400,5760,0,1472,1,1,64,1,1,23,1440,0.0625,1,0,1,0,0,1,1439,0.999305556,32,6,45,240,4.34,4.63,6.91
1,1,1444,1,0,0,0,2888,0,0,1,0,0,0,8340544,5776,0,1472,1,1,64,1,1,23,1444,0.0625,1,0,1,0,0,1,1443,0.999307479,32,6,46,241,4.38,4.73,6.64
1,1,1448,1,0,0,0,2896,0,0,1,0,0,0,8386816,5792,0,1472,1,1,64,1,1,23,1448,0.0625,1,0,1,0,0,1,1447,0.999309392,32,6,46,242,4.35,4.63,6.87
1,1,1452,1,0,0,0,2904,0,0,1,0,0,0,8433216,5808,0,1472,1,1,64,1,1,23,1452,0.0625,1,0,1,0,0,1,1451,0.999311295,32,6,46,242,4.39,4.78,6.87
1,1,1456,1,0,0,0,2912,0,0,1,0,0,0,8479744,5824,0,1472,1,1,64,1,1,23,1456,0.0625,1,0,1,0,0,1,1455,0.999313187,32,6,46,243,4.49,4.91,6.82
1,1,1460,1,0,0,0,2920,0,0,1,0,0,0,8526400,5840,0,1472,1,1,64,1,1,23,1460,0.0625,1,0,1,0,0,1,1459,0.999315068,32,6,46,244,4.52,4.46,7.02
1,1,1464,1,0,0,0,2928,0,0,1,0,0,0,8573184,5856,0,1472,1,1,64,1,1,23,1464,0.0625,1,0,1,0,0,1,1463,0.99931694,32,6,46,244,4.56,4.56,7.2
1,1,1468,1,0,0,0,2936,0,0,1,0,0,0,8620096,5872,0,1472,1,1,64,1,1,23,1468,0.0625,1,0,1,0,0,1,1467,0.999318801,32,6,46,245,4.61,4.87,6.89
1,1,1472,1,0,0,0,2944,0,0,1,0,0,0,8667136,5888,0,1472,1,1,64,1,1,23,1472,0.0625,1,0,1,0,0,1,1471,0.999320652,32,6,46,246,4.41,4.71,7.28
1,1,1476,1,0,0,0,2952,0,0,1,0,0,0,8714304,5904,0,1536,1,1,64,1,1,24,1476,0.0625,1,0,1,0,0,1,1475,0.999322493,32,6,47,246,4.52,4.74,7.2
1,1,1480,1,0,0,0,2960,0,0,1,0,0,0,8761600,5920,0,1536,1,1,64,1,1,24,1480,0.0625,1,0,1,0,0,1,1479,0.999324324,32,6,47,247,4.56,4.81,6.95
1,1,1484,1,0,0,0,2968,0,0,1,0,0,0,8809024,5936,0,1536,1,1,64,1,1,24,1484,0.0625,1,0,1,0,0,1,1483,0.999326146,32,6,47,248,4.61,4.71,6.8
1,1,1488,1,0,0,0,2976,0,0,1,0,0,0,8856576,5952,0,1536,1,1,64,1,1,24,1488,0.0625,1,0,1,0,0,1,1487,0.999327957,32,6,47,248,4.73,4.87,7.28
1,1,1492,1,0,0,0,2984,0,0,1,0,0,0,8904256,5968,0,1536,1,1,64,1,1,24,1492,0.0625,1,0,1,0,0,1,1491,0.999329759,32,6,47,249,4.58,4.96,6.97
1,1,1496,1,0,0,0,2992,0,0,1,0,0,0,8952064,5984,0,1536,1,1,64,1,1,24,1496,0.0625,1,0,1,0,0,1,1495,0.999331551,32,6,47,250,4.66,4.77,7.42
1,1,1500,1,0,0,0,3000,0,0,1,0,0,0,9000000,6000,0,1536,1,1,64,1,1,24,1500,0.0625,1,0,1,0,0,1,1499,0.999333333,32,6,47,250,4.65,4.77,7.1
1,1,1504,1,0,0,0,3008,0,0,1,0,0,0,9048064,6016,0,1536,1,1,64,1,1,24,1504,0.0625,1,0,1,0,0,1,1503,0.999335106,32,6,47,251,4.52,4.84,7.48
1,1,1508,1,0,0,0,3016,0,0,1,0,0,0,9096256,6032,0,1536,1,1,64,1,1,24,1508,0.0625,1,0,1,0,0,1,1507,0.99933687,32,6,48,252,4.51,4.58,7.14
1,1,1512,1,0,0,0,3024,0,0,1,0,0,0,9144576,6048,0,1536,1,1,64,1,1,24,1512,0.0625,1,0,1,0,0,1,1511,0.999338624,32,6,48,252,4.74,4.85,7.41
1,1,1516,1,0,0,0,3032,0,0,1,0,0,0,9193024,6064,0,1536,1,1,64,1,1,24,1516,0.0625,1,0,1,0,0,1,1515,0.999340369,32,6,48,253,4.84,4.83,7.24
1,1,1520,1,0,0,0,3040,0,0,1,0,0,0,9241600,6080,0,1536,1,1,64,1,1,24,1520,0.0625,1,0,1,0,0,1,1519,0.999342105,32,6,48,254,4.59,4.91,7.39
1,1,1524,1,0,0,0,3048,0,0,1,0,0,0,9290304,6096,0,1536,1,1,64,1,1,24,1524,0.0625,1,0,1,0,0,1,1523,0.999343832,32,6,48,254,4.6,5,6.82
1,1,1528,1,0,0,0,3056,0,0,1,0,0,0,9339136,6112,0,1536,1,1,64,1,1,24,1528,0.0625,1,0,1,0,0,1,1527,0.99934555,32,6,48,255,4.68,5.02,7.46
1,1,1532,1,0,0,0,3064,0,0,1,0,0,0,9388096,6128,0,1536,1,1,64,1,1,24,1532,0.0625,1,0,1,0,0,1,1531,0.999347258,32,6,48,256,4.93,4.97,7.27
1,1,1536,1,0,0,0,3072,0,0,1,0,0,0,9437184,6144,0,1536,1,1,64,1,1,24,1536,0.0625,1,0,1,0,0,1,1535,0.999348958,32,6,48,256,4.79,5.11,19.28
1,1,1540,1,0,0,0,3080,0,0,1,0,0,0,9486400,6160,0,1600,1,1,64,1,1,25,1540,0.0625,1,0,1,0,0,1,1539,0.999350649,32,6,49,257,4.78,4.94,7.22
1,1,1544,1,0,0,0,3088,0,0,1,0,0,0,9535744,6176,0,1600,1,1,64,1,1,25,1544,0.0625,1,0,1,0,0,1,1543,0.999352332,32,6,49,258,4.65,5.02,7.34
1,1,1548,1,0,0,0,3096,0,0,1,0,0,0,9585216,6192,0,1600,1,1,64,1,1,25,1548,0.0625,1,0,1,0,0,1,1547,0.999354005,32,6,49,258,4.86,5.03,7.45
1,1,1552,1,0,0,0,3104,0,0,1,0,0,0,9634816,6208,0,1600,1,1,64,1,1,25,1552,0.0625,1,0,1,0,0,1,1551,0.99935567,32,6,49,259,4.83,5.06,7.38
1,1,1556,1,0,0,0,3112,0,0,1,0,0,0,9684544,6224,0,1600,1,1,64,1,1,25,1556,0.0625,1,0,1,0,0,1,1555,0.999357326,32,6,49,260,4.91,5.18,7.48
1,1,1560,1,0,0,0,3120,0,0,1,0,0,0,9734400,6240,0,1600,1,1,64,1,1,25,1560,0.0625,1,0,1,0,0,1,1559,0.999358974,32,6,49,260,4.69,5.07,7.07
1,1,1564,1,0,0,0,3128,0,0,1,0,0,0,9784384,6256,0,1600,1,1,64,1,1,25,1564,0.0625,1,0,1,0,0,1,1563,0.999360614,32,6,49,261,4.86,4.95,7.51
1,1,1568,1,0,0,0,3136,0,0,1,0,0,0,9834496,6272,0,1600,1,1,64,1,1,25,1568,0.0625,1,0,1,0,0,1,1567,0.999362245,32,6,49,262,5.01,5.33,7.84
1,1,1572,1,0,0,0,3144,0,0,1,0,0,0,9884736,6288,0,1600,1,1,64,1,1,25,1572,0.0625,1,0,1,0,0,1,1571,0.999363868,32,6,50,262,4.82,5.34,7.81
1,1,1576,1,0,0,0,3152,0,0,1,0,0,0,9935104,6304,0,1600,1,1,64,1,1,25,1576,0.0625,1,0,1,0,0,1,1575,0.999365482,32,6,50,263,4.94,5.02,7.9
1,1,1580,1,0,0,0,3160,0,0,1,0,0,0,9985600,6320,0,1600,1,1,64,1,1,25,1580,0.0625,1,0,1,0,0,1,1579,0.999367089,32,6,50,264,4.96,5.14,7.54
1,1,1584,1,0,0,0,3168,0,0,1,0,0,0,10036224,6336,0,1600,1,1,64,1,1,25,1584,0.0625,1,0,1,0,0,1,1583,0.999368687,32,6,50,264,4.75,5.14,8.01
1,1,1588,1,0,0,0,3176,0,0,1,0,0,0,10086976,6352,0,1600,1,1,64,1,1,25,1588,0.0625,1,0,1,0,0,1,1587,0.999370277,32,6,50,265,4.91,5.27,7.78
1,1,1592,1,0,0,0,3184,0,0,1,0,0,0,10137856,6368,0,1600,1,1,64,1,1,25,1592,0.0625,1,0,1,0,0,1,1591,0.999371859,32,6,50,266,5.02,5.38,7.9
1,1,1596,1,0,0,0,3192,0,0,1,0,0,0,10188864,6384,0,1600,1,1,64,1,1,25,1596,0.0625,1,0,1,0,0,1,1595,0.999373434,32,6,50,266,5.15,5.41,7.86
1,1,1600,1,0,0,0,3200,0,0,1,0,0,0,10240000,6400,0,1600,1,1,64,1,1,25,1600,0.0625,1,0,1,0,0,1,1599,0.999375,32,6,50,267,4.81,5.27,8.28
1,1,1604,1,0,0,0,3208,0,0,1,0,0,0,10291264,6416,0,1664,1,1,64,1,1,26,1604,0.0625,1,0,1,0,0,1,1603,0.999376559,32,6,51,268,5.01,5.17,7.77
1,1,1608,1,0,0,0,3216,0,0,1,0,0,0,10342656,6432,0,1664,1,1,64,1,1,26,1608,0.0625,1,0,1,0,0,1,1607,0.999378109,32,6,51,268,5.12,5.47,8.09
1,1,1612,1,0,0,0,3224,0,0,1,0,0,0,10394176,6448,0,1664,1,1,64,1,1,26,1612,0.0625,1,0,1,0,0,1,1611,0.999379653,32,6,51,269,4.88,5.21,7.99
1,1,1616,1,0,0,0,3232,0,0,1,0,0,0,10445824,6464,0,1664,1,1,64,1,1,26,1616,0.0625,1,0,1,0,0,1,1615,0.999381188,32,6,51,270,5.1,5.21,8.28
1,1,1620,1,0,0,0,3240,0,0,1,0,0,0,10497600,6480,0,1664,1,1,64,1,1,26,1620,0.0625,1,0,1,0,0,1,1619,0.999382716,32,6,51,270,5.07,5.45,7.94
1,1,1624,1,0,0,0,3248,0,0,1,0,0,0,10549504,6496,0,1664,1,1,64,1,1,26,1624,0.0625,1,0,1,0,0,1,1623,0.999384236,32,6,51,271,5.11,5.29,8.12
1,1,1628,1,0,0,0,3256,0,0,1,0,0,0,10601536,6512,0,1664,1,1,64,1,1,26,1628,0.0625,1,0,1,0,0,1,1627,0.999385749,32,6,51,272,5.07,5.41,8.35
1,1,1632,1,0,0,0,3264,0,0,1,0,0,0,10653696,6528,0,1664,1,1,64,1,1,26,1632,0.0625,1,0,1,0,0,1,1631,0.999387255,32,6,51,272,5.33,5.42,8.61
1,1,1636,1,0,0,0,3272,0,0,1,0,0,0,10705984,6544,0,1664,1,1,64,1,1,26,1636,0.0625,1,0,1,0,0,1,1635,0.999388753,32,6,52,273,5.04,5.43,8.22
1,1,1640,1,0,0,0,3280,0,0,1,0,0,0,10758400,6560,0,1664,1,1,64,1,1,26,1640,0.0625,1,0,1,0,0,1,1639,0.999390244,32,6,52,274,5.08,5.23,8.19
1,1,1644,1,0,0,0,3288,0,0,1,0,0,0,10810944,6576,0,1664,1,1,64,1,1,26,1644,0.0625,1,0,1,0,0,1,1643,0.999391727,32,6,52,274,5.12,5.3,8.18
1,1,1648,1,0,0,0,3296,0,0,1,0,0,0,10863616,6592,0,1664,1,1,64,1,1,26,1648,0.0625,1,0,1,0,0,1,1647,0.999393204,32,6,52,275,5.24,5.63,8.62
1,1,1652,1,0,0,0,3304,0,0,1,0,0,0,10916416,6608,0,1664,1,1,64,1,1,26,1652,0.0625,1,0,1,0,0,1,1651,0.999394673,32,6,52,276,5.21,5.62,8.14
1,1,1656,1,0,0,0,3312,0,0,1,0,0,0,10969344,6624,0,1664,1,1,64,1,1,26,1656,0.0625,1,0,1,0,0,1,1655,0.999396135,32,6,52,276,5.3,5.56,8.49
1,1,1660,1,0,0,0,3320,0,0,1,0,0,0,11022400,6640,0,1664,1,1,64,1,1,26,1660,0.0625,1,0,1,0,0,1,1659,0.99939759,32,6,52,277,5.2,5.55,8.19
1,1,1664,1,0,0,0,3328,0,0,1,0,0,0,11075584,6656,0,1664,1,1,64,1,1,26,1664,0.0625,1,0,1,0,0,1,1663,0.999399038,32,6,52,278,5.11,5.57,8.83
1,1,1668,1,0,0,0,3336,0,0,1,0,0,0,11128896,6672,0,1728,1,1,64,1,1,27,1668,0.0625,1,0,1,0,0,1,1667,0.99940048,32,6,53,278,5.21,5.61,8.64
1,1,1672,1,0,0,0,3344,0,0,1,0,0,0,11182336,6688,0,1728,1,1,64,1,1,27,1672,0.0625,1,0,1,0,0,1,1671,0.999401914,32,6,53,279,5.25,5.8,8.61
1,1,1676,1,0,0,0,3352,0,0,1,0,0,0,11235904,6704,0,1728,1,1,64,1,1,27,1676,0.0625,1,0,1,0,0,1,1675,0.999403341,32,6,53,280,5.34,5.52,8.18
1,1,1680,1,0,0,0,3360,0,0,1,0,0,0,11289600,6720,0,1728,1,1,64,1,1,27,1680,0.0625,1,0,1,0,0,1,1679,0.999404762,32,6,53,280,5.29,5.61,8.2
1,1,1684,1,0,0,0,3368,0,0,1,0,0,0,11343424,6736,0,1728,1,1,64,1,1,27,1684,0.0625,1,0,1,0,0,1,1683,0.999406176,32,6,53,281,5.12,5.23,8.48
1,1,1688,1,0,0,0,3376,0,0,1,0,0,0,11397376,6752,0,1728,1,1,64,1,1,27,1688,0.0625,1,0,1,0,0,1,1687,0.999407583,32,6,53,282,5.41,5.8,8.6
1,1,1692,1,0,0,0,3384,0,0,1,0,0,0,11451456,6768,0,1728,1,1,64,1,1,27,1692,0.0625,1,0,1,0,0,1,1691,0.999408983,32,6,53,282,5.36,5.86,8.6
1,1,1696,1,0,0,0,3392,0,0,1,0,0,0,11505664,6784,0,1728,1,1,64,1,1,27,1696,0.0625,1,0,1,0,0,1,1695,0.999410377,32,6,53,283,5.24,5.67,8.96
1,1,1700,1,0,0,0,3400,0,0,1,0,0,0,11560000,6800,0,1728,1,1,64,1,1,27,1700,0.0625,1,0,1,0,0,1,1699,0.999411765,32,6,54,284,5.38,5.54,8.4
1,1,1704,1,0,0,0,3408,0,0,1,0,0,0,11614464,6816,0,1728,1,1,64,1,1,27,1704,0.0625,1,0,1,0,0,1,1703,0.999413146,32,6,54,284,5.24,5.66,8.88
1,1,1708,1,0,0,0,3416,0,0,1,0,0,0,11669056,6832,0,1728,1,1,64,1,1,27,1708,0.0625,1,0,1,0,0,1,1707,0.99941452,32,6,54,285,5.52,5.62,8.98
1,1,1712,1,0,0,0,3424,0,0,1,0,0,0,11723776,6848,0,1728,1,1,64,1,1,27,1712,0.0625,1,0,1,0,0,1,1711,0.999415888,32,6,54,286,5.3,5.68,9.07
1,1,1716,1,0,0,0,3432,0,0,1,0,0,0,11778624,6864,0,1728,1,1,64,1,1,27,1716,0.0625,1,0,1,0,0,1,1715,0.999417249,32,6,54,286,5.37,5.77,8.98
1,1,1720,1,0,0,0,3440,0,0,1,0,0,0,11833600,6880,0,1728,1,1,64,1,1,27,1720,0.0625,1,0,1,0,0,1,1719,0.999418605,32,6,54,287,5.42,5.59,8.86
1,1,1724,1,0,0,0,3448,0,0,1,0,0,0,11888704,6896,0,1728,1,1,64,1,1,27,1724,0.0625,1,0,1,0,0,1,1723,0.999419954,32,6,54,288,5.5,5.71,8.77
1,1,1728,1,0,0,0,3456,0,0,1,0,0,0,11943936,6912,0,1728,1,1,64,1,1,27,1728,0.0625,1,0,1,0,0,1,1727,0.999421296,32,6,54,288,5.39,5.87,9.43
1,1,1732,1,0,0,0,3464,0,0,1,0,0,0,11999296,6928,0,1792,1,1,64,1,1,28,1732,0.0625,1,0,1,0,0,1,1731,0.999422633,32,6,55,289,5.72,5.68,8.77
1,1,1736,1,0,0,0,3472,0,0,1,0,0,0,12054784,6944,0,1792,1,1,64,1,1,28,1736,0.0625,1,0,1,0,0,1,1735,0.999423963,32,6,55,290,5.52,5.92,9.1
1,1,1740,1,0,0,0,3480,0,0,1,0,0,0,12110400,6960,0,1792,1,1,64,1,1,28,1740,0.0625,1,0,1,0,0,1,1739,0.999425287,32,6,55,290,5.39,5.82,9.01
1,1,1744,1,0,0,0,3488,0,0,1,0,0,0,12166144,6976,0,1792,1,1,64,1,1,28,1744,0.0625,1,0,1,0,0,1,1743,0.999426606,32,6,55,291,5.4,5.79,9.51
1,1,1748,1,0,0,0,3496,0,0,1,0,0,0,12222016,6992,0,1792,1,1,64,1,1,28,1748,0.0625,1,0,1,0,0,1,1747,0.999427918,32,6,55,292,5.62,5.59,9.15
1,1,1752,1,0,0,0,3504,0,0,1,0,0,0,12278016,7008,0,1792,1,1,64,1,1,28,1752,0.0625,1,0,1,0,0,1,1751,0.999429224,32,6,55,292,5.55,5.93,9.13
1,1,1756,1,0,0,0,3512,0,0,1,0,0,0,12334144,7024,0,1792,1,1,64,1,1,28,1756,0.0625,1,0,1,0,0,1,1755,0.999430524,32,6,55,293,5.49,5.84,9.22
1,1,1760,1,0,0,0,3520,0,0,1,0,0,0,12390400,7040,0,1792,1,1,64,1,1,28,1760,0.0625,1,0,1,0,0,1,1759,0.999431818,32,6,55,294,5.59,5.94,9.51
1,1,1764,1,0,0,0,3528,0,0,1,0,0,0,12446784,7056,0,1792,1,1,64,1,1,28,1764,0.0625,1,0,1,0,0,1,1763,0.999433107,32,6,56,294,5.48,5.43,9.01
1,1,1768,1,0,0,0,3536,0,0,1,0,0,0,12503296,7072,0,1792,1,1,64,1,1,28,1768,0.0625,1,0,1,0,0,1,1767,0.999434389,32,6,56,295,5.55,6.05,9.46
1,1,1772,1,0,0,0,3544,0,0,1,0,0,0,12559936,7088,0,1792,1,1,64,1,1,28,1772,0.0625,1,0,1,0,0,1,1771,0.999435666,32,6,56,296,5.74,5.85,9.27
1,1,1776,1,0,0,0,3552,0,0,1,0,0,0,12616704,7104,0,1792,1,1,64,1,1,28,1776,0.0625,1,0,1,0,0,1,1775,0.999436937,32,6,56,296,5.73,5.76,9.33
1,1,1780,1,0,0,0,3560,0,0,1,0,0,0,12673600,7120,0,1792,1,1,64,1,1,28,1780,0.0625,1,0,1,0,0,1,1779,0.999438202,32,6,56,297,5.63,5.85,8.9
1,1,1784,1,0,0,0,3568,0,0,1,0,0,0,12730624,7136,0,1792,1,1,64,1,1,28,1784,0.0625,1,0,1,0,0,1,1783,0.999439462,32,6,56,298,5.53,6.16,9.34
1,1,1788,1,0,0,0,3576,0,0,1,0,0,0,12787776,7152,0,1792,1,1,64,1,1,28,1788,0.0625,1,0,1,0,0,1,1787,0.999440716,32,6,56,298,5.62,6.12,9.41
1,1,1792,1,0,0,0,3584,0,0,1,0,0,0,12845056,7168,0,1792,1,1,64,1,1,28,1792,0.0625,1,0,1,0,0,1,1791,0.999441964,32,6,56,299,5.56,5.97,9.77
1,1,1796,1,0,0,0,3592,0,0,1,0,0,0,12902464,7184,0,1856,1,1,64,1,1,29,1796,0.0625,1,0,1,0,0,1,1795,0.999443207,32,6,57,300,5.61,5.97,9.39
1,1,1800,1,0,0,0,3600,0,0,1,0,0,0,12960000,7200,0,1856,1,1,64,1,1,29,1800,0.0625,1,0,1,0,0,1,1799,0.999444444,32,6,57,300,5.75,5.92,9.31
1,1,1804,1,0,0,0,3608,0,0,1,0,0,0,13017664,7216,0,1856,1,1,64,1,1,29,1804,0.0625,1,0,1,0,0,1,1803,0.999445676,32,6,57,301,5.76,5.96,9.46
1,1,1808,1,0,0,0,3616,0,0,1,0,0,0,13075456,7232,0,1856,1,1,64,1,1,29,1808,0.0625,1,0,1,0,0,1,1807,0.999446903,32,6,57,302,5.85,6.17,9.67
1,1,1812,1,0,0,0,3624,0,0,1,0,0,0,13133376,7248,0,1856,1,1,64,1,1,29,1812,0.0625,1,0,1,0,0,1,1811,0.999448124,32,6,57,302,5.94,6.32,9.25
1,1,1816,1,0,0,0,3632,0,0,1,0,0,0,13191424,7264,0,1856,1,1,64,1,1,29,1816,0.0625,1,0,1,0,0,1,1815,0.999449339,32,6,57,303,5.67,6.2,9.61
1,1,1820,1,0,0,0,3640,0,0,1,0,0,0,13249600,7280,0,1856,1,1,64,1,1,29,1820,0.0625,1,0,1,0,0,1,1819,0.999450549,32,6,57,304,5.67,5.77,8.95
1,1,1824,1,0,0,0,3648,0,0,1,0,0,0,13307904,7296,0,1856,1,1,64,1,1,29,1824,0.0625,1,0,1,0,0,1,1823,0.999451754,32,6,57,304,5.85,6.19,10.13
1,1,1828,1,0,0,0,3656,0,0,1,0,0,0,13366336,7312,0,1856,1,1,64,1,1,29,1828,0.0625,1,0,1,0,0,1,1827,0.999452954,32,6,58,305,5.75,6.24,9.73
1,1,1832,1,0,0,0,3664,0,0,1,0,0,0,13424896,7328,0,1856,1,1,64,1,1,29,1832,0.0625,1,0,1,0,0,1,1831,0.999454148,32,6,58,306,6.09,6.01,9.93
1,1,1836,1,0,0,0,3672,0,0,1,0,0,0,13483584,7344,0,1856,1,1,64,1,1,29,1836,0.0625,1,0,1,0,0,1,1835,0.999455338,32,6,58,306,5.99,6.24,9.74
1,1,1840,1,0,0,0,3680,0,0,1,0,0,0,13542400,7360,0,1856,1,1,64,1,1,29,1840,0.0625,1,0,1,0,0,1,1839,0.999456522,32,6,58,307,5.92,6.25,10.09
1,1,1844,1,0,0,0,3688,0,0,1,0,0,0,13601344,7376,0,1856,1,1,64,1,1,29,1844,0.0625,1,0,1,0,0,1,1843,0.999457701,32,6,58,308,5.74,6.38,9.72
1,1,1848,1,0,0,0,3696,0,0,1,0,0,0,13660416,7392,0,1856,1,1,64,1,1,29,1848,0.0625,1,0,1,0,0,1,1847,0.999458874,32,6,58,308,5.88,6.39,10.2
1,1,1852,1,0,0,0,3704,0,0,1,0,0,0,13719616,7408,0,1856,1,1,64,1,1,29,1852,0.0625,1,0,1,0,0,1,1851,0.999460043,32,6,58,309,5.95,6.28,9.92
1,1,1856,1,0,0,0,3712,0,0,1,0,0,0,13778944,7424,0,1856,1,1,64,1,1,29,1856,0.0625,1,0,1,0,0,1,1855,0.999461207,32,6,58,310,5.84,6.3,10.44
1,1,1860,1,0,0,0,3720,0,0,1,0,0,0,13838400,7440,0,1920,1,1,64,1,1,30,1860,0.0625,1,0,1,0,0,1,1859,0.999462366,32,6,59,310,6.02,6.2,10.12
1,1,1864,1,0,0,0,3728,0,0,1,0,0,0,13897984,7456,0,1920,1,1,64,1,1,30,1864,0.0625,1,0,1,0,0,1,1863,0.999463519,32,6,59,311,5.87,6.43,10.37
1,1,1868,1,0,0,0,3736,0,0,1,0,0,0,13957696,7472,0,1920,1,1,64,1,1,30,1868,0.0625,1,0,1,0,0,1,1867,0.999464668,32,6,59,312,5.93,6.54,10.38
1,1,1872,1,0,0,0,3744,0,0,1,0,0,0,14017536,7488,0,1920,1,1,64,1,1,30,1872,0.0625,1,0,1,0,0,1,1871,0.999465812,32,6,59,312,6.22,6.36,10.16
1,1,1876,1,0,0,0,3752,0,0,1,0,0,0,14077504,7504,0,1920,1,1,64,1,1,30,1876,0.0625,1,0,1,0,0,1,1875,0.999466951,32,6,59,313,6.13,6.58,10.06
1,1,1880,1,0,0,0,3760,0,0,1,0,0,0,14137600,7520,0,1920,1,1,64,1,1,30,1880,0.0625,1,0,1,0,0,1,1879,0.999468085,32,6,59,314,6.05,6.22,10.19
1,1,1884,1,0,0,0,3768,0,0,1,0,0,0,14197824,7536,0,1920,1,1,64,1,1,30,1884,0.0625,1,0,1,0,0,1,1883,0.999469214,32,6,59,314,6.09,6.48,10.21
1,1,1888,1,0,0,0,3776,0,0,1,0,0,0,14258176,7552,0,1920,1,1,64,1,1,30,1888,0.0625,1,0,1,0,0,1,1887,0.999470339,32,6,59,315,6.21,6.52,10.78
1,1,1892,1,0,0,0,3784,0,0,1,0,0,0,14318656,7568,0,1920,1,1,64,1,1,30,1892,0.0625,1,0,1,0,0,1,1891,0.999471459,32,6,60,316,6.01,6.57,10.43
1,1,1896,1,0,0,0,3792,0,0,1,0,0,0,14379264,7584,0,1920,1,1,64,1,1,30,1896,0.0625,1,0,1,0,0,1,1895,0.999472574,32,6,60,316,6.23,6.7,10.7
1,1,1900,1,0,0,0,3800,0,0,1,0,0,0,14440000,7600,0,1920,1,1,64,1,1,30,1900,0.0625,1,0,1,0,0,1,1899,0.999473684,32,6,60,317,6.18,6.78,10.39
1,1,1904,1,0,0,0,3808,0,0,1,0,0,0,14500864,7616,0,1920,1,1,64,1,1,30,1904,0.0625,1,0,1,0,0,1,1903,0.99947479,32,6,60,318,6.02,6.61,10.84
