Training sample index,Branch count,Read accesses to global memory (per thread),Write accesses to global memory (per thread),Read accesses to local memory (per thread),Write accesses to local memory (per thread),Read accesses to constant memory (per thread),Arithmetic operations (per thread),Logic operations (per thread),Bitwise operations (per thread),Comparison operations (per thread),Pown operations (per thread),Sqrt operations (per thread),Hypot operations (per thread),Data size transf from host to device (bytes),Data size transf from device to host (bytes),Data size allocated locally (bytes),Global work size dim 1 (number of threads),Global work size dim 2 (number of threads),Global work size dim 3 (number of threads),Local work size dim 1 (number of threads),Local work size dim 2 (number of threads),Local work size dim 3 (number of threads),Loop iterations,Intra cache usage global,Inter cache usage global,Intra collision global,Intra cohaleshing global,Intra cache usage local,Intra collision local,Intra cohaleshing local,Cache Misses,Tahiti Completion Time (ms),Tahiti Completion Time STDDEV,Devastator Completion Time (ms),Devastator Completion Time STDDEV,AMD A10-5800K APU with Radeon(tm) HD Graphics   Completion Time (ms),AMD A10-5800K APU with Radeon(tm) HD Graphics   Completion Time STDDEV
5,1,121,1,0,0,121,662,0,0,2,0,0,0,15920584,15760900,0,2000,2000,1,16,16,1,121,0.06640625,1.000064,127.5,0.5,0,0,1,10,13.8,5.863446086,29.25,4.561523868,204.26,37.34236736
5,1,121,1,0,0,121,662,0,0,2,0,0,0,16941940,16777216,0,2048,2048,1,16,16,1,121,0.06640625,1.000061,127.5,0.5,0,0,1,10,14.65,5.536018425,30.82,5.942019859,211.76,46.62319594
5,1,121,1,0,0,121,662,0,0,2,0,0,0,16958408,16793604,0,2064,2064,1,16,16,1,121,0.06640625,1.00006,127.5,0.5,0,0,1,10,14.58,5.965199075,31,5.86003413,222.4,46.71958904
5,1,169,1,0,0,169,912,0,0,2,0,0,0,23780,16384,0,64,64,1,16,16,1,169,0.06640625,1.0625,127.5,0.5,0,0,1,12,3.44,4.825598408,3.53,4.974846731,3.51,5.231624987
5,1,169,1,0,0,169,912,0,0,2,0,0,0,24392,16900,0,80,80,1,16,16,1,169,0.06640625,1.04,127.5,0.5,0,0,1,12,3.67,6.149886178,3.97,5.97738237,4.18,7.396458612
5,1,169,1,0,0,169,912,0,0,2,0,0,0,79076,65536,0,128,128,1,16,16,1,169,0.06640625,1.015625,127.5,0.5,0,0,1,12,3.85,6.274352556,4.62,8.384247134,4.83,7.12047049
5,1,169,1,0,0,169,912,0,0,2,0,0,0,80200,66564,0,144,144,1,16,16,1,169,0.06640625,1.012346,127.5,0.5,0,0,1,12,4.09,6.479344103,4.15,7.247585805,4.82,5.675174006
5,1,169,1,0,0,169,912,0,0,2,0,0,0,167140,147456,0,192,192,1,16,16,1,169,0.06640625,1.006944,127.5,0.5,0,0,1,12,4.47,7.601914233,4.33,6.393832966,6.97,6.228089595
5,1,169,1,0,0,169,912,0,0,2,0,0,0,168776,148996,0,208,208,1,16,16,1,169,0.06640625,1.005917,127.5,0.5,0,0,1,12,4.08,7.053623182,4.94,8.317235118,7.7,9.208148565
5,1,169,1,0,0,169,912,0,0,2,0,0,0,287972,262144,0,256,256,1,16,16,1,169,0.06640625,1.003906,127.5,0.5,0,0,1,12,4.01,6.358451069,4.92,6.050917286,9.19,5.862925891
5,1,169,1,0,0,169,912,0,0,2,0,0,0,290120,264196,0,272,272,1,16,16,1,169,0.06640625,1.00346,127.5,0.5,0,0,1,12,4.08,6.998114032,4.99,6.786007663,9.85,7.642479964
5,1,169,1,0,0,169,912,0,0,2,0,0,0,441572,409600,0,320,320,1,16,16,1,169,0.06640625,1.0025,127.5,0.5,0,0,1,12,3.97,6.264910215,5.36,7.354617597,11.58,6.919797685
5,1,169,1,0,0,169,912,0,0,2,0,0,0,444232,412164,0,336,336,1,16,16,1,169,0.06640625,1.002268,127.5,0.5,0,0,1,12,3.82,6.103081189,5.37,7.52682536,11.95,5.479735395
5,1,169,1,0,0,169,912,0,0,2,0,0,0,627940,589824,0,384,384,1,16,16,1,169,0.06640625,1.001736,127.5,0.5,0,0,1,12,3.72,5.688725692,6,6.393746945,13.08,6.626733735
5,1,169,1,0,0,169,912,0,0,2,0,0,0,631112,592900,0,400,400,1,16,16,1,169,0.06640625,1.0016,127.5,0.5,0,0,1,12,3.88,5.598714138,5.96,6.648187723,13.18,6.302983421
5,1,169,1,0,0,169,912,0,0,2,0,0,0,847076,802816,0,448,448,1,16,16,1,169,0.06640625,1.001276,127.5,0.5,0,0,1,12,3.87,5.583287562,6.13,7.095991826,16.51,6.369450526
5,1,169,1,0,0,169,912,0,0,2,0,0,0,850760,806404,0,464,464,1,16,16,1,169,0.06640625,1.001189,127.5,0.5,0,0,1,12,4,5.841232747,6.23,7.180327291,19.29,8.320210334
5,1,169,1,0,0,169,912,0,0,2,0,0,0,1098980,1048576,0,512,512,1,16,16,1,169,0.06640625,1.000977,127.5,0.5,0,0,1,12,4.55,6.301388736,7.14,6.995741562,22.83,7.463316957
5,1,169,1,0,0,169,912,0,0,2,0,0,0,1103176,1052676,0,528,528,1,16,16,1,169,0.06640625,1.000918,127.5,0.5,0,0,1,12,4.38,6.062639689,6.68,5.785983063,21.17,6.926839106
5,1,169,1,0,0,169,912,0,0,2,0,0,0,1383652,1327104,0,576,576,1,16,16,1,169,0.06640625,1.000772,127.5,0.5,0,0,1,12,4.35,5.080108267,6.54,5.008832199,25.23,7.042520855
5,1,169,1,0,0,169,912,0,0,2,0,0,0,1388360,1331716,0,592,592,1,16,16,1,169,0.06640625,1.000731,127.5,0.5,0,0,1,12,5.04,6.916530922,7.06,6.500492289,24.11,7.156668219
5,1,169,1,0,0,169,912,0,0,2,0,0,0,1701092,1638400,0,640,640,1,16,16,1,169,0.06640625,1.000625,127.5,0.5,0,0,1,12,4.75,5.356071321,7.92,5.661589883,31.48,8.471694045
5,1,169,1,0,0,169,912,0,0,2,0,0,0,1706312,1643524,0,656,656,1,16,16,1,169,0.06640625,1.000595,127.5,0.5,0,0,1,12,4.51,4.84250968,7.38,4.644954252,31.58,8.638495239
5,1,169,1,0,0,169,912,0,0,2,0,0,0,2051300,1982464,0,704,704,1,16,16,1,169,0.06640625,1.000517,127.5,0.5,0,0,1,12,4.57,5.111271857,8.36,5.066596491,38,10.34601373
5,1,169,1,0,0,169,912,0,0,2,0,0,0,2057032,1988100,0,720,720,1,16,16,1,169,0.06640625,1.000494,127.5,0.5,0,0,1,12,4.84,5.759722216,8.8,5.605354583,36.29,10.53118702
5,1,169,1,0,0,169,912,0,0,2,0,0,0,2434276,2359296,0,768,768,1,16,16,1,169,0.06640625,1.000434,127.5,0.5,0,0,1,12,5.27,6.291033301,9.21,5.884377622,40.33,8.918581726
5,1,169,1,0,0,169,912,0,0,2,0,0,0,2440520,2365444,0,784,784,1,16,16,1,169,0.06640625,1.000417,127.5,0.5,0,0,1,12,5.29,6.560937433,9.49,6.71490134,44,13.53587825
5,1,169,1,0,0,169,912,0,0,2,0,0,0,2850020,2768896,0,832,832,1,16,16,1,169,0.06640625,1.00037,127.5,0.5,0,0,1,12,5.66,5.853580101,10.09,6.159699668,50.14,12.6023966
5,1,169,1,0,0,169,912,0,0,2,0,0,0,2856776,2775556,0,848,848,1,16,16,1,169,0.06640625,1.000356,127.5,0.5,0,0,1,12,5.78,5.997632866,9.84,4.993435691,45.4,8.361817984
5,1,169,1,0,0,169,912,0,0,2,0,0,0,3298532,3211264,0,896,896,1,16,16,1,169,0.06640625,1.000319,127.5,0.5,0,0,1,12,5.5,4.792702787,10.75,5.487030162,58.14,15.16971984
5,1,169,1,0,0,169,912,0,0,2,0,0,0,3305800,3218436,0,912,912,1,16,16,1,169,0.06640625,1.000308,127.5,0.5,0,0,1,12,5.47,4.95268614,10.6,5.21919534,56.66,14.56655072
5,1,169,1,0,0,169,912,0,0,2,0,0,0,3779812,3686400,0,960,960,1,16,16,1,169,0.06640625,1.000278,127.5,0.5,0,0,1,12,5.75,5.719047123,12.02,6.257763179,64.85,15.9074668
5,1,169,1,0,0,169,912,0,0,2,0,0,0,3787592,3694084,0,976,976,1,16,16,1,169,0.06640625,1.000269,127.5,0.5,0,0,1,12,5.86,5.872001362,11.93,5.611158526,64.96,17.34930546
5,1,169,1,0,0,169,912,0,0,2,0,0,0,4293860,4194304,0,1024,1024,1,16,16,1,169,0.06640625,1.000244,127.5,0.5,0,0,1,12,6.04,5.42940144,13.05,6.010615609,74.9,18.57067581
5,1,169,1,0,0,169,912,0,0,2,0,0,0,4302152,4202500,0,1040,1040,1,16,16,1,169,0.06640625,1.000237,127.5,0.5,0,0,1,12,5.78,4.887903436,12.82,5.050504925,73.59,19.21879028
5,1,169,1,0,0,169,912,0,0,2,0,0,0,4840676,4734976,0,1088,1088,1,16,16,1,169,0.06640625,1.000216,127.5,0.5,0,0,1,12,6.37,4.687547333,13.86,5.039880951,85.02,20.91983748
5,1,169,1,0,0,169,912,0,0,2,0,0,0,4849480,4743684,0,1104,1104,1,16,16,1,169,0.06640625,1.00021,127.5,0.5,0,0,1,12,6.66,5.704769934,14.6,6.340346994,87.19,23.5277262
5,1,169,1,0,0,169,912,0,0,2,0,0,0,5420260,5308416,0,1152,1152,1,16,16,1,169,0.06640625,1.000193,127.5,0.5,0,0,1,12,6.76,5.533750988,15.73,5.471480604,92.79,20.9572398
5,1,169,1,0,0,169,912,0,0,2,0,0,0,5429576,5317636,0,1168,1168,1,16,16,1,169,0.06640625,1.000188,127.5,0.5,0,0,1,12,6.78,5.434298483,15.03,4.652859336,87.36,16.40275587
5,1,169,1,0,0,169,912,0,0,2,0,0,0,6032612,5914624,0,1216,1216,1,16,16,1,169,0.06640625,1.000173,127.5,0.5,0,0,1,12,7.24,5.513837139,16.65,5.144657423,104.16,26.04754115
5,1,169,1,0,0,169,912,0,0,2,0,0,0,6042440,5924356,0,1232,1232,1,16,16,1,169,0.06640625,1.000169,127.5,0.5,0,0,1,12,6.65,5.237127075,16.54,5.150572784,103.03,25.16046701
5,1,169,1,0,0,169,912,0,0,2,0,0,0,6677732,6553600,0,1280,1280,1,16,16,1,169,0.06640625,1.000156,127.5,0.5,0,0,1,12,7.47,5.168084752,18.87,7.350721053,113.75,26.62005823
5,1,169,1,0,0,169,912,0,0,2,0,0,0,6688072,6563844,0,1296,1296,1,16,16,1,169,0.06640625,1.000152,127.5,0.5,0,0,1,12,7.66,5.259695809,17.79,4.66324994,110.96,24.54543542
5,1,169,1,0,0,169,912,0,0,2,0,0,0,7355620,7225344,0,1344,1344,1,16,16,1,169,0.06640625,1.000142,127.5,0.5,0,0,1,12,8.05,5.967202024,20.9,6.775691847,123.88,25.26589797
5,1,169,1,0,0,169,912,0,0,2,0,0,0,7366472,7236100,0,1360,1360,1,16,16,1,169,0.06640625,1.000138,127.5,0.5,0,0,1,12,7.83,5.685164905,19.79,5.79533433,119.55,23.60354846
5,1,169,1,0,0,169,912,0,0,2,0,0,0,8066276,7929856,0,1408,1408,1,16,16,1,169,0.06640625,1.000129,127.5,0.5,0,0,1,12,8.28,5.70452452,21.07,5.71708842,134.35,24.35420908
5,1,169,1,0,0,169,912,0,0,2,0,0,0,8077640,7941124,0,1424,1424,1,16,16,1,169,0.06640625,1.000126,127.5,0.5,0,0,1,12,8.33,6.514683415,23.02,8.997755276,134.93,27.88915739
5,1,169,1,0,0,169,912,0,0,2,0,0,0,8809700,8667136,0,1472,1472,1,16,16,1,169,0.06640625,1.000118,127.5,0.5,0,0,1,12,8.81,6.105235458,25.73,9.370010672,151.88,34.97778724
5,1,169,1,0,0,169,912,0,0,2,0,0,0,8821576,8678916,0,1488,1488,1,16,16,1,169,0.06640625,1.000116,127.5,0.5,0,0,1,12,8.66,5.632441744,23.48,7.642617353,147.53,33.64355956
5,1,169,1,0,0,169,912,0,0,2,0,0,0,9585892,9437184,0,1536,1536,1,16,16,1,169,0.06640625,1.000108,127.5,0.5,0,0,1,12,8.58,5.093486036,25.59,6.865995922,158.08,26.97579656
5,1,169,1,0,0,169,912,0,0,2,0,0,0,9598280,9449476,0,1552,1552,1,16,16,1,169,0.06640625,1.000106,127.5,0.5,0,0,1,12,8.77,5.690087873,26.15,7.1405532,156.72,33.4535738
5,1,169,1,0,0,169,912,0,0,2,0,0,0,10394852,10240000,0,1600,1600,1,16,16,1,169,0.06640625,1.0001,127.5,0.5,0,0,1,12,9.48,5.170067698,27.26,8.122339564,173.12,33.79534879
5,1,169,1,0,0,169,912,0,0,2,0,0,0,10407752,10252804,0,1616,1616,1,16,16,1,169,0.06640625,1.000098,127.5,0.5,0,0,1,12,10.23,7.808783516,27.97,8.098709774,173.99,39.49265628
5,1,169,1,0,0,169,912,0,0,2,0,0,0,11236580,11075584,0,1664,1664,1,16,16,1,169,0.06640625,1.000093,127.5,0.5,0,0,1,12,10.22,6.707577804,28.74,7.032240041,189.41,42.91458843
5,1,169,1,0,0,169,912,0,0,2,0,0,0,11249992,11088900,0,1680,1680,1,16,16,1,169,0.06640625,1.000091,127.5,0.5,0,0,1,12,9.77,5.155298245,29.19,7.645515025,187.52,40.71547126
5,1,169,1,0,0,169,912,0,0,2,0,0,0,12111076,11943936,0,1728,1728,1,16,16,1,169,0.06640625,1.000086,127.5,0.5,0,0,1,12,10.55,5.324237035,29.78,6.49396643,198.99,39.00474202
5,1,169,1,0,0,169,912,0,0,2,0,0,0,12125000,11957764,0,1744,1744,1,16,16,1,169,0.06640625,1.000084,127.5,0.5,0,0,1,12,10.34,5.368836,29.58,6.074833331,202.3,45.71990814
5,1,169,1,0,0,169,912,0,0,2,0,0,0,13018340,12845056,0,1792,1792,1,16,16,1,169,0.06640625,1.00008,127.5,0.5,0,0,1,12,10.78,5.792374297,34.5,9.337558567,217.3,48.05444829
5,1,169,1,0,0,169,912,0,0,2,0,0,0,13032776,12859396,0,1808,1808,1,16,16,1,169,0.06640625,1.000078,127.5,0.5,0,0,1,12,10.82,5.622063678,35.41,9.83981199,215.06,46.48544288
5,1,169,1,0,0,169,912,0,0,2,0,0,0,13958372,13778944,0,1856,1856,1,16,16,1,169,0.06640625,1.000074,127.5,0.5,0,0,1,12,11.3,6.495382976,36.57,9.031339878,232.21,45.22704832
5,1,169,1,0,0,169,912,0,0,2,0,0,0,13973320,13793796,0,1872,1872,1,16,16,1,169,0.06640625,1.000073,127.5,0.5,0,0,1,12,11.12,5.517753166,37.48,10.87518276,226.79,44.00688469
5,1,169,1,0,0,169,912,0,0,2,0,0,0,14931172,14745600,0,1920,1920,1,16,16,1,169,0.06640625,1.000069,127.5,0.5,0,0,1,12,11.87,6.012744798,41.44,11.26438636,250.41,53.24004038
5,1,169,1,0,0,169,912,0,0,2,0,0,0,14946632,14760964,0,1936,1936,1,16,16,1,169,0.06640625,1.000068,127.5,0.5,0,0,1,12,12.35,8.077592463,41.24,11.2152753,250.14,57.61753553
5,1,169,1,0,0,169,912,0,0,2,0,0,0,15936740,15745024,0,1984,1984,1,16,16,1,169,0.06640625,1.000065,127.5,0.5,0,0,1,12,12.25,5.365398401,43.41,10.72482634,261.61,44.03904972
5,1,169,1,0,0,169,912,0,0,2,0,0,0,15952712,15760900,0,2000,2000,1,16,16,1,169,0.06640625,1.000064,127.5,0.5,0,0,1,12,12.43,5.69254776,42.92,10.5277538,261.02,49.79055734
5,1,169,1,0,0,169,912,0,0,2,0,0,0,16975076,16777216,0,2048,2048,1,16,16,1,169,0.06640625,1.000061,127.5,0.5,0,0,1,12,12.91,5.775976108,44.76,10.65375051,279.83,56.24127577
5,1,169,1,0,0,169,912,0,0,2,0,0,0,16991560,16793604,0,2064,2064,1,16,16,1,169,0.06640625,1.00006,127.5,0.5,0,0,1,12,13.02,6.393715665,46.31,12.46731326,284.22,66.75456239
5,1,225,1,0,0,225,1202,0,0,2,0,0,0,25236,16384,0,64,64,1,16,16,1,225,0.06640625,1.0625,127.5,0.5,0,0,1,14,4.21,7.03035561,4.39,7.395802864,4.34,7.440725771
5,1,225,1,0,0,225,1202,0,0,2,0,0,0,25864,16900,0,80,80,1,16,16,1,225,0.06640625,1.04,127.5,0.5,0,0,1,14,3.59,5.394617688,4.1,7.000714249,3.98,6.267343935
5,1,225,1,0,0,225,1202,0,0,2,0,0,0,81556,65536,0,128,128,1,16,16,1,225,0.06640625,1.015625,127.5,0.5,0,0,1,14,3.85,6.388074827,4.52,7.454501995,5.92,6.661351214
5,1,225,1,0,0,225,1202,0,0,2,0,0,0,82696,66564,0,144,144,1,16,16,1,225,0.06640625,1.012346,127.5,0.5,0,0,1,14,4.23,7.121593923,4.53,7.944123614,5.98,6.694744207
5,1,225,1,0,0,225,1202,0,0,2,0,0,0,170644,147456,0,192,192,1,16,16,1,225,0.06640625,1.006944,127.5,0.5,0,0,1,14,4.36,7.505358086,5.33,8.135176704,7.82,7.386988561
5,1,225,1,0,0,225,1202,0,0,2,0,0,0,172296,148996,0,208,208,1,16,16,1,225,0.06640625,1.005917,127.5,0.5,0,0,1,14,3.9,6.461423992,4.67,6.595536369,7.6,6.664833081
5,1,225,1,0,0,225,1202,0,0,2,0,0,0,292500,262144,0,256,256,1,16,16,1,225,0.06640625,1.003906,127.5,0.5,0,0,1,14,4.22,7.066229546,5.42,7.335093728,11.89,8.261833937
5,1,225,1,0,0,225,1202,0,0,2,0,0,0,294664,264196,0,272,272,1,16,16,1,225,0.06640625,1.00346,127.5,0.5,0,0,1,14,4.47,7.822346195,5.82,8.556143991,11.69,8.151926153
5,1,225,1,0,0,225,1202,0,0,2,0,0,0,447124,409600,0,320,320,1,16,16,1,225,0.06640625,1.0025,127.5,0.5,0,0,1,14,3.97,6.099926229,5.63,6.396334888,12.08,5.813226299
5,1,225,1,0,0,225,1202,0,0,2,0,0,0,449800,412164,0,336,336,1,16,16,1,225,0.06640625,1.002268,127.5,0.5,0,0,1,14,4.18,6.753339914,5.64,6.315884736,12.16,6.18016181
5,1,225,1,0,0,225,1202,0,0,2,0,0,0,634516,589824,0,384,384,1,16,16,1,225,0.06640625,1.001736,127.5,0.5,0,0,1,14,3.98,6.094226776,5.94,6.095604974,18.75,8.020442631
5,1,225,1,0,0,225,1202,0,0,2,0,0,0,637704,592900,0,400,400,1,16,16,1,225,0.06640625,1.0016,127.5,0.5,0,0,1,14,4.23,6.920773078,6.29,7.072898981,19.64,8.351670492
5,1,225,1,0,0,225,1202,0,0,2,0,0,0,854676,802816,0,448,448,1,16,16,1,225,0.06640625,1.001276,127.5,0.5,0,0,1,14,4.3,6.821290201,7.23,7.235820617,23.72,9.841829098
5,1,225,1,0,0,225,1202,0,0,2,0,0,0,858376,806404,0,464,464,1,16,16,1,225,0.06640625,1.001189,127.5,0.5,0,0,1,14,4.07,5.657305012,6.56,5.196768227,22.56,7.643716374
5,1,225,1,0,0,225,1202,0,0,2,0,0,0,1107604,1048576,0,512,512,1,16,16,1,225,0.06640625,1.000977,127.5,0.5,0,0,1,14,4.66,6.488790334,7.26,6.506335374,28.26,9.436757918
5,1,225,1,0,0,225,1202,0,0,2,0,0,0,1111816,1052676,0,528,528,1,16,16,1,225,0.06640625,1.000918,127.5,0.5,0,0,1,14,4.95,7.071598122,7.33,6.905150252,27.83,10.14993103
5,1,225,1,0,0,225,1202,0,0,2,0,0,0,1393300,1327104,0,576,576,1,16,16,1,225,0.06640625,1.000772,127.5,0.5,0,0,1,14,5.35,7.819686694,8.49,7.653097412,33.61,11.29769446
5,1,225,1,0,0,225,1202,0,0,2,0,0,0,1398024,1331716,0,592,592,1,16,16,1,225,0.06640625,1.000731,127.5,0.5,0,0,1,14,5.62,9.214966088,8.46,7.947855057,32.28,11.50832742
5,1,225,1,0,0,225,1202,0,0,2,0,0,0,1711764,1638400,0,640,640,1,16,16,1,225,0.06640625,1.000625,127.5,0.5,0,0,1,14,5.06,6.520460106,8.94,6.228675622,36.6,9.663332758
5,1,225,1,0,0,225,1202,0,0,2,0,0,0,1717000,1643524,0,656,656,1,16,16,1,225,0.06640625,1.000595,127.5,0.5,0,0,1,14,4.89,6.302213897,9.3,7.473285757,39.45,12.01363808
5,1,225,1,0,0,225,1202,0,0,2,0,0,0,2062996,1982464,0,704,704,1,16,16,1,225,0.06640625,1.000517,127.5,0.5,0,0,1,14,5.41,7.531394293,10.01,7.135117378,43.43,11.91826749
5,1,225,1,0,0,225,1202,0,0,2,0,0,0,2068744,1988100,0,720,720,1,16,16,1,225,0.06640625,1.000494,127.5,0.5,0,0,1,14,4.65,5.526979283,9.99,6.137580957,47.82,14.0273875
5,1,225,1,0,0,225,1202,0,0,2,0,0,0,2446996,2359296,0,768,768,1,16,16,1,225,0.06640625,1.000434,127.5,0.5,0,0,1,14,4.87,5.837216803,11.04,6.401437339,54.01,14.86371084
5,1,225,1,0,0,225,1202,0,0,2,0,0,0,2453256,2365444,0,784,784,1,16,16,1,225,0.06640625,1.000417,127.5,0.5,0,0,1,14,4.76,5.16162765,10.8,5.728874235,53.52,13.1753406
5,1,225,1,0,0,225,1202,0,0,2,0,0,0,2863764,2768896,0,832,832,1,16,16,1,225,0.06640625,1.00037,127.5,0.5,0,0,1,14,5.25,5.586367335,12.01,6.392957062,60.32,15.01657751
5,1,225,1,0,0,225,1202,0,0,2,0,0,0,2870536,2775556,0,848,848,1,16,16,1,225,0.06640625,1.000356,127.5,0.5,0,0,1,14,5.31,5.56721654,11.76,5.716852281,61.07,15.17514745
5,1,225,1,0,0,225,1202,0,0,2,0,0,0,3313300,3211264,0,896,896,1,16,16,1,225,0.06640625,1.000319,127.5,0.5,0,0,1,14,6,6.816157275,13.37,7.231396822,73.82,20.36928079
5,1,225,1,0,0,225,1202,0,0,2,0,0,0,3320584,3218436,0,912,912,1,16,16,1,225,0.06640625,1.000308,127.5,0.5,0,0,1,14,5.79,6.184326964,12.99,6.221728056,69.52,15.48707848
5,1,225,1,0,0,225,1202,0,0,2,0,0,0,3795604,3686400,0,960,960,1,16,16,1,225,0.06640625,1.000278,127.5,0.5,0,0,1,14,5.86,5.818968981,14.83,6.390704187,79.26,17.98367037
5,1,225,1,0,0,225,1202,0,0,2,0,0,0,3803400,3694084,0,976,976,1,16,16,1,225,0.06640625,1.000269,127.5,0.5,0,0,1,14,5.8,5.690342696,14.83,6.046577544,81.46,20.03517906
5,1,225,1,0,0,225,1202,0,0,2,0,0,0,4310676,4194304,0,1024,1024,1,16,16,1,225,0.06640625,1.000244,127.5,0.5,0,0,1,14,5.76,5.116874046,15.39,4.71782789,88.34,17.03714765
5,1,225,1,0,0,225,1202,0,0,2,0,0,0,4318984,4202500,0,1040,1040,1,16,16,1,225,0.06640625,1.000237,127.5,0.5,0,0,1,14,5.82,5.074209298,15.48,5.214364774,88.16,17.09486473
5,1,225,1,0,0,225,1202,0,0,2,0,0,0,4858516,4734976,0,1088,1088,1,16,16,1,225,0.06640625,1.000216,127.5,0.5,0,0,1,14,6.8,5.951470407,17.67,6.942701203,99.2,20.1727539
5,1,225,1,0,0,225,1202,0,0,2,0,0,0,4867336,4743684,0,1104,1104,1,16,16,1,225,0.06640625,1.00021,127.5,0.5,0,0,1,14,6.63,5.86456307,18.24,7.68780853,102.21,23.83077632
5,1,225,1,0,0,225,1202,0,0,2,0,0,0,5439124,5308416,0,1152,1152,1,16,16,1,225,0.06640625,1.000193,127.5,0.5,0,0,1,14,6.85,5.852136362,18.97,5.916848823,108.16,18.95136934
5,1,225,1,0,0,225,1202,0,0,2,0,0,0,5448456,5317636,0,1168,1168,1,16,16,1,225,0.06640625,1.000188,127.5,0.5,0,0,1,14,6.95,6.470510026,20.18,9.19171366,115.34,26.66204043
5,1,225,1,0,0,225,1202,0,0,2,0,0,0,6052500,5914624,0,1216,1216,1,16,16,1,225,0.06640625,1.000173,127.5,0.5,0,0,1,14,6.67,5.520969118,21.69,8.169081956,126.38,28.03347285
5,1,225,1,0,0,225,1202,0,0,2,0,0,0,6062344,5924356,0,1232,1232,1,16,16,1,225,0.06640625,1.000169,127.5,0.5,0,0,1,14,6.88,5.644962356,21.32,7.403890869,119.68,15.70151585
5,1,225,1,0,0,225,1202,0,0,2,0,0,0,6698644,6553600,0,1280,1280,1,16,16,1,225,0.06640625,1.000156,127.5,0.5,0,0,1,14,7.34,5.329577844,24.64,8.940380305,139.32,31.79367233
5,1,225,1,0,0,225,1202,0,0,2,0,0,0,6709000,6563844,0,1296,1296,1,16,16,1,225,0.06640625,1.000152,127.5,0.5,0,0,1,14,7.4,5.624944444,25.16,8.983006178,141.56,33.32696206
5,1,225,1,0,0,225,1202,0,0,2,0,0,0,7377556,7225344,0,1344,1344,1,16,16,1,225,0.06640625,1.000142,127.5,0.5,0,0,1,14,7.94,6.136481076,24.77,7.209514547,152.35,34.98753349
5,1,225,1,0,0,225,1202,0,0,2,0,0,0,7388424,7236100,0,1360,1360,1,16,16,1,225,0.06640625,1.000138,127.5,0.5,0,0,1,14,7.84,5.78397787,27.91,9.518503034,153.72,33.58394855
5,1,225,1,0,0,225,1202,0,0,2,0,0,0,8089236,7929856,0,1408,1408,1,16,16,1,225,0.06640625,1.000129,127.5,0.5,0,0,1,14,7.87,5.944165206,28.11,9.604056435,164.72,34.85056097
5,1,225,1,0,0,225,1202,0,0,2,0,0,0,8100616,7941124,0,1424,1424,1,16,16,1,225,0.06640625,1.000126,127.5,0.5,0,0,1,14,8.31,6.830366022,29.21,11.08539129,169.61,35.60895814
5,1,225,1,0,0,225,1202,0,0,2,0,0,0,8833684,8667136,0,1472,1472,1,16,16,1,225,0.06640625,1.000118,127.5,0.5,0,0,1,14,8.53,5.759262106,30.38,8.30756282,178.46,32.98648814
5,1,225,1,0,0,225,1202,0,0,2,0,0,0,8845576,8678916,0,1488,1488,1,16,16,1,225,0.06640625,1.000116,127.5,0.5,0,0,1,14,8.64,5.413908015,30.63,8.793924039,182.02,43.72961925
5,1,225,1,0,0,225,1202,0,0,2,0,0,0,9610900,9437184,0,1536,1536,1,16,16,1,225,0.06640625,1.000108,127.5,0.5,0,0,1,14,8.54,5.18733072,31.99,8.706888078,198.96,41.83489453
5,1,225,1,0,0,225,1202,0,0,2,0,0,0,9623304,9449476,0,1552,1552,1,16,16,1,225,0.06640625,1.000106,127.5,0.5,0,0,1,14,8.71,5.764191184,32.27,7.426782614,198.27,41.87430119
5,1,225,1,0,0,225,1202,0,0,2,0,0,0,10420884,10240000,0,1600,1600,1,16,16,1,225,0.06640625,1.0001,127.5,0.5,0,0,1,14,9.34,5.855288208,36.13,10.29238068,214.48,46.50064086
5,1,225,1,0,0,225,1202,0,0,2,0,0,0,10433800,10252804,0,1616,1616,1,16,16,1,225,0.06640625,1.000098,127.5,0.5,0,0,1,14,9.15,5.691001669,35.36,10.94944747,215.87,44.76709841
5,1,225,1,0,0,225,1202,0,0,2,0,0,0,11263636,11075584,0,1664,1664,1,16,16,1,225,0.06640625,1.000093,127.5,0.5,0,0,1,14,10.09,6.494759426,39.46,11.86964195,235.12,51.3527565
5,1,225,1,0,0,225,1202,0,0,2,0,0,0,11277064,11088900,0,1680,1680,1,16,16,1,225,0.06640625,1.000091,127.5,0.5,0,0,1,14,10.5,7.985612062,39.59,12.0200624,229.14,40.66055091
5,1,225,1,0,0,225,1202,0,0,2,0,0,0,12139156,11943936,0,1728,1728,1,16,16,1,225,0.06640625,1.000086,127.5,0.5,0,0,1,14,10.16,6.252551479,41.65,9.775863133,250.39,49.64250094
5,1,225,1,0,0,225,1202,0,0,2,0,0,0,12153096,11957764,0,1744,1744,1,16,16,1,225,0.06640625,1.000084,127.5,0.5,0,0,1,14,10.16,6.61924467,41.97,9.720550396,249.03,49.45653748
5,1,225,1,0,0,225,1202,0,0,2,0,0,0,13047444,12845056,0,1792,1792,1,16,16,1,225,0.06640625,1.00008,127.5,0.5,0,0,1,14,10.67,5.658718936,45.66,11.18858347,269.77,56.53332734
