Training sample index,Branch count,Read accesses to global memory (per thread),Write accesses to global memory (per thread),Read accesses to local memory (per thread),Write accesses to local memory (per thread),Read accesses to constant memory (per thread),Arithmetic operations (per thread),Logic operations (per thread),Bitwise operations (per thread),Comparison operations (per thread),Pown operations (per thread),Sqrt operations (per thread),Hypot operations (per thread),Data size transf from host to device (bytes),Data size transf from device to host (bytes),Data size allocated locally (bytes),Global work size dim 1 (number of threads),Global work size dim 2 (number of threads),Global work size dim 3 (number of threads),Local work size dim 1 (number of threads),Local work size dim 2 (number of threads),Local work size dim 3 (number of threads),Loop iterations,Intra cache usage global,Inter cache usage global,Intra collision global,Intra cohaleshing global,Intra cache usage local,Intra collision local,Intra cohaleshing local,Cache Misses,Tahiti Completion Time (ms),Tahiti Completion Time STDDEV,Devastator Completion Time (ms),Devastator Completion Time STDDEV,AMD A10-5800K APU with Radeon(tm) HD Graphics   Completion Time (ms),AMD A10-5800K APU with Radeon(tm) HD Graphics   Completion Time STDDEV
4,1,9,1,0,0,0,27,0,0,2,0,0,1,11102224,11075584,0,1664,1664,1,16,16,1,0,0.5625,9,0,0.1111111,0,0,1,2,11.07,4.461513196,9.15,4.396305267,45.38,9.384860148
4,1,9,1,0,0,0,27,0,0,2,0,0,1,11115556,11088900,0,1680,1680,1,16,16,1,0,0.5625,9,0,0.1111111,0,0,1,2,10.49,4.495542236,8.99,4.488863999,42,5.742821606
4,1,9,1,0,0,0,27,0,0,2,0,0,1,11971600,11943936,0,1728,1728,1,16,16,1,0,0.5625,9,0,0.1111111,0,0,1,2,11.47,4.133896467,9.38,4.076223743,45.19,5.092533751
4,1,9,1,0,0,0,27,0,0,2,0,0,1,11985444,11957764,0,1744,1744,1,16,16,1,0,0.5625,9,0,0.1111111,0,0,1,2,10.8,3.792097045,9.66,4.580873279,45.39,5.031689577
4,1,9,1,0,0,0,27,0,0,2,0,0,1,12873744,12845056,0,1792,1792,1,16,16,1,0,0.5625,9,0,0.1111111,0,0,1,2,12.28,4.096535121,10.1,3.858756276,52.17,11.68764733
4,1,9,1,0,0,0,27,0,0,2,0,0,1,12888100,12859396,0,1808,1808,1,16,16,1,0,0.5625,9,0,0.1111111,0,0,1,2,12.07,3.86588929,10.23,4.081311064,51.74,9.773044561
4,1,9,1,0,0,0,27,0,0,2,0,0,1,13808656,13778944,0,1856,1856,1,16,16,1,0,0.5625,9,0,0.1111111,0,0,1,2,12.59,4.50354305,10.47,3.476938308,51.58,5.020318715
4,1,9,1,0,0,0,27,0,0,2,0,0,1,13823524,13793796,0,1872,1872,1,16,16,1,0,0.5625,9,0,0.1111111,0,0,1,2,12.23,4.237581858,10.78,4.234571997,55.91,11.8423773
4,1,9,1,0,0,0,27,0,0,2,0,0,1,14776336,14745600,0,1920,1920,1,16,16,1,0,0.5625,9,0,0.1111111,0,0,1,2,13.93,4.193459193,11.18,4.087493119,58.93,11.5544407
4,1,9,1,0,0,0,27,0,0,2,0,0,1,14791716,14760964,0,1936,1936,1,16,16,1,0,0.5625,9,0,0.1111111,0,0,1,2,13.11,4.069139958,11.2,4.827007354,55.61,6.555753199
4,1,9,1,0,0,0,27,0,0,2,0,0,1,15776784,15745024,0,1984,1984,1,16,16,1,0,0.5625,9,0,0.1111111,0,0,1,2,14.42,4.379908675,11.88,4.169604298,62.88,12.44851798
4,1,9,1,0,0,0,27,0,0,2,0,0,1,15792676,15760900,0,2000,2000,1,16,16,1,0,0.5625,9,0,0.1111111,0,0,1,2,13.3,4.215447782,11.81,4.076015211,62.01,10.31551744
4,1,9,1,0,0,0,27,0,0,2,0,0,1,16810000,16777216,0,2048,2048,1,16,16,1,0,0.5625,9,0,0.1111111,0,0,1,2,15.18,4.302046025,12.85,5.510671465,66.46,13.73638963
4,1,9,1,0,0,0,27,0,0,2,0,0,1,16826404,16793604,0,2064,2064,1,16,16,1,0,0.5625,9,0,0.1111111,0,0,1,2,14.88,4.157595459,12.94,3.969433209,65.95,12.84708138
5,1,9,1,0,0,9,62,0,0,2,0,0,0,17460,16384,0,64,64,1,16,16,1,9,0.06640625,1.0625,127.5,0.5,0,0,1,2,3.63,5.220450172,3.77,4.979668664,3,5.280151513
5,1,9,1,0,0,9,62,0,0,2,0,0,0,17992,16900,0,80,80,1,16,16,1,9,0.06640625,1.04,127.5,0.5,0,0,1,2,3.49,4.807275736,3.61,4.719947034,2.82,4.92012195
5,1,9,1,0,0,9,62,0,0,2,0,0,0,67636,65536,0,128,128,1,16,16,1,9,0.06640625,1.015625,127.5,0.5,0,0,1,2,3.43,5.521331361,3.73,5.306326413,3.22,5.121679412
5,1,9,1,0,0,9,62,0,0,2,0,0,0,68680,66564,0,144,144,1,16,16,1,9,0.06640625,1.012346,127.5,0.5,0,0,1,2,3.63,5.604739066,3.96,6.77335958,3.01,5.441497956
5,1,9,1,0,0,9,62,0,0,2,0,0,0,150580,147456,0,192,192,1,16,16,1,9,0.06640625,1.006944,127.5,0.5,0,0,1,2,3.38,4.683545665,3.82,5.848726357,3.38,5.552981181
5,1,9,1,0,0,9,62,0,0,2,0,0,0,152136,148996,0,208,208,1,16,16,1,9,0.06640625,1.005917,127.5,0.5,0,0,1,2,3.82,5.792029005,4.14,6.466869413,3.81,6.188206525
5,1,9,1,0,0,9,62,0,0,2,0,0,0,266292,262144,0,256,256,1,16,16,1,9,0.06640625,1.003906,127.5,0.5,0,0,1,2,3.93,6.146958598,4.35,7.346257551,4,6.08276253
5,1,9,1,0,0,9,62,0,0,2,0,0,0,268360,264196,0,272,272,1,16,16,1,9,0.06640625,1.00346,127.5,0.5,0,0,1,2,3.99,6.38043102,3.98,5.825770335,4.04,5.770476583
5,1,9,1,0,0,9,62,0,0,2,0,0,0,414772,409600,0,320,320,1,16,16,1,9,0.06640625,1.0025,127.5,0.5,0,0,1,2,3.98,6.264151978,4.07,6.00542255,4.37,7.31799836
5,1,9,1,0,0,9,62,0,0,2,0,0,0,417352,412164,0,336,336,1,16,16,1,9,0.06640625,1.002268,127.5,0.5,0,0,1,2,3.71,5.240791925,3.96,5.407254386,4.12,5.12694841
5,1,9,1,0,0,9,62,0,0,2,0,0,0,596020,589824,0,384,384,1,16,16,1,9,0.06640625,1.001736,127.5,0.5,0,0,1,2,3.79,5.596954529,3.81,5.252989625,4.57,4.729175404
5,1,9,1,0,0,9,62,0,0,2,0,0,0,599112,592900,0,400,400,1,16,16,1,9,0.06640625,1.0016,127.5,0.5,0,0,1,2,3.69,5.386455235,4.24,5.820859043,4.66,4.862550771
5,1,9,1,0,0,9,62,0,0,2,0,0,0,810036,802816,0,448,448,1,16,16,1,9,0.06640625,1.001276,127.5,0.5,0,0,1,2,4.43,5.417111777,3.95,3.960744879,5.18,4.510831409
5,1,9,1,0,0,9,62,0,0,2,0,0,0,813640,806404,0,464,464,1,16,16,1,9,0.06640625,1.001189,127.5,0.5,0,0,1,2,3.99,5.541651378,4.39,5.132046375,5.82,6.213501428
5,1,9,1,0,0,9,62,0,0,2,0,0,0,1056820,1048576,0,512,512,1,16,16,1,9,0.06640625,1.000977,127.5,0.5,0,0,1,2,4.37,5.390092764,4.59,4.943874998,5.95,6.366121268
5,1,9,1,0,0,9,62,0,0,2,0,0,0,1060936,1052676,0,528,528,1,16,16,1,9,0.06640625,1.000918,127.5,0.5,0,0,1,2,4.32,4.955562531,4.74,5.283218716,5.92,5.011347124
5,1,9,1,0,0,9,62,0,0,2,0,0,0,1336372,1327104,0,576,576,1,16,16,1,9,0.06640625,1.000772,127.5,0.5,0,0,1,2,4.52,4.834211414,4.7,4.859012245,6.25,4.744206994
5,1,9,1,0,0,9,62,0,0,2,0,0,0,1341000,1331716,0,592,592,1,16,16,1,9,0.06640625,1.000731,127.5,0.5,0,0,1,2,4.56,4.968541033,4.73,5.178522955,6.45,5.177595967
5,1,9,1,0,0,9,62,0,0,2,0,0,0,1648692,1638400,0,640,640,1,16,16,1,9,0.06640625,1.000625,127.5,0.5,0,0,1,2,4.51,4.744459927,4.8,5.188448708,6.84,5.170531888
5,1,9,1,0,0,9,62,0,0,2,0,0,0,1653832,1643524,0,656,656,1,16,16,1,9,0.06640625,1.000595,127.5,0.5,0,0,1,2,4.85,5.850427335,5.19,6.585886425,7.21,6.088177067
5,1,9,1,0,0,9,62,0,0,2,0,0,0,1993780,1982464,0,704,704,1,16,16,1,9,0.06640625,1.000517,127.5,0.5,0,0,1,2,4.98,6.023254934,5.71,5.593380016,7.35,5.98727818
5,1,9,1,0,0,9,62,0,0,2,0,0,0,1999432,1988100,0,720,720,1,16,16,1,9,0.06640625,1.000494,127.5,0.5,0,0,1,2,4.68,4.649473088,5.15,4.430293444,7.27,4.870020534
5,1,9,1,0,0,9,62,0,0,2,0,0,0,2371636,2359296,0,768,768,1,16,16,1,9,0.06640625,1.000434,127.5,0.5,0,0,1,2,5.63,5.185855764,5.77,5.260902964,7.12,5.046345212
5,1,9,1,0,0,9,62,0,0,2,0,0,0,2377800,2365444,0,784,784,1,16,16,1,9,0.06640625,1.000417,127.5,0.5,0,0,1,2,5.29,4.416548426,5.74,5.952512075,8.01,4.819740657
5,1,9,1,0,0,9,62,0,0,2,0,0,0,2782260,2768896,0,832,832,1,16,16,1,9,0.06640625,1.00037,127.5,0.5,0,0,1,2,5.55,4.932291557,5.63,4.867555855,9.29,4.821400212
5,1,9,1,0,0,9,62,0,0,2,0,0,0,2788936,2775556,0,848,848,1,16,16,1,9,0.06640625,1.000356,127.5,0.5,0,0,1,2,5.38,4.683545665,5.69,5.26629851,9.19,5.154987876
5,1,9,1,0,0,9,62,0,0,2,0,0,0,3225652,3211264,0,896,896,1,16,16,1,9,0.06640625,1.000319,127.5,0.5,0,0,1,2,5.86,5.334828957,5.91,5.122684843,10.52,5.479927007
5,1,9,1,0,0,9,62,0,0,2,0,0,0,3232840,3218436,0,912,912,1,16,16,1,9,0.06640625,1.000308,127.5,0.5,0,0,1,2,5.94,5.7564225,6.01,6.153852452,9.94,5.260836435
5,1,9,1,0,0,9,62,0,0,2,0,0,0,3701812,3686400,0,960,960,1,16,16,1,9,0.06640625,1.000278,127.5,0.5,0,0,1,2,6.05,4.355169342,6,3.544009029,10.26,4.689605527
5,1,9,1,0,0,9,62,0,0,2,0,0,0,3709512,3694084,0,976,976,1,16,16,1,9,0.06640625,1.000269,127.5,0.5,0,0,1,2,6.1,5.117616633,6.77,5.986409608,11.41,5.530090415
5,1,9,1,0,0,9,62,0,0,2,0,0,0,4210740,4194304,0,1024,1024,1,16,16,1,9,0.06640625,1.000244,127.5,0.5,0,0,1,2,6.79,5.09371181,6.87,6.10516994,11.93,5.466726626
5,1,9,1,0,0,9,62,0,0,2,0,0,0,4218952,4202500,0,1040,1040,1,16,16,1,9,0.06640625,1.000237,127.5,0.5,0,0,1,2,7.32,6.874416339,6.29,4.198321093,10.02,4.751799659
5,1,9,1,0,0,9,62,0,0,2,0,0,0,4752436,4734976,0,1088,1088,1,16,16,1,9,0.06640625,1.000216,127.5,0.5,0,0,1,2,6.7,4.906118629,6.86,5.095134934,10.67,5.147921911
5,1,9,1,0,0,9,62,0,0,2,0,0,0,4761160,4743684,0,1104,1104,1,16,16,1,9,0.06640625,1.00021,127.5,0.5,0,0,1,2,6.45,4.58993464,6.59,4.823059195,11.69,4.991382574
5,1,9,1,0,0,9,62,0,0,2,0,0,0,5326900,5308416,0,1152,1152,1,16,16,1,9,0.06640625,1.000193,127.5,0.5,0,0,1,2,7.62,4.892402273,7.15,4.437059837,11.93,4.968410209
5,1,9,1,0,0,9,62,0,0,2,0,0,0,5336136,5317636,0,1168,1168,1,16,16,1,9,0.06640625,1.000188,127.5,0.5,0,0,1,2,7.7,5.406477596,7.42,5.82096212,12.29,5.909813872
5,1,9,1,0,0,9,62,0,0,2,0,0,0,5934132,5914624,0,1216,1216,1,16,16,1,9,0.06640625,1.000173,127.5,0.5,0,0,1,2,8.04,5.885439661,7.53,5.048673093,12.97,4.570459495
5,1,9,1,0,0,9,62,0,0,2,0,0,0,5943880,5924356,0,1232,1232,1,16,16,1,9,0.06640625,1.000169,127.5,0.5,0,0,1,2,7.57,4.802613872,7.38,4.428950214,13.44,5.056322775
5,1,9,1,0,0,9,62,0,0,2,0,0,0,6574132,6553600,0,1280,1280,1,16,16,1,9,0.06640625,1.000156,127.5,0.5,0,0,1,2,8.81,5.045185824,7.58,4.556709339,16.15,5.884513574
5,1,9,1,0,0,9,62,0,0,2,0,0,0,6584392,6563844,0,1296,1296,1,16,16,1,9,0.06640625,1.000152,127.5,0.5,0,0,1,2,8.59,5.140223731,7.84,5.239694648,14.35,6.158530669
5,1,9,1,0,0,9,62,0,0,2,0,0,0,7246900,7225344,0,1344,1344,1,16,16,1,9,0.06640625,1.000142,127.5,0.5,0,0,1,2,8.68,5.172774884,8.14,4.438513265,16.15,5.913332394
5,1,9,1,0,0,9,62,0,0,2,0,0,0,7257672,7236100,0,1360,1360,1,16,16,1,9,0.06640625,1.000138,127.5,0.5,0,0,1,2,8.68,5.039603159,8.21,4.325031792,18.19,5.979456497
5,1,9,1,0,0,9,62,0,0,2,0,0,0,7952436,7929856,0,1408,1408,1,16,16,1,9,0.06640625,1.000129,127.5,0.5,0,0,1,2,9.54,4.938461299,8.5,4.877499359,18.43,7.048765849
5,1,9,1,0,0,9,62,0,0,2,0,0,0,7963720,7941124,0,1424,1424,1,16,16,1,9,0.06640625,1.000126,127.5,0.5,0,0,1,2,9.46,5.326199395,8.75,5.396989902,18.68,7.018375881
5,1,9,1,0,0,9,62,0,0,2,0,0,0,8690740,8667136,0,1472,1472,1,16,16,1,9,0.06640625,1.000118,127.5,0.5,0,0,1,2,9.71,5.236974317,8.82,4.911985342,17.96,6.435712859
5,1,9,1,0,0,9,62,0,0,2,0,0,0,8702536,8678916,0,1488,1488,1,16,16,1,9,0.06640625,1.000116,127.5,0.5,0,0,1,2,10.08,6.113395129,9.27,5.961300194,18.31,6.544761264
5,1,9,1,0,0,9,62,0,0,2,0,0,0,9461812,9437184,0,1536,1536,1,16,16,1,9,0.06640625,1.000108,127.5,0.5,0,0,1,2,11.5,5.279204486,9.62,5.770233964,19.45,5.715548968
5,1,9,1,0,0,9,62,0,0,2,0,0,0,9474120,9449476,0,1552,1552,1,16,16,1,9,0.06640625,1.000106,127.5,0.5,0,0,1,2,10.9,4.815599651,9.08,3.66518758,18.84,6.218874496
5,1,9,1,0,0,9,62,0,0,2,0,0,0,10265652,10240000,0,1600,1600,1,16,16,1,9,0.06640625,1.0001,127.5,0.5,0,0,1,2,10.83,4.870431192,9.65,4.885437544,20.89,6.743730422
5,1,9,1,0,0,9,62,0,0,2,0,0,0,10278472,10252804,0,1616,1616,1,16,16,1,9,0.06640625,1.000098,127.5,0.5,0,0,1,2,10.51,4.801031139,9.53,4.725367711,22.67,7.348544073
5,1,9,1,0,0,9,62,0,0,2,0,0,0,11102260,11075584,0,1664,1664,1,16,16,1,9,0.06640625,1.000093,127.5,0.5,0,0,1,2,11.94,4.621298519,10.36,4.508924484,23.36,7.54654888
5,1,9,1,0,0,9,62,0,0,2,0,0,0,11115592,11088900,0,1680,1680,1,16,16,1,9,0.06640625,1.000091,127.5,0.5,0,0,1,2,11.67,5.349869157,10.49,5.058646064,24.39,7.554991727
5,1,9,1,0,0,9,62,0,0,2,0,0,0,11971636,11943936,0,1728,1728,1,16,16,1,9,0.06640625,1.000086,127.5,0.5,0,0,1,2,12.25,4.998749844,10.84,5.345502783,22.69,6.897383562
5,1,9,1,0,0,9,62,0,0,2,0,0,0,11985480,11957764,0,1744,1744,1,16,16,1,9,0.06640625,1.000084,127.5,0.5,0,0,1,2,12.08,5.873125233,11.09,6.159699668,21.11,7.188734242
5,1,9,1,0,0,9,62,0,0,2,0,0,0,12873780,12845056,0,1792,1792,1,16,16,1,9,0.06640625,1.00008,127.5,0.5,0,0,1,2,13.92,4.847019703,11.52,4.444052205,21.85,4.561523868
5,1,9,1,0,0,9,62,0,0,2,0,0,0,12888136,12859396,0,1808,1808,1,16,16,1,9,0.06640625,1.000078,127.5,0.5,0,0,1,2,14.09,6.58801184,11.39,4.29160809,22.18,4.71673616
5,1,9,1,0,0,9,62,0,0,2,0,0,0,13808692,13778944,0,1856,1856,1,16,16,1,9,0.06640625,1.000074,127.5,0.5,0,0,1,2,14.02,5.508139432,12.03,5.21431683,24.16,6.582886905
5,1,9,1,0,0,9,62,0,0,2,0,0,0,13823560,13793796,0,1872,1872,1,16,16,1,9,0.06640625,1.000073,127.5,0.5,0,0,1,2,13.55,6.71621173,12.44,6.586835355,29.28,9.361709246
5,1,9,1,0,0,9,62,0,0,2,0,0,0,14776372,14745600,0,1920,1920,1,16,16,1,9,0.06640625,1.000069,127.5,0.5,0,0,1,2,15.01,5.054690891,12.6,4.85386444,28.48,8.599395328
5,1,9,1,0,0,9,62,0,0,2,0,0,0,14791752,14760964,0,1936,1936,1,16,16,1,9,0.06640625,1.000068,127.5,0.5,0,0,1,2,14.07,5.385638309,12.87,5.527485866,26,7.082372484
5,1,9,1,0,0,9,62,0,0,2,0,0,0,15776820,15745024,0,1984,1984,1,16,16,1,9,0.06640625,1.000065,127.5,0.5,0,0,1,2,15.4,6.104096985,13.26,5.972637608,26.12,5.089754415
5,1,9,1,0,0,9,62,0,0,2,0,0,0,15792712,15760900,0,2000,2000,1,16,16,1,9,0.06640625,1.000064,127.5,0.5,0,0,1,2,14.15,4.437059837,12.68,3.939238505,30.3,8.043009387
5,1,9,1,0,0,9,62,0,0,2,0,0,0,16810036,16777216,0,2048,2048,1,16,16,1,9,0.06640625,1.000061,127.5,0.5,0,0,1,2,17.49,4.491091181,13.63,4.553361396,29.6,7.802563681
5,1,9,1,0,0,9,62,0,0,2,0,0,0,16826440,16793604,0,2064,2064,1,16,16,1,9,0.06640625,1.00006,127.5,0.5,0,0,1,2,17.28,5.314282642,13.9,5.082322304,29.19,7.433296711
5,1,25,1,0,0,25,152,0,0,2,0,0,0,18596,16384,0,64,64,1,16,16,1,25,0.06640625,1.0625,127.5,0.5,0,0,1,4,3.72,5.58046593,3.67,5.414896121,2.72,5.582257608
5,1,25,1,0,0,25,152,0,0,2,0,0,0,19144,16900,0,80,80,1,16,16,1,25,0.06640625,1.04,127.5,0.5,0,0,1,4,3.95,6.309318505,4.27,6.678106019,3.51,7.213175445
5,1,25,1,0,0,25,152,0,0,2,0,0,0,69796,65536,0,128,128,1,16,16,1,25,0.06640625,1.015625,127.5,0.5,0,0,1,4,3.51,5.123465624,3.74,5.432531638,3.15,5.639813827
5,1,25,1,0,0,25,152,0,0,2,0,0,0,70856,66564,0,144,144,1,16,16,1,25,0.06640625,1.012346,127.5,0.5,0,0,1,4,3.76,6.494797918,3.94,6.220643054,3.43,6.699634318
5,1,25,1,0,0,25,152,0,0,2,0,0,0,153764,147456,0,192,192,1,16,16,1,25,0.06640625,1.006944,127.5,0.5,0,0,1,4,3.77,6.006421564,3.93,5.967000922,4.27,7.162199383
5,1,25,1,0,0,25,152,0,0,2,0,0,0,155336,148996,0,208,208,1,16,16,1,25,0.06640625,1.005917,127.5,0.5,0,0,1,4,4.06,6.552587275,4.15,6.533567173,4.42,7.689187213
5,1,25,1,0,0,25,152,0,0,2,0,0,0,270500,262144,0,256,256,1,16,16,1,25,0.06640625,1.003906,127.5,0.5,0,0,1,4,4.19,7.42791357,4.39,7.858619472,5.11,8.864417635
5,1,25,1,0,0,25,152,0,0,2,0,0,0,272584,264196,0,272,272,1,16,16,1,25,0.06640625,1.00346,127.5,0.5,0,0,1,4,3.83,5.827615293,4.25,6.515174595,4.53,6.071993083
5,1,25,1,0,0,25,152,0,0,2,0,0,0,420004,409600,0,320,320,1,16,16,1,25,0.06640625,1.0025,127.5,0.5,0,0,1,4,3.98,6.679790416,4.55,7.840121173,5.43,7.28046015
5,1,25,1,0,0,25,152,0,0,2,0,0,0,422600,412164,0,336,336,1,16,16,1,25,0.06640625,1.002268,127.5,0.5,0,0,1,4,3.71,5.406098408,4.24,6.175953368,5.13,5.494824838
5,1,25,1,0,0,25,152,0,0,2,0,0,0,602276,589824,0,384,384,1,16,16,1,25,0.06640625,1.001736,127.5,0.5,0,0,1,4,3.64,5.146882552,4.25,5.781652013,5.93,5.548432211
5,1,25,1,0,0,25,152,0,0,2,0,0,0,605384,592900,0,400,400,1,16,16,1,25,0.06640625,1.0016,127.5,0.5,0,0,1,4,4.08,5.929047141,4.22,6.121405067,5.21,5.29017013
5,1,25,1,0,0,25,152,0,0,2,0,0,0,817316,802816,0,448,448,1,16,16,1,25,0.06640625,1.001276,127.5,0.5,0,0,1,4,3.57,4.534875963,4.14,4.415925724,6.72,5.217432319
5,1,25,1,0,0,25,152,0,0,2,0,0,0,820936,806404,0,464,464,1,16,16,1,25,0.06640625,1.001189,127.5,0.5,0,0,1,4,3.77,4.957529627,4.61,6.355934235,6.18,5.395145967
5,1,25,1,0,0,25,152,0,0,2,0,0,0,1065124,1048576,0,512,512,1,16,16,1,25,0.06640625,1.000977,127.5,0.5,0,0,1,4,4.34,5.725766324,4.49,4.984967402,7.07,5.503189984
5,1,25,1,0,0,25,152,0,0,2,0,0,0,1069256,1052676,0,528,528,1,16,16,1,25,0.06640625,1.000918,127.5,0.5,0,0,1,4,4.52,5.935452805,4.76,5.481094781,7.16,5.868083162
5,1,25,1,0,0,25,152,0,0,2,0,0,0,1345700,1327104,0,576,576,1,16,16,1,25,0.06640625,1.000772,127.5,0.5,0,0,1,4,5.12,6.782742808,5.41,6.991559197,8.46,7.000599974
5,1,25,1,0,0,25,152,0,0,2,0,0,0,1350344,1331716,0,592,592,1,16,16,1,25,0.06640625,1.000731,127.5,0.5,0,0,1,4,4.47,5.367410921,4.9,5.684188596,7.75,5.117372373
5,1,25,1,0,0,25,152,0,0,2,0,0,0,1659044,1638400,0,640,640,1,16,16,1,25,0.06640625,1.000625,127.5,0.5,0,0,1,4,4.4,4.567274899,4.26,4.20623347,9.31,4.621028024
5,1,25,1,0,0,25,152,0,0,2,0,0,0,1664200,1643524,0,656,656,1,16,16,1,25,0.06640625,1.000595,127.5,0.5,0,0,1,4,4.6,5.057667447,4.77,4.824634701,8.36,4.236791239
5,1,25,1,0,0,25,152,0,0,2,0,0,0,2005156,1982464,0,704,704,1,16,16,1,25,0.06640625,1.000517,127.5,0.5,0,0,1,4,5.49,6.240985499,5.57,4.897458525,9.5,4.590206967
5,1,25,1,0,0,25,152,0,0,2,0,0,0,2010824,1988100,0,720,720,1,16,16,1,25,0.06640625,1.000494,127.5,0.5,0,0,1,4,4.37,4.364985682,5.15,4.210403781,9.13,4.801364389
5,1,25,1,0,0,25,152,0,0,2,0,0,0,2384036,2359296,0,768,768,1,16,16,1,25,0.06640625,1.000434,127.5,0.5,0,0,1,4,5.62,5.226432818,5.5,5.0009999,12.45,5.492494879
5,1,25,1,0,0,25,152,0,0,2,0,0,0,2390216,2365444,0,784,784,1,16,16,1,25,0.06640625,1.000417,127.5,0.5,0,0,1,4,5.49,5.166226863,5.96,6.449682163,11.85,6.22153518
5,1,25,1,0,0,25,152,0,0,2,0,0,0,2795684,2768896,0,832,832,1,16,16,1,25,0.06640625,1.00037,127.5,0.5,0,0,1,4,5.34,4.58523718,5.7,4.792702787,11.81,5.249180888
5,1,25,1,0,0,25,152,0,0,2,0,0,0,2802376,2775556,0,848,848,1,16,16,1,25,0.06640625,1.000356,127.5,0.5,0,0,1,4,5.6,5.542562584,5.69,5.62440219,11.83,5.95156282
5,1,25,1,0,0,25,152,0,0,2,0,0,0,3240100,3211264,0,896,896,1,16,16,1,25,0.06640625,1.000319,127.5,0.5,0,0,1,4,5.51,5.016961232,5.72,5.268927785,11.67,4.728752478
5,1,25,1,0,0,25,152,0,0,2,0,0,0,3247304,3218436,0,912,912,1,16,16,1,25,0.06640625,1.000308,127.5,0.5,0,0,1,4,5.6,5.319774431,5.85,5.369124696,15.15,5.870902827
5,1,25,1,0,0,25,152,0,0,2,0,0,0,3717284,3686400,0,960,960,1,16,16,1,25,0.06640625,1.000278,127.5,0.5,0,0,1,4,5.99,5.402767809,6.8,5.368426213,12.01,5.286766498
5,1,25,1,0,0,25,152,0,0,2,0,0,0,3725000,3694084,0,976,976,1,16,16,1,25,0.06640625,1.000269,127.5,0.5,0,0,1,4,6.15,5.772997488,6.67,5.425965352,12.68,5.172774884
5,1,25,1,0,0,25,152,0,0,2,0,0,0,4227236,4194304,0,1024,1024,1,16,16,1,25,0.06640625,1.000244,127.5,0.5,0,0,1,4,6.81,5.604810434,6.44,4.885324964,14.6,5.926212956
5,1,25,1,0,0,25,152,0,0,2,0,0,0,4235464,4202500,0,1040,1040,1,16,16,1,25,0.06640625,1.000237,127.5,0.5,0,0,1,4,6.96,5.846229554,6.91,5.870425879,14.25,6.340938416
5,1,25,1,0,0,25,152,0,0,2,0,0,0,4769956,4734976,0,1088,1088,1,16,16,1,25,0.06640625,1.000216,127.5,0.5,0,0,1,4,7.18,6.796145967,6.95,5.472430904,14.86,4.781255065
5,1,25,1,0,0,25,152,0,0,2,0,0,0,4778696,4743684,0,1104,1104,1,16,16,1,25,0.06640625,1.00021,127.5,0.5,0,0,1,4,6.65,5.111506627,6.73,5.01169632,18.5,6.850547423
5,1,25,1,0,0,25,152,0,0,2,0,0,0,5345444,5308416,0,1152,1152,1,16,16,1,25,0.06640625,1.000193,127.5,0.5,0,0,1,4,7.03,4.69777607,7.65,5.121279137,20.01,7.883520787
5,1,25,1,0,0,25,152,0,0,2,0,0,0,5354696,5317636,0,1168,1168,1,16,16,1,25,0.06640625,1.000188,127.5,0.5,0,0,1,4,7.02,5.007953674,7.64,5.078424953,17.89,6.471313622
5,1,25,1,0,0,25,152,0,0,2,0,0,0,5953700,5914624,0,1216,1216,1,16,16,1,25,0.06640625,1.000173,127.5,0.5,0,0,1,4,7.63,5.015286632,7.53,4.879456937,17.23,5.756483301
5,1,25,1,0,0,25,152,0,0,2,0,0,0,5963464,5924356,0,1232,1232,1,16,16,1,25,0.06640625,1.000169,127.5,0.5,0,0,1,4,7.43,5.187012628,7.33,4.190596616,17.65,5.068283733
5,1,25,1,0,0,25,152,0,0,2,0,0,0,6594724,6553600,0,1280,1280,1,16,16,1,25,0.06640625,1.000156,127.5,0.5,0,0,1,4,8.44,4.654718037,7.58,4.545723265,18.42,4.839793384
5,1,25,1,0,0,25,152,0,0,2,0,0,0,6605000,6563844,0,1296,1296,1,16,16,1,25,0.06640625,1.000152,127.5,0.5,0,0,1,4,8.36,5.29059543,7.95,5.189171417,19.31,5.45837888
5,1,25,1,0,0,25,152,0,0,2,0,0,0,7268516,7225344,0,1344,1344,1,16,16,1,25,0.06640625,1.000142,127.5,0.5,0,0,1,4,8.63,5.224279855,8.7,5.248809389,21.15,5.997291055
5,1,25,1,0,0,25,152,0,0,2,0,0,0,7279304,7236100,0,1360,1360,1,16,16,1,25,0.06640625,1.000138,127.5,0.5,0,0,1,4,9.06,6.090681407,8.77,5.700622773,21.32,6.89185026
5,1,25,1,0,0,25,152,0,0,2,0,0,0,7975076,7929856,0,1408,1408,1,16,16,1,25,0.06640625,1.000129,127.5,0.5,0,0,1,4,8.8,5.351635264,8.65,4.998749844,22.3,6.79779376
5,1,25,1,0,0,25,152,0,0,2,0,0,0,7986376,7941124,0,1424,1424,1,16,16,1,25,0.06640625,1.000126,127.5,0.5,0,0,1,4,9.01,6.085219799,8.75,5.759123197,21.76,4.825183934
5,1,25,1,0,0,25,152,0,0,2,0,0,0,8714404,8667136,0,1472,1472,1,16,16,1,25,0.06640625,1.000118,127.5,0.5,0,0,1,4,9.59,5.163516244,9.13,5.070808614,25.18,7.253109678
