Training sample index,Branch count,Read accesses to global memory (per thread),Write accesses to global memory (per thread),Read accesses to local memory (per thread),Write accesses to local memory (per thread),Read accesses to constant memory (per thread),Arithmetic operations (per thread),Logic operations (per thread),Bitwise operations (per thread),Comparison operations (per thread),Pown operations (per thread),Sqrt operations (per thread),Hypot operations (per thread),Data size transf from host to device (bytes),Data size transf from device to host (bytes),Data size allocated locally (bytes),Global work size dim 1 (number of threads),Global work size dim 2 (number of threads),Global work size dim 3 (number of threads),Local work size dim 1 (number of threads),Local work size dim 2 (number of threads),Local work size dim 3 (number of threads),Loop iterations,Intra cache usage global,Inter cache usage global,Intra collision global,Intra cohaleshing global,Intra cache usage local,Intra collision local,Intra cohaleshing local,Cache Misses,Tahiti Completion Time (ms),Devastator Completion Time (ms),AMD A10-5800K APU with Radeon(tm) HD Graphics   Completion Time (ms),cache misses 2M,least set bit
5,1,9,1,0,0,9,62,0,0,2,0,0,0,599112,592900,0,400,400,1,16,16,1,9,0.06640625,1.0016,127.5,0.5,0,0,1,2,4.34,4.55,5.4,9361.125,16
5,1,9,1,0,0,9,62,0,0,2,0,0,0,810036,802816,0,448,448,1,16,16,1,9,0.06640625,1.001276,127.5,0.5,0,0,1,2,4.49,4.84,5.58,12656.8125,64
5,1,9,1,0,0,9,62,0,0,2,0,0,0,813640,806404,0,464,464,1,16,16,1,9,0.06640625,1.001189,127.5,0.5,0,0,1,2,4.7,4.9,5.55,12713.125,16
5,1,9,1,0,0,9,62,0,0,2,0,0,0,1056820,1048576,0,512,512,1,16,16,1,9,0.06640625,1.000977,127.5,0.5,0,0,1,2,5.01,5.02,5.73,16512.8125,512
5,1,9,1,0,0,9,62,0,0,2,0,0,0,1060936,1052676,0,528,528,1,16,16,1,9,0.06640625,1.000918,127.5,0.5,0,0,1,2,4.38,4.67,6.22,16577.125,16
5,1,9,1,0,0,9,62,0,0,2,0,0,0,1336372,1327104,0,576,576,1,16,16,1,9,0.06640625,1.000772,127.5,0.5,0,0,1,2,4.76,4.84,6.36,20880.8125,64
5,1,9,1,0,0,9,62,0,0,2,0,0,0,1341000,1331716,0,592,592,1,16,16,1,9,0.06640625,1.000731,127.5,0.5,0,0,1,2,4.87,4.86,6.13,20953.125,16
5,1,9,1,0,0,9,62,0,0,2,0,0,0,1648692,1638400,0,640,640,1,16,16,1,9,0.06640625,1.000625,127.5,0.5,0,0,1,2,5.16,5.46,6.91,25760.8125,128
5,1,9,1,0,0,9,62,0,0,2,0,0,0,1653832,1643524,0,656,656,1,16,16,1,9,0.06640625,1.000595,127.5,0.5,0,0,1,2,5.34,5.91,7.16,25841.125,16
5,1,9,1,0,0,9,62,0,0,2,0,0,0,1993780,1982464,0,704,704,1,16,16,1,9,0.06640625,1.000517,127.5,0.5,0,0,1,2,5.8,6.07,8.04,31152.8125,64
5,1,9,1,0,0,9,62,0,0,2,0,0,0,1999432,1988100,0,720,720,1,16,16,1,9,0.06640625,1.000494,127.5,0.5,0,0,1,2,5.33,5.54,7.4,31241.125,16
5,1,9,1,0,0,9,62,0,0,2,0,0,0,2371636,2359296,0,768,768,1,16,16,1,9,0.06640625,1.000434,127.5,0.5,0,0,1,2,5.74,5.98,8.46,37056.8125,256
5,1,9,1,0,0,9,62,0,0,2,0,0,0,2377800,2365444,0,784,784,1,16,16,1,9,0.06640625,1.000417,127.5,0.5,0,0,1,2,5.9,6.01,8.74,37153.125,16
5,1,9,1,0,0,9,62,0,0,2,0,0,0,2782260,2768896,0,832,832,1,16,16,1,9,0.06640625,1.00037,127.5,0.5,0,0,1,2,6.25,6.56,10.18,43472.8125,64
5,1,9,1,0,0,9,62,0,0,2,0,0,0,2788936,2775556,0,848,848,1,16,16,1,9,0.06640625,1.000356,127.5,0.5,0,0,1,2,6.24,6.44,9.94,43577.125,16
5,1,9,1,0,0,9,62,0,0,2,0,0,0,3225652,3211264,0,896,896,1,16,16,1,9,0.06640625,1.000319,127.5,0.5,0,0,1,2,6.42,6.44,9.68,50400.8125,128
5,1,9,1,0,0,9,62,0,0,2,0,0,0,3232840,3218436,0,912,912,1,16,16,1,9,0.06640625,1.000308,127.5,0.5,0,0,1,2,6.59,6.49,9.92,50513.125,16
5,1,9,1,0,0,9,62,0,0,2,0,0,0,3701812,3686400,0,960,960,1,16,16,1,9,0.06640625,1.000278,127.5,0.5,0,0,1,2,6.72,7.06,10.62,57840.8125,64
5,1,9,1,0,0,9,62,0,0,2,0,0,0,3709512,3694084,0,976,976,1,16,16,1,9,0.06640625,1.000269,127.5,0.5,0,0,1,2,6.53,6.67,11.77,57961.125,16
5,1,9,1,0,0,9,62,0,0,2,0,0,0,4210740,4194304,0,1024,1024,1,16,16,1,9,0.06640625,1.000244,127.5,0.5,0,0,1,2,7.43,7.21,11.08,65792.8125,1024
5,1,9,1,0,0,9,62,0,0,2,0,0,0,4218952,4202500,0,1040,1040,1,16,16,1,9,0.06640625,1.000237,127.5,0.5,0,0,1,2,7.52,7.3,10.72,65921.125,16
5,1,9,1,0,0,9,62,0,0,2,0,0,0,4752436,4734976,0,1088,1088,1,16,16,1,9,0.06640625,1.000216,127.5,0.5,0,0,1,2,7.3,7.22,11.03,74256.8125,64
5,1,9,1,0,0,9,62,0,0,2,0,0,0,4761160,4743684,0,1104,1104,1,16,16,1,9,0.06640625,1.00021,127.5,0.5,0,0,1,2,7.4,7.55,12.3,74393.125,16
5,1,9,1,0,0,9,62,0,0,2,0,0,0,5326900,5308416,0,1152,1152,1,16,16,1,9,0.06640625,1.000193,127.5,0.5,0,0,1,2,8.32,7.58,12.24,83232.8125,128
5,1,9,1,0,0,9,62,0,0,2,0,0,0,5336136,5317636,0,1168,1168,1,16,16,1,9,0.06640625,1.000188,127.5,0.5,0,0,1,2,8.05,7.7,12.29,83377.125,16
5,1,9,1,0,0,9,62,0,0,2,0,0,0,5934132,5914624,0,1216,1216,1,16,16,1,9,0.06640625,1.000173,127.5,0.5,0,0,1,2,8.42,8.34,13.62,92720.8125,64
5,1,9,1,0,0,9,62,0,0,2,0,0,0,5943880,5924356,0,1232,1232,1,16,16,1,9,0.06640625,1.000169,127.5,0.5,0,0,1,2,8.33,8.17,14.05,92873.125,16
5,1,9,1,0,0,9,62,0,0,2,0,0,0,6574132,6553600,0,1280,1280,1,16,16,1,9,0.06640625,1.000156,127.5,0.5,0,0,1,2,9.75,8.97,14.85,102720.8125,256
5,1,9,1,0,0,9,62,0,0,2,0,0,0,6584392,6563844,0,1296,1296,1,16,16,1,9,0.06640625,1.000152,127.5,0.5,0,0,1,2,9.34,8.63,14.54,102881.125,16
5,1,9,1,0,0,9,62,0,0,2,0,0,0,7246900,7225344,0,1344,1344,1,16,16,1,9,0.06640625,1.000142,127.5,0.5,0,0,1,2,9.63,9.03,16.88,113232.8125,64
5,1,9,1,0,0,9,62,0,0,2,0,0,0,7257672,7236100,0,1360,1360,1,16,16,1,9,0.06640625,1.000138,127.5,0.5,0,0,1,2,9.42,8.77,15.45,113401.125,16
5,1,9,1,0,0,9,62,0,0,2,0,0,0,7952436,7929856,0,1408,1408,1,16,16,1,9,0.06640625,1.000129,127.5,0.5,0,0,1,2,10.16,9.69,16.93,124256.8125,128
5,1,9,1,0,0,9,62,0,0,2,0,0,0,7963720,7941124,0,1424,1424,1,16,16,1,9,0.06640625,1.000126,127.5,0.5,0,0,1,2,9.86,9.27,16.96,124433.125,16
5,1,9,1,0,0,9,62,0,0,2,0,0,0,8690740,8667136,0,1472,1472,1,16,16,1,9,0.06640625,1.000118,127.5,0.5,0,0,1,2,10.53,10.2,17.73,135792.8125,64
5,1,9,1,0,0,9,62,0,0,2,0,0,0,8702536,8678916,0,1488,1488,1,16,16,1,9,0.06640625,1.000116,127.5,0.5,0,0,1,2,10.35,9.93,18.8,135977.125,16
5,1,9,1,0,0,9,62,0,0,2,0,0,0,9461812,9437184,0,1536,1536,1,16,16,1,9,0.06640625,1.000108,127.5,0.5,0,0,1,2,12.23,10.4,19.67,147840.8125,512
5,1,9,1,0,0,9,62,0,0,2,0,0,0,9474120,9449476,0,1552,1552,1,16,16,1,9,0.06640625,1.000106,127.5,0.5,0,0,1,2,11.83,10.3,19.37,148033.125,16
5,1,9,1,0,0,9,62,0,0,2,0,0,0,10265652,10240000,0,1600,1600,1,16,16,1,9,0.06640625,1.0001,127.5,0.5,0,0,1,2,12,10.94,21.27,160400.8125,64
5,1,9,1,0,0,9,62,0,0,2,0,0,0,10278472,10252804,0,1616,1616,1,16,16,1,9,0.06640625,1.000098,127.5,0.5,0,0,1,2,11.48,10.64,21.53,160601.125,16
5,1,9,1,0,0,9,62,0,0,2,0,0,0,11102260,11075584,0,1664,1664,1,16,16,1,9,0.06640625,1.000093,127.5,0.5,0,0,1,2,13.3,11.58,21.66,173472.8125,128
5,1,9,1,0,0,9,62,0,0,2,0,0,0,11115592,11088900,0,1680,1680,1,16,16,1,9,0.06640625,1.000091,127.5,0.5,0,0,1,2,12.47,11.12,22.25,173681.125,16
5,1,9,1,0,0,9,62,0,0,2,0,0,0,11971636,11943936,0,1728,1728,1,16,16,1,9,0.06640625,1.000086,127.5,0.5,0,0,1,2,13.29,11.73,22.79,187056.8125,64
5,1,9,1,0,0,9,62,0,0,2,0,0,0,11985480,11957764,0,1744,1744,1,16,16,1,9,0.06640625,1.000084,127.5,0.5,0,0,1,2,12.73,11.87,27.07,187273.125,16
5,1,9,1,0,0,9,62,0,0,2,0,0,0,12873780,12845056,0,1792,1792,1,16,16,1,9,0.06640625,1.00008,127.5,0.5,0,0,1,2,15.41,12.59,28.02,201152.8125,256
5,1,9,1,0,0,9,62,0,0,2,0,0,0,12888136,12859396,0,1808,1808,1,16,16,1,9,0.06640625,1.000078,127.5,0.5,0,0,1,2,15.04,12.53,25.26,201377.125,16
5,1,9,1,0,0,9,62,0,0,2,0,0,0,13808692,13778944,0,1856,1856,1,16,16,1,9,0.06640625,1.000074,127.5,0.5,0,0,1,2,14.58,13.12,25.69,215760.8125,64
5,1,9,1,0,0,9,62,0,0,2,0,0,0,13823560,13793796,0,1872,1872,1,16,16,1,9,0.06640625,1.000073,127.5,0.5,0,0,1,2,13.76,12.65,26.49,215993.125,16
5,1,9,1,0,0,9,62,0,0,2,0,0,0,14776372,14745600,0,1920,1920,1,16,16,1,9,0.06640625,1.000069,127.5,0.5,0,0,1,2,15.56,13.51,27.99,230880.8125,128
5,1,9,1,0,0,9,62,0,0,2,0,0,0,14791752,14760964,0,1936,1936,1,16,16,1,9,0.06640625,1.000068,127.5,0.5,0,0,1,2,15.34,13.79,31.99,231121.125,16
5,1,9,1,0,0,9,62,0,0,2,0,0,0,15776820,15745024,0,1984,1984,1,16,16,1,9,0.06640625,1.000065,127.5,0.5,0,0,1,2,16.06,14.36,30.06,246512.8125,64
5,1,9,1,0,0,9,62,0,0,2,0,0,0,15792712,15760900,0,2000,2000,1,16,16,1,9,0.06640625,1.000064,127.5,0.5,0,0,1,2,15.22,13.99,30.2,246761.125,16
5,1,9,1,0,0,9,62,0,0,2,0,0,0,16810036,16777216,0,2048,2048,1,16,16,1,9,0.06640625,1.000061,127.5,0.5,0,0,1,2,19.06,14.47,33.93,262656.8125,2048
5,1,9,1,0,0,9,62,0,0,2,0,0,0,16826440,16793604,0,2064,2064,1,16,16,1,9,0.06640625,1.00006,127.5,0.5,0,0,1,2,18.28,15,33.17,262913.125,16
5,1,25,1,0,0,25,152,0,0,2,0,0,0,18596,16384,0,64,64,1,16,16,1,25,0.06640625,1.0625,127.5,0.5,0,0,1,4,4.11,4.68,3.6,290.5625,64
5,1,25,1,0,0,25,152,0,0,2,0,0,0,19144,16900,0,80,80,1,16,16,1,25,0.06640625,1.04,127.5,0.5,0,0,1,4,3.83,4.4,3.7,299.125,16
5,1,25,1,0,0,25,152,0,0,2,0,0,0,69796,65536,0,128,128,1,16,16,1,25,0.06640625,1.015625,127.5,0.5,0,0,1,4,4.16,4.56,3.98,1090.5625,128
5,1,25,1,0,0,25,152,0,0,2,0,0,0,70856,66564,0,144,144,1,16,16,1,25,0.06640625,1.012346,127.5,0.5,0,0,1,4,4.5,5.23,4.01,1107.125,16
5,1,25,1,0,0,25,152,0,0,2,0,0,0,153764,147456,0,192,192,1,16,16,1,25,0.06640625,1.006944,127.5,0.5,0,0,1,4,3.84,4.58,4.34,2402.5625,64
5,1,25,1,0,0,25,152,0,0,2,0,0,0,155336,148996,0,208,208,1,16,16,1,25,0.06640625,1.005917,127.5,0.5,0,0,1,4,4.14,4.72,4.38,2427.125,16
5,1,25,1,0,0,25,152,0,0,2,0,0,0,270500,262144,0,256,256,1,16,16,1,25,0.06640625,1.003906,127.5,0.5,0,0,1,4,4.01,4.6,4.92,4226.5625,256
5,1,25,1,0,0,25,152,0,0,2,0,0,0,272584,264196,0,272,272,1,16,16,1,25,0.06640625,1.00346,127.5,0.5,0,0,1,4,4.07,4.59,4.82,4259.125,16
5,1,25,1,0,0,25,152,0,0,2,0,0,0,420004,409600,0,320,320,1,16,16,1,25,0.06640625,1.0025,127.5,0.5,0,0,1,4,4.51,5.1,5.87,6562.5625,64
5,1,25,1,0,0,25,152,0,0,2,0,0,0,422600,412164,0,336,336,1,16,16,1,25,0.06640625,1.002268,127.5,0.5,0,0,1,4,4.11,4.6,5.29,6603.125,16
5,1,25,1,0,0,25,152,0,0,2,0,0,0,602276,589824,0,384,384,1,16,16,1,25,0.06640625,1.001736,127.5,0.5,0,0,1,4,4.38,4.3,5.46,9410.5625,128
5,1,25,1,0,0,25,152,0,0,2,0,0,0,605384,592900,0,400,400,1,16,16,1,25,0.06640625,1.0016,127.5,0.5,0,0,1,4,4.45,4.93,6.24,9459.125,16
5,1,25,1,0,0,25,152,0,0,2,0,0,0,817316,802816,0,448,448,1,16,16,1,25,0.06640625,1.001276,127.5,0.5,0,0,1,4,4.86,5.23,6.99,12770.5625,64
5,1,25,1,0,0,25,152,0,0,2,0,0,0,820936,806404,0,464,464,1,16,16,1,25,0.06640625,1.001189,127.5,0.5,0,0,1,4,5.27,5.52,7.76,12827.125,16
5,1,25,1,0,0,25,152,0,0,2,0,0,0,1065124,1048576,0,512,512,1,16,16,1,25,0.06640625,1.000977,127.5,0.5,0,0,1,4,4.85,5.31,7.29,16642.5625,512
5,1,25,1,0,0,25,152,0,0,2,0,0,0,1069256,1052676,0,528,528,1,16,16,1,25,0.06640625,1.000918,127.5,0.5,0,0,1,4,4.71,4.97,7.26,16707.125,16
5,1,25,1,0,0,25,152,0,0,2,0,0,0,1345700,1327104,0,576,576,1,16,16,1,25,0.06640625,1.000772,127.5,0.5,0,0,1,4,4.78,5.25,7.87,21026.5625,64
5,1,25,1,0,0,25,152,0,0,2,0,0,0,1350344,1331716,0,592,592,1,16,16,1,25,0.06640625,1.000731,127.5,0.5,0,0,1,4,4.81,5.44,8.04,21099.125,16
5,1,25,1,0,0,25,152,0,0,2,0,0,0,1659044,1638400,0,640,640,1,16,16,1,25,0.06640625,1.000625,127.5,0.5,0,0,1,4,5.14,5.49,9,25922.5625,128
5,1,25,1,0,0,25,152,0,0,2,0,0,0,1664200,1643524,0,656,656,1,16,16,1,25,0.06640625,1.000595,127.5,0.5,0,0,1,4,5.13,5.59,9.24,26003.125,16
5,1,25,1,0,0,25,152,0,0,2,0,0,0,2005156,1982464,0,704,704,1,16,16,1,25,0.06640625,1.000517,127.5,0.5,0,0,1,4,5.67,6.11,9.99,31330.5625,64
5,1,25,1,0,0,25,152,0,0,2,0,0,0,2010824,1988100,0,720,720,1,16,16,1,25,0.06640625,1.000494,127.5,0.5,0,0,1,4,5.49,5.99,9.68,31419.125,16
5,1,25,1,0,0,25,152,0,0,2,0,0,0,2384036,2359296,0,768,768,1,16,16,1,25,0.06640625,1.000434,127.5,0.5,0,0,1,4,5.84,6.21,11.65,37250.5625,256
5,1,25,1,0,0,25,152,0,0,2,0,0,0,2390216,2365444,0,784,784,1,16,16,1,25,0.06640625,1.000417,127.5,0.5,0,0,1,4,6.1,6.07,10.85,37347.125,16
5,1,25,1,0,0,25,152,0,0,2,0,0,0,2795684,2768896,0,832,832,1,16,16,1,25,0.06640625,1.00037,127.5,0.5,0,0,1,4,6.37,6.68,11.73,43682.5625,64
5,1,25,1,0,0,25,152,0,0,2,0,0,0,2802376,2775556,0,848,848,1,16,16,1,25,0.06640625,1.000356,127.5,0.5,0,0,1,4,6.3,6.65,11.21,43787.125,16
5,1,25,1,0,0,25,152,0,0,2,0,0,0,3240100,3211264,0,896,896,1,16,16,1,25,0.06640625,1.000319,127.5,0.5,0,0,1,4,6.26,6.53,11.72,50626.5625,128
5,1,25,1,0,0,25,152,0,0,2,0,0,0,3247304,3218436,0,912,912,1,16,16,1,25,0.06640625,1.000308,127.5,0.5,0,0,1,4,6.4,6.51,12.57,50739.125,16
5,1,25,1,0,0,25,152,0,0,2,0,0,0,3717284,3686400,0,960,960,1,16,16,1,25,0.06640625,1.000278,127.5,0.5,0,0,1,4,6.59,6.64,12.98,58082.5625,64
5,1,25,1,0,0,25,152,0,0,2,0,0,0,3725000,3694084,0,976,976,1,16,16,1,25,0.06640625,1.000269,127.5,0.5,0,0,1,4,6.71,7.08,12.94,58203.125,16
5,1,25,1,0,0,25,152,0,0,2,0,0,0,4227236,4194304,0,1024,1024,1,16,16,1,25,0.06640625,1.000244,127.5,0.5,0,0,1,4,7.41,7.39,15.28,66050.5625,1024
5,1,25,1,0,0,25,152,0,0,2,0,0,0,4235464,4202500,0,1040,1040,1,16,16,1,25,0.06640625,1.000237,127.5,0.5,0,0,1,4,7.33,7.27,14.73,66179.125,16
5,1,25,1,0,0,25,152,0,0,2,0,0,0,4769956,4734976,0,1088,1088,1,16,16,1,25,0.06640625,1.000216,127.5,0.5,0,0,1,4,7.37,7.61,17.5,74530.5625,64
5,1,25,1,0,0,25,152,0,0,2,0,0,0,4778696,4743684,0,1104,1104,1,16,16,1,25,0.06640625,1.00021,127.5,0.5,0,0,1,4,7.37,7.63,16.09,74667.125,16
5,1,25,1,0,0,25,152,0,0,2,0,0,0,5345444,5308416,0,1152,1152,1,16,16,1,25,0.06640625,1.000193,127.5,0.5,0,0,1,4,7.51,7.51,17.12,83522.5625,128
5,1,25,1,0,0,25,152,0,0,2,0,0,0,5354696,5317636,0,1168,1168,1,16,16,1,25,0.06640625,1.000188,127.5,0.5,0,0,1,4,7.78,7.92,18.02,83667.125,16
5,1,25,1,0,0,25,152,0,0,2,0,0,0,5953700,5914624,0,1216,1216,1,16,16,1,25,0.06640625,1.000173,127.5,0.5,0,0,1,4,7.9,7.95,19.37,93026.5625,64
5,1,25,1,0,0,25,152,0,0,2,0,0,0,5963464,5924356,0,1232,1232,1,16,16,1,25,0.06640625,1.000169,127.5,0.5,0,0,1,4,8.58,8.2,18.64,93179.125,16
5,1,25,1,0,0,25,152,0,0,2,0,0,0,6594724,6553600,0,1280,1280,1,16,16,1,25,0.06640625,1.000156,127.5,0.5,0,0,1,4,9.02,8.87,22.21,103042.5625,256
5,1,25,1,0,0,25,152,0,0,2,0,0,0,6605000,6563844,0,1296,1296,1,16,16,1,25,0.06640625,1.000152,127.5,0.5,0,0,1,4,8.85,8.73,21.24,103203.125,16
5,1,25,1,0,0,25,152,0,0,2,0,0,0,7268516,7225344,0,1344,1344,1,16,16,1,25,0.06640625,1.000142,127.5,0.5,0,0,1,4,9.15,9.22,23.54,113570.5625,64
5,1,25,1,0,0,25,152,0,0,2,0,0,0,7279304,7236100,0,1360,1360,1,16,16,1,25,0.06640625,1.000138,127.5,0.5,0,0,1,4,9.18,9.06,21.9,113739.125,16
5,1,25,1,0,0,25,152,0,0,2,0,0,0,7975076,7929856,0,1408,1408,1,16,16,1,25,0.06640625,1.000129,127.5,0.5,0,0,1,4,9.69,9.48,24.52,124610.5625,128
5,1,25,1,0,0,25,152,0,0,2,0,0,0,7986376,7941124,0,1424,1424,1,16,16,1,25,0.06640625,1.000126,127.5,0.5,0,0,1,4,9.67,9.82,24.87,124787.125,16
5,1,25,1,0,0,25,152,0,0,2,0,0,0,8714404,8667136,0,1472,1472,1,16,16,1,25,0.06640625,1.000118,127.5,0.5,0,0,1,4,9.95,10.06,26.29,136162.5625,64
5,1,25,1,0,0,25,152,0,0,2,0,0,0,8726216,8678916,0,1488,1488,1,16,16,1,25,0.06640625,1.000116,127.5,0.5,0,0,1,4,10.54,10.51,27.2,136347.125,16
5,1,25,1,0,0,25,152,0,0,2,0,0,0,9486500,9437184,0,1536,1536,1,16,16,1,25,0.06640625,1.000108,127.5,0.5,0,0,1,4,11.96,10.39,28.11,148226.5625,512
5,1,25,1,0,0,25,152,0,0,2,0,0,0,9498824,9449476,0,1552,1552,1,16,16,1,25,0.06640625,1.000106,127.5,0.5,0,0,1,4,11.77,10.54,29.4,148419.125,16
5,1,25,1,0,0,25,152,0,0,2,0,0,0,10291364,10240000,0,1600,1600,1,16,16,1,25,0.06640625,1.0001,127.5,0.5,0,0,1,4,11.45,11.17,31.29,160802.5625,64
5,1,25,1,0,0,25,152,0,0,2,0,0,0,10304200,10252804,0,1616,1616,1,16,16,1,25,0.06640625,1.000098,127.5,0.5,0,0,1,4,11.03,10.98,33.05,161003.125,16
5,1,25,1,0,0,25,152,0,0,2,0,0,0,11128996,11075584,0,1664,1664,1,16,16,1,25,0.06640625,1.000093,127.5,0.5,0,0,1,4,12.14,11.68,31.78,173890.5625,128
5,1,25,1,0,0,25,152,0,0,2,0,0,0,11142344,11088900,0,1680,1680,1,16,16,1,25,0.06640625,1.000091,127.5,0.5,0,0,1,4,11.91,11.59,32.48,174099.125,16
5,1,25,1,0,0,25,152,0,0,2,0,0,0,11999396,11943936,0,1728,1728,1,16,16,1,25,0.06640625,1.000086,127.5,0.5,0,0,1,4,12.36,12.09,38.24,187490.5625,64
5,1,25,1,0,0,25,152,0,0,2,0,0,0,12013256,11957764,0,1744,1744,1,16,16,1,25,0.06640625,1.000084,127.5,0.5,0,0,1,4,12.58,12.57,35.62,187707.125,16
5,1,25,1,0,0,25,152,0,0,2,0,0,0,12902564,12845056,0,1792,1792,1,16,16,1,25,0.06640625,1.00008,127.5,0.5,0,0,1,4,14.12,12.19,36.92,201602.5625,256
5,1,25,1,0,0,25,152,0,0,2,0,0,0,12916936,12859396,0,1808,1808,1,16,16,1,25,0.06640625,1.000078,127.5,0.5,0,0,1,4,13.58,12.78,41.22,201827.125,16
5,1,25,1,0,0,25,152,0,0,2,0,0,0,13838500,13778944,0,1856,1856,1,16,16,1,25,0.06640625,1.000074,127.5,0.5,0,0,1,4,13.48,12.95,40.13,216226.5625,64
5,1,25,1,0,0,25,152,0,0,2,0,0,0,13853384,13793796,0,1872,1872,1,16,16,1,25,0.06640625,1.000073,127.5,0.5,0,0,1,4,13.78,13.51,39.67,216459.125,16
5,1,25,1,0,0,25,152,0,0,2,0,0,0,14807204,14745600,0,1920,1920,1,16,16,1,25,0.06640625,1.000069,127.5,0.5,0,0,1,4,14.23,14,42.66,231362.5625,128
5,1,25,1,0,0,25,152,0,0,2,0,0,0,14822600,14760964,0,1936,1936,1,16,16,1,25,0.06640625,1.000068,127.5,0.5,0,0,1,4,14.06,14.03,45.84,231603.125,16
5,1,25,1,0,0,25,152,0,0,2,0,0,0,15808676,15745024,0,1984,1984,1,16,16,1,25,0.06640625,1.000065,127.5,0.5,0,0,1,4,15.02,14.6,45.7,247010.5625,64
5,1,25,1,0,0,25,152,0,0,2,0,0,0,15824584,15760900,0,2000,2000,1,16,16,1,25,0.06640625,1.000064,127.5,0.5,0,0,1,4,14.67,14.46,44.72,247259.125,16
5,1,25,1,0,0,25,152,0,0,2,0,0,0,16842916,16777216,0,2048,2048,1,16,16,1,25,0.06640625,1.000061,127.5,0.5,0,0,1,4,18.44,15.63,50.32,263170.5625,2048
5,1,25,1,0,0,25,152,0,0,2,0,0,0,16859336,16793604,0,2064,2064,1,16,16,1,25,0.06640625,1.00006,127.5,0.5,0,0,1,4,17.92,15.7,53,263427.125,16
5,1,49,1,0,0,49,282,0,0,2,0,0,0,19796,16384,0,64,64,1,16,16,1,49,0.06640625,1.0625,127.5,0.5,0,0,1,6,3.75,4.28,3.39,309.3125,64
5,1,49,1,0,0,49,282,0,0,2,0,0,0,20360,16900,0,80,80,1,16,16,1,49,0.06640625,1.04,127.5,0.5,0,0,1,6,3.93,4.23,3.93,318.125,16
5,1,49,1,0,0,49,282,0,0,2,0,0,0,72020,65536,0,128,128,1,16,16,1,49,0.06640625,1.015625,127.5,0.5,0,0,1,6,4.26,4.7,4.01,1125.3125,128
5,1,49,1,0,0,49,282,0,0,2,0,0,0,73096,66564,0,144,144,1,16,16,1,49,0.06640625,1.012346,127.5,0.5,0,0,1,6,4.28,4.49,4.36,1142.125,16
5,1,49,1,0,0,49,282,0,0,2,0,0,0,157012,147456,0,192,192,1,16,16,1,49,0.06640625,1.006944,127.5,0.5,0,0,1,6,4,4.36,4.62,2453.3125,64
5,1,49,1,0,0,49,282,0,0,2,0,0,0,158600,148996,0,208,208,1,16,16,1,49,0.06640625,1.005917,127.5,0.5,0,0,1,6,4.51,5.04,5.14,2478.125,16
5,1,49,1,0,0,49,282,0,0,2,0,0,0,274772,262144,0,256,256,1,16,16,1,49,0.06640625,1.003906,127.5,0.5,0,0,1,6,4.06,4.58,5.43,4293.3125,256
5,1,49,1,0,0,49,282,0,0,2,0,0,0,276872,264196,0,272,272,1,16,16,1,49,0.06640625,1.00346,127.5,0.5,0,0,1,6,4.32,4.91,6.05,4326.125,16
5,1,49,1,0,0,49,282,0,0,2,0,0,0,425300,409600,0,320,320,1,16,16,1,49,0.06640625,1.0025,127.5,0.5,0,0,1,6,4.81,4.64,5.99,6645.3125,64
5,1,49,1,0,0,49,282,0,0,2,0,0,0,427912,412164,0,336,336,1,16,16,1,49,0.06640625,1.002268,127.5,0.5,0,0,1,6,4.07,4.72,6.01,6686.125,16
5,1,49,1,0,0,49,282,0,0,2,0,0,0,608596,589824,0,384,384,1,16,16,1,49,0.06640625,1.001736,127.5,0.5,0,0,1,6,4.37,4.72,7.01,9509.3125,128
5,1,49,1,0,0,49,282,0,0,2,0,0,0,611720,592900,0,400,400,1,16,16,1,49,0.06640625,1.0016,127.5,0.5,0,0,1,6,4.12,4.33,7.45,9558.125,16
5,1,49,1,0,0,49,282,0,0,2,0,0,0,824660,802816,0,448,448,1,16,16,1,49,0.06640625,1.001276,127.5,0.5,0,0,1,6,4.65,4.74,8.23,12885.3125,64
5,1,49,1,0,0,49,282,0,0,2,0,0,0,828296,806404,0,464,464,1,16,16,1,49,0.06640625,1.001189,127.5,0.5,0,0,1,6,4.54,5.18,8.58,12942.125,16
5,1,49,1,0,0,49,282,0,0,2,0,0,0,1073492,1048576,0,512,512,1,16,16,1,49,0.06640625,1.000977,127.5,0.5,0,0,1,6,4.9,5.44,10.77,16773.3125,512
5,1,49,1,0,0,49,282,0,0,2,0,0,0,1077640,1052676,0,528,528,1,16,16,1,49,0.06640625,1.000918,127.5,0.5,0,0,1,6,4.99,5.73,10.36,16838.125,16
5,1,49,1,0,0,49,282,0,0,2,0,0,0,1355092,1327104,0,576,576,1,16,16,1,49,0.06640625,1.000772,127.5,0.5,0,0,1,6,5.27,6.05,11.4,21173.3125,64
5,1,49,1,0,0,49,282,0,0,2,0,0,0,1359752,1331716,0,592,592,1,16,16,1,49,0.06640625,1.000731,127.5,0.5,0,0,1,6,5.08,5.77,10.64,21246.125,16
5,1,49,1,0,0,49,282,0,0,2,0,0,0,1669460,1638400,0,640,640,1,16,16,1,49,0.06640625,1.000625,127.5,0.5,0,0,1,6,4.97,5.54,11.09,26085.3125,128
5,1,49,1,0,0,49,282,0,0,2,0,0,0,1674632,1643524,0,656,656,1,16,16,1,49,0.06640625,1.000595,127.5,0.5,0,0,1,6,5.31,6,11.73,26166.125,16
